"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002526","GO:0002526","acute inflammatory response","2/3","114/18614",0.000111097088630031,0.021219543928336,0.00397610632991691,"7037/3818",2
"GO:0010496","GO:0010496","intercellular transport","1/3","10/18614",0.00161091093198318,0.044701298392662,0.00837610441085978,"23089",1
"GO:0033572","GO:0033572","transferrin transport","1/3","10/18614",0.00161091093198318,0.044701298392662,0.00837610441085978,"7037",1
"GO:0010635","GO:0010635","regulation of mitochondrial fusion","1/3","12/18614",0.00193288537432623,0.044701298392662,0.00837610441085978,"7037",1
"GO:0045780","GO:0045780","positive regulation of bone resorption","1/3","18/18614",0.00289839334723563,0.044701298392662,0.00837610441085978,"7037",1
"GO:0051917","GO:0051917","regulation of fibrinolysis","1/3","18/18614",0.00289839334723563,0.044701298392662,0.00837610441085978,"3818",1
"GO:0072376","GO:0072376","protein activation cascade","1/3","18/18614",0.00289839334723563,0.044701298392662,0.00837610441085978,"3818",1
"GO:0010042","GO:0010042","response to manganese ion","1/3","22/18614",0.00354171927517921,0.044701298392662,0.00837610441085978,"7037",1
"GO:0010954","GO:0010954","positive regulation of protein processing","1/3","26/18614",0.00418476842940174,0.044701298392662,0.00837610441085978,"3818",1
"GO:0031639","GO:0031639","plasminogen activation","1/3","26/18614",0.00418476842940174,0.044701298392662,0.00837610441085978,"3818",1
"GO:0042730","GO:0042730","fibrinolysis","1/3","27/18614",0.00434548747904207,0.044701298392662,0.00837610441085978,"3818",1
"GO:0045830","GO:0045830","positive regulation of isotype switching","1/3","28/18614",0.00450618923497703,0.044701298392662,0.00837610441085978,"7037",1
"GO:1903319","GO:1903319","positive regulation of protein maturation","1/3","28/18614",0.00450618923497703,0.044701298392662,0.00837610441085978,"3818",1
"GO:0008053","GO:0008053","mitochondrial fusion","1/3","31/18614",0.00498819074985524,0.044701298392662,0.00837610441085978,"7037",1
"GO:0010039","GO:0010039","response to iron ion","1/3","31/18614",0.00498819074985524,0.044701298392662,0.00837610441085978,"7037",1
"GO:0045191","GO:0045191","regulation of isotype switching","1/3","38/18614",0.00611225584524167,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","1/3","42/18614",0.00675419850007897,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","1/3","42/18614",0.00675419850007897,0.044701298392662,0.00837610441085978,"7037",1
"GO:0045124","GO:0045124","regulation of bone resorption","1/3","42/18614",0.00675419850007897,0.044701298392662,0.00837610441085978,"7037",1
"GO:0046688","GO:0046688","response to copper ion","1/3","42/18614",0.00675419850007897,0.044701298392662,0.00837610441085978,"7037",1
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","1/3","45/18614",0.00723547405059433,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002673","GO:0002673","regulation of acute inflammatory response","1/3","48/18614",0.00771659410849856,0.044701298392662,0.00837610441085978,"3818",1
"GO:0006953","GO:0006953","acute-phase response","1/3","48/18614",0.00771659410849856,0.044701298392662,0.00837610441085978,"7037",1
"GO:0046850","GO:0046850","regulation of bone remodeling","1/3","49/18614",0.00787693291156177,0.044701298392662,0.00837610441085978,"7037",1
"GO:0030195","GO:0030195","negative regulation of blood coagulation","1/3","50/18614",0.00803725444139058,0.044701298392662,0.00837610441085978,"3818",1
"GO:1900047","GO:1900047","negative regulation of hemostasis","1/3","51/18614",0.00819755869891436,0.044701298392662,0.00837610441085978,"3818",1
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","1/3","53/18614",0.00851811540077108,0.044701298392662,0.00837610441085978,"7037",1
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","1/3","53/18614",0.00851811540077108,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002204","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","1/3","54/18614",0.00867836784696452,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002208","GO:0002208","somatic diversification of immunoglobulins involved in immune response","1/3","54/18614",0.00867836784696452,0.044701298392662,0.00837610441085978,"7037",1
"GO:0045190","GO:0045190","isotype switching","1/3","54/18614",0.00867836784696452,0.044701298392662,0.00837610441085978,"7037",1
"GO:0050819","GO:0050819","negative regulation of coagulation","1/3","54/18614",0.00867836784696452,0.044701298392662,0.00837610441085978,"3818",1
"GO:0006826","GO:0006826","iron ion transport","1/3","57/18614",0.0091590215777716,0.044701298392662,0.00837610441085978,"7037",1
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","1/3","62/18614",0.00995976582569991,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","1/3","63/18614",0.0101198628881469,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","1/3","63/18614",0.0101198628881469,0.044701298392662,0.00837610441085978,"7037",1
"GO:0031638","GO:0031638","zymogen activation","1/3","63/18614",0.0101198628881469,0.044701298392662,0.00837610441085978,"3818",1
"GO:0045453","GO:0045453","bone resorption","1/3","64/18614",0.0102799426903861,0.044701298392662,0.00837610441085978,"7037",1
"GO:0006879","GO:0006879","intracellular iron ion homeostasis","1/3","65/18614",0.0104400052333473,0.044701298392662,0.00837610441085978,"7037",1
"GO:0030888","GO:0030888","regulation of B cell proliferation","1/3","65/18614",0.0104400052333473,0.044701298392662,0.00837610441085978,"7037",1
"GO:0070613","GO:0070613","regulation of protein processing","1/3","67/18614",0.0107600785451576,0.044701298392662,0.00837610441085978,"3818",1
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","1/3","68/18614",0.0109200893158682,0.044701298392662,0.00837610441085978,"7037",1
"GO:0030193","GO:0030193","regulation of blood coagulation","1/3","70/18614",0.0112400590915512,0.044701298392662,0.00837610441085978,"3818",1
"GO:0002562","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","1/3","71/18614",0.011400018098385,0.044701298392662,0.00837610441085978,"7037",1
"GO:0016444","GO:0016444","somatic cell DNA recombination","1/3","71/18614",0.011400018098385,0.044701298392662,0.00837610441085978,"7037",1
"GO:1903317","GO:1903317","regulation of protein maturation","1/3","71/18614",0.011400018098385,0.044701298392662,0.00837610441085978,"3818",1
"GO:0045911","GO:0045911","positive regulation of DNA recombination","1/3","72/18614",0.0115599598524542,0.044701298392662,0.00837610441085978,"7037",1
"GO:1900046","GO:1900046","regulation of hemostasis","1/3","72/18614",0.0115599598524542,0.044701298392662,0.00837610441085978,"3818",1
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","1/3","75/18614",0.012039681607379,0.044701298392662,0.00837610441085978,"7037",1
"GO:0050818","GO:0050818","regulation of coagulation","1/3","75/18614",0.012039681607379,0.044701298392662,0.00837610441085978,"3818",1
"GO:0002637","GO:0002637","regulation of immunoglobulin production","1/3","76/18614",0.0121995543596944,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002200","GO:0002200","somatic diversification of immune receptors","1/3","78/18614",0.0125192481209193,0.044701298392662,0.00837610441085978,"7037",1
"GO:0061045","GO:0061045","negative regulation of wound healing","1/3","78/18614",0.0125192481209193,0.044701298392662,0.00837610441085978,"3818",1
"GO:0050871","GO:0050871","positive regulation of B cell activation","1/3","83/18614",0.0133181807308671,0.044701298392662,0.00837610441085978,"7037",1
"GO:0034103","GO:0034103","regulation of tissue remodeling","1/3","86/18614",0.0137973333902044,0.044701298392662,0.00837610441085978,"7037",1
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","1/3","86/18614",0.0137973333902044,0.044701298392662,0.00837610441085978,"7037",1
"GO:0010232","GO:0010232","vascular transport","1/3","87/18614",0.0139570164644611,0.044701298392662,0.00837610441085978,"7037",1
"GO:0150104","GO:0150104","transport across blood-brain barrier","1/3","87/18614",0.0139570164644611,0.044701298392662,0.00837610441085978,"7037",1
"GO:0046849","GO:0046849","bone remodeling","1/3","88/18614",0.014116682300841,0.044701298392662,0.00837610441085978,"7037",1
"GO:0002312","GO:0002312","B cell activation involved in immune response","1/3","89/18614",0.0142763309002742,0.044701298392662,0.00837610441085978,"7037",1
"GO:0055072","GO:0055072","iron ion homeostasis","1/3","89/18614",0.0142763309002742,0.044701298392662,0.00837610441085978,"7037",1
"GO:1903035","GO:1903035","negative regulation of response to wounding","1/3","93/18614",0.0149147529471496,0.045947061498477,0.00860953480820181,"3818",1
"GO:0000041","GO:0000041","transition metal ion transport","1/3","97/18614",0.0155528992773172,0.0463725583734601,0.00868926417579302,"7037",1
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/3","100/18614",0.0160313281216766,0.0463725583734601,0.00868926417579302,"23089",1
"GO:0030316","GO:0030316","osteoclast differentiation","1/3","102/18614",0.0163501945541268,0.0463725583734601,0.00868926417579302,"7037",1
