"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","34/317","183/9520",0.185792349726776,5.57963144920791,11.6094856233417,1.28541690772206e-16,3.72770903239396e-14,3.19324621286742e-14,"7098/6892/23586/4938/3106/972/3105/3678/3107/5610/6672/5371/4939/3134/6772/6773/567/10379/6890/6891/684/3665/64135/4940/7097/3133/3459/4792/841/578/56829/148022/5819/55080",34,"Downres_DEq_MS_B1_vs_BD"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","31/317","205/9520",0.151219512195122,4.54135569746865,9.51295920541046,1.03810417311492e-12,1.50525105101664e-10,1.28943465713222e-10,"6892/23586/4938/3106/3105/9636/3107/5610/958/4939/3134/6772/6773/567/10379/6890/6891/3665/4940/7097/7431/3133/965/7128/4792/8737/841/4793/578/3066/55080",31,"Downres_DEq_MS_B1_vs_BD"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","36/317","333/9520",0.108108108108108,3.24665359365675,7.74518787291828,3.21121705538788e-10,3.10417648687495e-08,2.65911307042645e-08,"7098/3106/3105/9636/3912/3678/3107/1293/5610/4599/7148/3675/527/3134/7060/6772/7059/1311/6773/10379/8638/7057/1291/3133/3655/3371/5649/10312/841/5526/3996/578/148022/3066/90423/4854",36,"Downres_DEq_MS_B1_vs_BD"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","23/317","159/9520",0.144654088050314,4.34418586195266,7.89202458609728,2.40893185604683e-09,1.47154553983212e-07,1.2605616965531e-07,"3106/3105/3678/3107/527/3134/7060/7059/1311/6890/6891/78989/9902/7097/715/4353/7057/3684/3133/1520/10312/90423/83547",23,"Downres_DEq_MS_B1_vs_BD"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","24/317","173/9520",0.138728323699422,4.16622599879652,7.79990699793389,2.53714748246917e-09,1.47154553983212e-07,1.2605616965531e-07,"7098/23586/4938/5610/4599/834/5371/4939/6772/8743/6773/10379/3665/64135/4940/7113/3459/4792/103/10241/841/4793/578/148022",24,"Downres_DEq_MS_B1_vs_BD"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","24/317","189/9520",0.126984126984127,3.81352961794602,7.25068239927954,1.51465933715512e-08,7.32085346291643e-07,6.27122111523876e-07,"4938/834/4939/2633/6772/6773/10379/3710/114769/3665/115361/10616/2635/4940/8767/7128/4792/2634/5580/8737/841/4793/148022/55072",24,"Downres_DEq_MS_B1_vs_BD"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","19/317","139/9520",0.136690647482014,4.10503143226744,6.84399079184904,1.5475657058928e-07,6.41134363869875e-06,5.49211288106318e-06,"23586/4938/5610/4599/4939/6772/6773/10379/3665/64135/4940/7097/7128/4792/103/841/4793/578/25898",19,"Downres_DEq_MS_B1_vs_BD"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","25/317","238/9520",0.105042016806723,3.15457413249211,6.24726202192987,3.29589638768949e-07,1.19476244053744e-05,1.02346256249305e-05,"7098/23586/4938/9636/1636/5610/4599/834/4939/6772/6773/10379/64135/4940/7113/7097/715/100293534/6129/4792/103/6194/6868/6143/4793",25,"Downres_DEq_MS_B1_vs_BD"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","14/317","82/9520",0.170731707317073,5.12733707778718,6.96622443317057,4.39932196712222e-07,1.41755930051716e-05,1.21431577104192e-05,"6892/3106/972/3105/3107/3134/567/6890/6891/10437/3133/1520/5641/55080",14,"Downres_DEq_MS_B1_vs_BD"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","20/317","167/9520",0.119760479041916,3.59659230435029,6.282711500147,6.49351929003674e-07,1.88312059411065e-05,1.61312689731439e-05,"7098/2495/5610/834/6772/8743/6773/10379/197259/10616/9555/2512/3459/7128/8737/841/148022/55072/51510/55506",20,"Downres_DEq_MS_B1_vs_BD"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/317","89/9520",0.157303370786517,4.72406337503987,6.55079150962857,1.23729714352862e-06,3.26196519657545e-05,2.79427871648569e-05,"3912/3678/1293/7148/3675/7060/7059/1311/7057/1291/3655/3371/5649/961",14,"Downres_DEq_MS_B1_vs_BD"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/317","72/9520",0.166666666666667,5.00525762355415,6.3312191297401,3.85598067729566e-06,9.31861997013117e-05,7.98255648984013e-05,"23586/9636/3665/79132/64135/64343/57169/4792/103/8737/841/4793",12,"Downres_DEq_MS_B1_vs_BD"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","12/317","83/9520",0.144578313253012,4.34191022766143,5.67515113359977,1.75071868059858e-05,0.000390544936441223,0.000334550290381592,"23586/834/197259/3665/11277/25939/4792/840/103/8737/841/4793",12,"Downres_DEq_MS_B1_vs_BD"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","17/317","159/9520",0.106918238993711,3.21091998492153,5.21760320722914,2.09134269925649e-05,0.000433206701988844,0.000371095396259046,"7098/23586/4938/3434/5610/4599/4939/6772/6773/10379/3665/4940/4792/8737/841/578/148022",17,"Downres_DEq_MS_B1_vs_BD"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","20/317","214/9520",0.0934579439252336,2.80668651788083,4.96099454843243,2.91859564557185e-05,0.000564261824810558,0.000483360401652602,"6892/3106/3105/3107/3134/567/6890/6891/684/3710/60489/25939/7097/3133/4792/8737/841/578/55080/85363",20,"Downres_DEq_MS_B1_vs_BD"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","15/317","154/9520",0.0974025974025974,2.92515055921996,4.4700107441834,0.000184394480735825,0.00334214996333682,0.00286296693774044,"3912/3678/1293/7148/3675/7060/7059/1311/7057/3684/1291/3655/3371/5649/29780",15,"Downres_DEq_MS_B1_vs_BD"
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","12/317","109/9520",0.110091743119266,3.30622521922843,4.49425450811533,0.000261352188936008,0.00445836087008484,0.00381914034606178,"7098/3929/958/6772/6773/10379/3665/7097/4792/8737/841/148022",12,"Downres_DEq_MS_B1_vs_BD"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","17/317","196/9520",0.086734693877551,2.60477692654349,4.2131037907689,0.00028554548022553,0.0046004549591891,0.00394086159843422,"7098/3106/3105/3107/5610/3134/6772/6773/10379/3710/3665/3133/3459/4792/841/578/148022",17,"Downres_DEq_MS_B1_vs_BD"
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","9/317","70/9520",0.128571428571429,3.86119873817035,4.45904365390469,0.000488588524253532,0.00745740379123813,0.0063881934473038,"3106/3105/3107/958/3134/1604/3133/1981/841",9,"Downres_DEq_MS_B1_vs_BD"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","7/317","51/9520",0.137254901960784,4.12197686645636,4.14880758995187,0.00139549395266493,0.0202346623136414,0.0173335038331012,"5360/255738/27329/3931/6646/3988/51129",7,"Downres_DEq_MS_B1_vs_BD"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","12/317","133/9520",0.0902255639097744,2.70961314959323,3.68485874766211,0.00157171634013773,0.0217046542209496,0.0185927346502509,"1515/527/968/967/54/1520/3988/1519/6448/10312/950/5641",12,"Downres_DEq_MS_B1_vs_BD"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","6/317","39/9520",0.153846153846154,4.62023780635768,4.20438921290112,0.00167661996957638,0.0221008995989613,0.0189321680775132,"3106/3105/3107/958/3134/3133",6,"Downres_DEq_MS_B1_vs_BD"
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","7/317","54/9520",0.12962962962963,3.89297815165323,3.95657467746731,0.00196060051042992,0.0242904966350233,0.0208078301483321,"7038/3106/3105/3107/958/3134/3133",7,"Downres_DEq_MS_B1_vs_BD"
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","11/317","119/9520",0.092436974789916,2.77602523659306,3.61823000248751,0.00201024799738124,0.0242904966350233,0.0208078301483321,"1435/197259/4318/7128/4792/840/6376/6868/8809/8737/841",11,"Downres_DEq_MS_B1_vs_BD"
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","13/317","157/9520",0.0828025477707006,2.48668850087404,3.48596385975978,0.00221471338338528,0.0256906752472693,0.0220072571991127,"834/102/7057/6513/3988/840/140885/6376/6868/4240/961/2621/80824",13,"Downres_DEq_MS_B1_vs_BD"
