"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","19/69","89/9521",0.213483146067416,29.4575801986647,23.0447626152998,1.15997156700538e-23,1.65875934081769e-21,1.46522724253311e-21,"7057/2335/3339/7060/375790/1293/3915/1311/3679/1292/3911/1291/3912/5649/960/3675/3371/7148/3909",19,"Down_res_DEq_MS_BM1_vs_CM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","20/69","154/9521",0.12987012987013,17.9201957462827,18.0861715711622,2.51345607890757e-20,1.79712109641891e-18,1.5874459445732e-18,"7057/2335/2243/2266/2244/7060/1293/3915/1311/3679/1292/3911/1291/3912/5649/29780/3675/3371/7148/3909",20,"Down_res_DEq_MS_BM1_vs_CM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","17/69","203/9521",0.083743842364532,11.5554365674306,12.9880523128008,4.474059552221e-14,2.13263505322534e-12,1.88381454830358e-12,"7057/2335/7060/1293/3915/1311/3679/1292/3911/1291/3912/5649/29780/3675/3371/7148/3909",17,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","18/69","333/9521",0.0540540540540541,7.45867606737172,10.2502932382315,1.32160858646923e-11,4.72475069662751e-10,4.17350079937653e-10,"7057/2335/7060/1293/3915/1311/4599/3679/1292/3911/1291/3912/5649/3675/3371/7148/4854/3909",18,"Down_res_DEq_MS_BM1_vs_CM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","17/69","362/9521",0.0469613259668508,6.47998238449836,9.08218996128686,4.8874088369051e-10,1.39779892735486e-08,1.23471381142866e-08,"7057/2335/7060/1293/3915/1311/3679/1292/3911/1291/3912/5649/1969/3675/3371/7148/3909",17,"Down_res_DEq_MS_BM1_vs_CM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","14/69","233/9521",0.0600858369098712,8.29097468433165,9.62683682348084,8.76434368887486e-10,2.08883524584851e-08,1.84512498713155e-08,"7057/2335/3339/2318/7060/375790/1293/1311/3679/1292/1291/3675/4811/27063",14,"Down_res_DEq_MS_BM1_vs_CM"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","6/69","88/9521",0.0681818181818182,9.40810276679842,6.77010794194412,3.94620812748677e-05,0.000806153946043726,0.000712097707215658,"2243/2266/2244/5054/1675/2162",6,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","6/69","93/9521",0.0645161290322581,8.90229079008883,6.54283332944892,5.39520039539482e-05,0.000964392070676825,0.000851873746641288,"2335/3915/3911/3912/3675/3909",6,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/69","50/9521",0.08,11.0388405797101,6.08067517678326,0.000452607570392446,0.00719143139623553,0.00635238695287643,"7057/7060/3606/1311",4,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","7/69","204/9521",0.0343137254901961,4.73479681727764,4.60707390483454,0.000655272369122038,0.00937039487844514,0.00827712466259416,"7057/2335/3339/2719/960/3710/7078",7,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","5/69","103/9521",0.0485436893203883,6.69832559448431,4.96784106356466,0.00087268675330309,0.0113449277929402,0.0100212832915187,"2335/3915/3911/3912/3909",5,"Down_res_DEq_MS_BM1_vs_CM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","6/69","159/9521",0.0377358490566038,5.20700027344818,4.57054455671027,0.000993380277576861,0.0118377816411243,0.0104566345008091,"7057/7060/1311/10381/78989/9902",6,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","5/69","112/9521",0.0446428571428571,6.16006728778468,4.69325125608546,0.00127194614533255,0.0139914075986581,0.0123589908858224,"3915/3911/3912/3588/3909",5,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","7/69","238/9521",0.0294117647058824,4.05839727195226,4.08243580207213,0.0016119036784305,0.0164644447153973,0.0145434918354632,"2243/2266/2244/4599/1675/2162/8829",7,"Down_res_DEq_MS_BM1_vs_CM"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","8/69","320/9521",0.025,3.44963768115942,3.80838188536458,0.00209364362907552,0.0191437773662211,0.0169102192414172,"7057/960/7078/3371/4082/4363/7148/4854",8,"Down_res_DEq_MS_BM1_vs_CM"
"Organismal Systems","Immune system","hsa04611","Platelet activation","5/69","126/9521",0.0396825396825397,5.47561536691971,4.32086601682823,0.00214196110391285,0.0191437773662211,0.0169102192414172,"2243/2266/2244/11093/3710",5,"Down_res_DEq_MS_BM1_vs_CM"
