"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","20/89","154/9521",0.12987012987013,13.8931854662192,15.6686619839477,6.56932562912368e-18,1.221894567017e-15,1.00960162300217e-15,"7057/7060/718/3912/3915/1291/29780/7148/2266/2243/83706/1311/2244/2335/5649/3911/80144/3909/1292/1293",20,"Down_res_DEq_MS_B2_vs_D"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","15/89","89/9521",0.168539325842697,18.0299204645878,15.678962031483,2.33526562033801e-15,2.17179702691435e-13,1.79446726615447e-13,"7057/7060/3339/3912/3915/1291/7148/1311/2335/5649/3911/80144/3909/1292/1293",15,"Down_res_DEq_MS_B2_vs_D"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","14/89","203/9521",0.0689655172413793,7.37776055792329,8.92208708168857,4.79534604941902e-09,2.97311455063979e-07,2.4565632393515e-07,"7057/7060/3912/3915/1291/29780/7148/1311/2335/5649/3911/3909/1292/1293",14,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","10/89","102/9521",0.0980392156862745,10.487992949989,9.35801252706666,3.2093152895642e-08,1.49233160964735e-06,1.23305271651677e-06,"718/727/3880/2266/728358/5648/3122/1675/1672/3113",10,"Down_res_DEq_MS_B2_vs_D"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","9/89","88/9521",0.102272727272727,10.9408835546476,9.10024295101358,1.12855042506783e-07,4.19820758125231e-06,3.46880762231374e-06,"718/727/2266/2243/2244/5648/732/1675/2162",9,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","15/89","333/9521",0.045045045045045,4.81880757161656,6.8905038536099,3.81411672068927e-07,1.18237618341368e-05,9.76949195123919e-06,"7057/7060/3912/3915/1291/7148/1026/1311/2335/5649/3911/3909/4193/1292/1293",15,"Down_res_DEq_MS_B2_vs_D"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","15/89","362/9521",0.0414364640883978,4.43277050096219,6.46824716328436,1.10245928982281e-06,2.92939182724347e-05,2.4204369370546e-05,"7057/7060/3912/3915/1291/7148/1026/1311/2335/5649/3911/3909/4193/1292/1293",15,"Down_res_DEq_MS_B2_vs_D"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","9/89","159/9521",0.0566037735849057,6.05533177867289,6.24418107399813,1.63568321989485e-05,0.000380296348625554,0.000314223355400854,"7057/7060/718/4353/1311/9902/3122/78989/3113",9,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","7/89","93/9521",0.0752688172043011,8.05207200676574,6.63834786828366,2.42674600778012e-05,0.000501527508274559,0.000414391715948419,"1643/3912/3915/1026/2335/3911/3909",7,"Down_res_DEq_MS_B2_vs_D"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","10/89","233/9521",0.0429184549356223,4.59131021845011,5.39114930876936,5.94048787609898e-05,0.00110060991948433,0.000909389067598827,"7057/7060/3339/1291/1311/2335/4811/1292/26287/1293",10,"Down_res_DEq_MS_B2_vs_D"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","6/89","75/9521",0.08,8.55820224719101,6.38317500408098,6.75773490329622e-05,0.00110060991948433,0.000909389067598827,"7057/50484/1643/1026/4193/64393",6,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","10/89","238/9521",0.0420168067226891,4.49485412142385,5.3037731129738,7.10070915796344e-05,0.00110060991948433,0.000909389067598827,"718/727/2266/2243/2244/8829/5648/732/1675/2162",10,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","7/89","112/9521",0.0625,6.68609550561798,5.87980615487151,8.04096536364457e-05,0.00115047658279838,0.000950591856754743,"3912/3915/3122/3911/5608/3909/3113",7,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","5/89","50/9521",0.1,10.6977528089888,6.67835921743257,9.6950219714072e-05,0.00128805291905839,0.00106426556979357,"7057/7060/3040/3043/1311",5,"Down_res_DEq_MS_B2_vs_D"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","5/89","51/9521",0.0980392156862745,10.487992949989,6.59927206740569,0.000106702251576518,0.00132310791954883,0.00109323008632784,"55908/348/3990/3931/4023",5,"Down_res_DEq_MS_B2_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/89","103/9521",0.058252427184466,6.23170066543035,5.18553701199593,0.000389436660283715,0.00452720117579819,0.00374064160535674,"3912/3915/2335/732/3911/3909",6,"Down_res_DEq_MS_B2_vs_D"
