"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","5/22","89/9521",0.0561797752808989,24.3130745658836,10.6336786258113,1.48051680173861e-06,0.000112519276932135,8.57141306269724e-05,"7057/7060/3912/3915/3339",5,"Down_res_DEq_MS_B1_vs_DM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","5/22","159/9521",0.0314465408805031,13.6092052601487,7.71601083853561,2.55254316711394e-05,0.000969966403503296,0.000738894074690877,"7057/7060/4353/78989/9902",5,"Down_res_DEq_MS_B1_vs_DM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","4/22","154/9521",0.025974025974026,11.2408500590319,6.16576514774997,0.000383689891510054,0.00972014391825471,0.0074045417659835,"7057/7060/3912/3915",4,"Down_res_DEq_MS_B1_vs_DM"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","3/22","75/9521",0.04,17.3109090909091,6.82457638491001,0.000649238785397504,0.0123355369225526,0.00939687715706913,"7057/1643/50484",3,"Down_res_DEq_MS_B1_vs_DM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","3/22","81/9521",0.037037037037037,16.0286195286195,6.5368191961361,0.000813002400268234,0.0123576364840772,0.00941371200310587,"221357/4353/50484",3,"Down_res_DEq_MS_B1_vs_DM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/22","203/9521",0.0197044334975369,8.52754142409315,5.21711837409358,0.00108562005164548,0.0131862453390771,0.0100449237347541,"7057/7060/3912/3915",4,"Down_res_DEq_MS_B1_vs_DM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","3/22","93/9521",0.032258064516129,13.9604105571848,6.04423466577099,0.00121452259702026,0.0131862453390771,0.0100449237347541,"3912/3915/1643",3,"Down_res_DEq_MS_B1_vs_DM"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","3/22","102/9521",0.0294117647058824,12.7286096256684,5.73106177444842,0.00158551031072335,0.0150623479518719,0.0114740877749716,"3880/713/727",3,"Down_res_DEq_MS_B1_vs_DM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","2/22","50/9521",0.04,17.3109090909091,5.56488407576336,0.00583856606340661,0.0493034467576559,0.0375580273084636,"7057/7060",2,"Down_res_DEq_MS_B1_vs_DM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","4/22","333/9521",0.012012012012012,5.1984711984712,3.75313056058682,0.00652523539900886,0.0495917890324674,0.0377776786258408,"7057/7060/3912/3915",4,"Down_res_DEq_MS_B1_vs_DM"
