"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","18/63","89/9521",0.202247191011236,30.5650080256822,22.8696860414454,8.96901403916418e-23,1.3274140777963e-20,1.18013342620581e-20,"7057/7060/3915/1311/1293/3912/3339/3911/3679/5649/1291/375790/960/2335/3909/7059/7148/1292",18,"Down_res_DEq_MS_B1_vs_CM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","19/63","154/9521",0.123376623376623,18.6455370026799,18.0170661913697,1.00100619829199e-19,7.40744586736074e-18,6.58556709402627e-18,"7057/7060/3915/1311/1293/3912/3911/3679/5649/1291/2243/2266/29780/2335/2244/3909/7059/7148/1292",19,"Down_res_DEq_MS_B1_vs_CM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","16/63","203/9521",0.0788177339901478,11.9114864336539,12.8250680161729,1.53158434295247e-13,7.55581609189884e-12,6.71747518838802e-12,"7057/7060/3915/1311/1293/3912/3911/3679/5649/1291/29780/2335/3909/7059/7148/1292",16,"Down_res_DEq_MS_B1_vs_CM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","17/63","333/9521",0.0510510510510511,7.71519138185805,10.1802656777268,2.74204741348825e-11,1.01455754299065e-09,9.01989280752714e-10,"7057/7060/3915/1311/1293/3912/3911/3679/4599/5649/1291/1026/2335/3909/7059/7148/1292",17,"Down_res_DEq_MS_B1_vs_CM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","17/63","362/9521",0.0469613259668508,7.09712356397439,9.65260081720486,1.0230480258379e-10,3.02822215648019e-09,2.69223164694184e-09,"7057/7060/3915/1311/1293/3912/3911/3679/5649/1291/1969/1026/2335/3909/7059/7148/1292",17,"Down_res_DEq_MS_B1_vs_CM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","12/63","233/9521",0.0515021459227468,7.78336398937257,8.55561183924309,3.07889615913575e-08,7.59461052586819e-07,6.75196526126262e-07,"7057/7060/1311/2318/1293/3339/3679/1291/375790/2335/7059/1292",12,"Down_res_DEq_MS_B1_vs_CM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","7/63","93/9521",0.0752688172043011,11.3751493428913,8.20569061110761,2.39407609816144e-06,5.06176089325562e-05,4.50014304165684e-05,"3915/3912/3911/1643/1026/2335/3909",7,"Down_res_DEq_MS_B1_vs_CM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","5/63","50/9521",0.1,15.1126984126984,8.16556497141484,1.81887646707467e-05,0.000336492146408814,0.000299157313663597,"7057/7060/1311/3606/7059",5,"Down_res_DEq_MS_B1_vs_CM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","7/63","159/9521",0.0440251572327044,6.6533892382949,5.8669478204191,8.01160050847527e-05,0.00131746319472704,0.00117128662404609,"7057/7060/1311/10381/78989/9902/7059",7,"Down_res_DEq_MS_B1_vs_CM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","7/63","204/9521",0.0343137254901961,5.18572984749455,4.9321619112099,0.000374429754573631,0.00554156036768974,0.00492670729702147,"7057/2719/3339/1026/960/2335/7078",7,"Down_res_DEq_MS_B1_vs_CM"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","5/63","103/9521",0.0485436893203883,7.33626136538758,5.27668837220821,0.000574454798591231,0.00772902819922747,0.00687146888267023,"3915/3912/3911/2335/3909",5,"Down_res_DEq_MS_B1_vs_CM"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","4/63","75/9521",0.0533333333333333,8.06010582010582,5.00964516431775,0.00148891763705434,0.0183633175236702,0.0163258512834905,"7057/1643/1026/8795",4,"Down_res_DEq_MS_B1_vs_CM"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","4/63","88/9521",0.0454545454545455,6.86940836940837,4.51439794879811,0.00267952082758277,0.0305053140370961,0.0271206561496231,"2243/2266/2244/2162",4,"Down_res_DEq_MS_B1_vs_CM"
