"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","24/297","73/9521",0.328767123287671,10.5393662653937,14.6807439251845,8.56865849626679e-19,2.1678705995555e-16,1.7498102613429e-16,"125/126/316/127/130/2944/1559/124/2938/1548/2326/7366/1576/1571/2941/2948/1558/2329/1557/7367/2330/1544/1549/1555",24,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","20/297","67/9521",0.298507462686567,9.56932509171315,12.630288561653,6.22251153799459e-15,7.87147709556316e-13,6.35351178089974e-13,"230/125/5313/126/229/10327/55902/2645/127/130/3939/5211/2821/124/5230/5236/7167/2203/2026/5232",20,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","20/297","79/9521",0.253164556962025,8.11575672335166,11.3956654560555,2.02910968125178e-13,1.711215831189e-11,1.38121851986963e-11,"125/126/127/130/2944/22977/3290/1559/124/2938/1548/7366/1576/1571/2941/2948/7367/1544/1549/1555",20,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","14/297","35/9521",0.4,12.8228956228956,12.5734184460455,7.84600214370961e-13,4.96259635589633e-11,4.00559056810438e-11,"230/3795/229/26007/6652/4351/5207/5211/197258/5372/7167/2203/55556/51171",14,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","18/297","68/9521",0.264705882352941,8.48573975044563,11.1158173862702,1.45988394370574e-12,7.38701275515106e-11,5.96247337008241e-11,"125/126/316/127/130/1559/124/1548/7366/1576/1558/7367/1544/1549/8608/8630/1555/157506",18,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","10/297","17/9521",0.588235294117647,18.8571994454347,13.222745765914,1.20400096799813e-11,5.0768707483921e-10,4.09782785599362e-10,"570/1109/80270/6342/6718/9420/1582/51302/1593/10998",10,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","17/297","75/9521",0.226666666666667,7.26630751964085,9.77586998260985,9.20985576471981e-11,3.32870501210587e-09,2.68678499000849e-09,"48/230/5313/229/6470/2752/5211/26227/5053/383/875/5230/1491/7167/2026/162417/5232",17,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","19/297","117/9521",0.162393162393162,5.20587642809865,8.21353630234017,3.00720164111234e-09,9.51027519001776e-08,7.6762778733657e-08,"48/230/5313/229/26007/55902/6470/2645/5211/26227/414328/2821/5230/55753/9104/7167/2203/2026/5232",19,"Up_res_DEq_MS_BD_vs_CM"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","15/297","71/9521",0.211267605633803,6.77265613885332,8.76044183285911,3.43177154617664e-09,9.64709112425212e-08,7.78670970711425e-08,"2944/3290/1559/2938/1548/7366/1576/1571/2941/2948/1558/1557/7367/1544/1549",15,"Up_res_DEq_MS_BD_vs_CM"
"Organismal Systems","Digestive system","hsa04976","Bile secretion","16/297","90/9521",0.177777777777778,5.69906472128694,8.03694249085061,1.43618541223905e-08,3.6335490929648e-07,2.93284178920396e-07,"570/10599/6580/5244/10864/8671/7366/1576/64241/8647/7367/486/6554/28234/10998/64240",16,"Up_res_DEq_MS_BD_vs_CM"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","11/297","47/9521",0.234042553191489,7.50275807722616,8.01893859141195,1.44781189853566e-07,3.32996736663201e-06,2.68780390732935e-06,"125/134526/5313/126/10327/55902/127/130/32/3939/124",11,"Up_res_DEq_MS_BD_vs_CM"
