"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","13/43","154/9521",0.0844155844155844,18.6911809121111,14.9077216004425,7.49487753014183e-14,5.69610692290779e-12,4.18135272734228e-12,"7057/7060/2243/2266/2335/2244/3912/1292/3915/3911/3689/1311/83706",13,"Down_res_DEq_MS_BM1_vs_DM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","9/43","89/9521",0.101123595505618,22.3906454141625,13.655617569352,1.56840131698589e-10,5.95992500454638e-09,4.37501420001327e-09,"7057/7060/2335/3912/3339/1292/3915/3911/1311",9,"Down_res_DEq_MS_BM1_vs_DM"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","8/43","88/9521",0.0909090909090909,20.1289640591966,12.1423352572165,4.29276425734478e-09,1.08750027852735e-07,7.98303528558855e-08,"2243/2266/2244/727/5648/2162/732/3689",8,"Down_res_DEq_MS_BM1_vs_DM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","8/43","159/9521",0.050314465408805,11.1405587245868,8.68501310265123,4.47728742601149e-07,8.50684610942182e-06,6.24463772575286e-06,"7057/7060/4353/78989/3689/1311/9902/11151",8,"Down_res_DEq_MS_BM1_vs_DM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","8/43","203/9521",0.0394088669950739,8.72585634093252,7.49424081060894,2.84258118998318e-06,4.32072340877443e-05,3.17172216987596e-05,"7057/7060/2335/3912/1292/3915/3911/1311",8,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/43","103/9521",0.058252427184466,12.8981711447279,8.17737342757457,6.10243654708773e-06,7.72975295964446e-05,5.67419538588859e-05,"2335/3912/732/3915/3911/3689",6,"Down_res_DEq_MS_BM1_vs_DM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","8/43","233/9521",0.0343347639484979,7.60235552450344,6.87242665380037,7.89503441455874e-06,8.57175165009234e-05,6.2922830672423e-05,"7057/7060/2335/3339/1292/4811/1311/1158",8,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","8/43","238/9521",0.0336134453781513,7.44264217314833,6.77957803928183,9.22673039787347e-06,8.7653938779798e-05,6.43443040904334e-05,"2243/2266/2244/727/5648/2162/732/8829",8,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/43","50/9521",0.08,17.713488372093,7.980838769895,7.14289898838421e-05,0.000603178136796889,0.000442776194601594,"7057/7060/3689/1311",4,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","5/43","102/9521",0.0490196078431373,10.8538531691746,6.73904139188299,8.91062469434843e-05,0.000677207476770481,0.000497119061895228,"2266/727/3880/5648/3689",5,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","8/43","333/9521",0.024024024024024,5.31936587750541,5.40413222307251,0.000102286883172393,0.000706709374645622,0.00051877557972601,"7057/7060/2335/3912/1292/3915/3911/1311",8,"Down_res_DEq_MS_BM1_vs_DM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","8/43","362/9521",0.0220994475138122,4.8932288320699,5.08668139662028,0.000182375092170643,0.00115504225041407,0.000847884200442461,"7057/7060/2335/3912/1292/3915/3911/1311",8,"Down_res_DEq_MS_BM1_vs_DM"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","6/43","196/9521",0.0306122448979592,6.7781205505458,5.50534530205512,0.000227867764587576,0.00133215000835814,0.000977894050456803,"2243/2266/2244/727/4353/3689",6,"Down_res_DEq_MS_BM1_vs_DM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","7/43","302/9521",0.0231788079470199,5.13221931310642,4.91517830349797,0.00036376756413839,0.00197473820532269,0.00144960006761915,"2243/2266/2244/5792/1272/3689/8829",7,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/43","93/9521",0.043010752688172,9.5233808452113,5.56336983430933,0.000786730262143013,0.00398609999485793,0.00292608448375998,"2335/3912/3915/3911",4,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","4/43","112/9521",0.0357142857142857,7.9078073089701,4.95304006999996,0.00157284587338633,0.00747101789858508,0.00548426521641287,"3912/3915/3911/3588",4,"Down_res_DEq_MS_BM1_vs_DM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","5/43","204/9521",0.0245098039215686,5.42692658458732,4.30500544947521,0.00213526266105225,0.00954588013176301,0.00700736353162659,"7057/2335/3339/2719/7078",5,"Down_res_DEq_MS_BM1_vs_DM"
"Organismal Systems","Immune system","hsa04611","Platelet activation","4/43","126/9521",0.0317460317460317,7.02916205241787,4.58868438210963,0.00242158958376377,0.0102244893536692,0.00750551157540817,"2243/2266/2244/83706",4,"Down_res_DEq_MS_BM1_vs_DM"
