"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","16/55","154/9521",0.103896103896104,17.985360094451,16.1976282629545,1.72475009995169e-16,1.60401759295507e-14,1.34348955154132e-14,"7057/2335/2266/2243/2244/7060/3915/3911/1311/5649/3679/83706/7148/29780/3918/1292",16,"Up_C_vs_res_DEq_MS_BM1"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","13/55","89/9521",0.146067415730337,25.2855975485189,17.5452059296076,1.77263645633876e-15,8.24275952197523e-14,6.90395251416148e-14,"7057/2335/3339/375790/7060/3915/3911/1311/5649/3679/7148/3918/1292",13,"Up_C_vs_res_DEq_MS_BM1"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","12/55","203/9521",0.0591133004926108,10.2330497089118,10.135575393574,1.25218834075711e-09,3.88178385634704e-08,3.25129604266759e-08,"7057/2335/7060/3915/3911/1311/5649/3679/7148/29780/3918/1292",12,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","12/55","333/9521",0.036036036036036,6.23816543816544,7.41664348389542,3.11477611931347e-07,7.24185447740382e-06,6.06561665339991e-06,"7057/2335/7060/3915/3911/4599/1311/5649/3679/7148/3918/1292",12,"Up_C_vs_res_DEq_MS_BM1"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","10/55","233/9521",0.0429184549356223,7.42957471712837,7.57383210549529,7.07408403327947e-07,1.31577963018998e-05,1.10206782834249e-05,"7057/2335/3339/7431/375790/7060/1311/3679/4811/1292",10,"Up_C_vs_res_DEq_MS_BM1"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","11/55","362/9521",0.0303867403314917,5.26022099447514,6.29910652593869,5.48004644400349e-06,8.4940719882054e-05,7.11444626063611e-05,"7057/2335/7060/3915/3911/1311/5649/3679/7148/3918/1292",11,"Up_C_vs_res_DEq_MS_BM1"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/55","88/9521",0.0568181818181818,9.83574380165289,6.34711113167422,0.000145461054958211,0.00193255401587338,0.00161866437096355,"2266/2243/2244/5054/2162",5,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/55","50/9521",0.08,13.8487272727273,6.94326536040535,0.000188464005280417,0.00219089406138485,0.0018350442619409,"7057/7060/1311/3040",4,"Up_C_vs_res_DEq_MS_BM1"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","6/55","159/9521",0.0377358490566038,6.53241852487136,5.36223495639554,0.000291034907043154,0.00300736070611259,0.00251889861066589,"7057/7060/1311/4353/9902/78989",6,"Up_C_vs_res_DEq_MS_BM1"
"Organismal Systems","Immune system","hsa04611","Platelet activation","5/55","126/9521",0.0396825396825397,6.86940836940837,5.055309811531,0.000768101427538423,0.00714334327610733,0.00598310585661509,"2266/2243/2244/11093/83706",5,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/55","93/9521",0.043010752688172,7.4455522971652,4.76111194303623,0.00198877180002133,0.0168141615819985,0.0140831687274238,"2335/3915/3911/3918",4,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","6/55","238/9521",0.0252100840336134,4.36409472880061,4.00616736397807,0.00238477684248637,0.0184820205292694,0.0154801303810519,"2266/2243/2244/4599/8829/2162",6,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/55","103/9521",0.0388349514563107,6.72268314210062,4.45097892968229,0.00288609424601911,0.0206466742215213,0.0172931962919363,"2335/3915/3911/3918",4,"Up_C_vs_res_DEq_MS_BM1"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","3/55","51/9521",0.0588235294117647,10.1828877005348,5.01194089388235,0.00312254394301111,0.0207426133357167,0.0173735527656257,"338/5360/3931",3,"Up_C_vs_res_DEq_MS_BM1"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","5/55","204/9521",0.0245098039215686,4.24286987522282,3.56880753497714,0.00627577837833368,0.0389098259456688,0.0325900070173118,"7057/2335/3339/2719/7078",5,"Up_C_vs_res_DEq_MS_BM1"
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","6/55","302/9521",0.0198675496688742,3.43925346177002,3.28348519839112,0.00761145405669816,0.0442415767045581,0.0370557631707674,"2266/2243/2244/5792/4133/8829",6,"Up_C_vs_res_DEq_MS_BM1"
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/55","24/9521",0.0833333333333333,14.4257575757576,5.01958452510482,0.00833606213125048,0.0456031634238997,0.0381961980007762,"2131/2132",2,"Up_C_vs_res_DEq_MS_BM1"
