"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","9/98","39/9521",0.230769230769231,22.4199372056515,13.6690218530255,1.46603221960532e-10,1.17258270394324e-08,8.74294121361187e-09,"27232/10840/635/6470/875/1491/10841/23743/4522",9,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","11/98","73/9521",0.150684931506849,14.639502376293,11.9296287885994,1.62858708881005e-10,1.17258270394324e-08,8.74294121361187e-09,"316/2944/130/126/125/127/2326/124/1571/1559/1558",11,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","9/98","47/9521",0.191489361702128,18.6037776812853,12.3374393424891,8.81002188861035e-10,4.22881050653297e-08,3.15306046539739e-08,"130/126/134526/5313/125/127/3939/124/32",9,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","10/98","67/9521",0.149253731343284,14.5004568991776,11.3087599521668,1.27789460285885e-09,4.60042057029186e-08,3.43013814451586e-08,"230/130/126/5313/125/229/127/3939/124/2538",10,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","8/98","52/9521",0.153846153846154,14.9466248037677,10.2838479672199,4.89159030204617e-08,1.4087780069893e-06,1.05040465433412e-06,"27232/635/875/1491/3939/23743/26227/1036",8,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","9/98","75/9521",0.12,11.6583673469388,9.45005338527487,6.40767863656757e-08,1.53784287277622e-06,1.14663722970157e-06,"48/230/5313/6470/229/875/383/1491/26227",9,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","7/98","37/9521",0.189189189189189,18.3803088803089,10.801883679639,7.88471153663517e-08,1.62199780182209e-06,1.20938432591998e-06,"316/130/126/125/127/1644/124",7,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","9/98","79/9521",0.113924050632911,11.0680702660811,9.16357000416424,1.015080008979e-07,1.8271440161622e-06,1.36234422257708e-06,"2944/130/126/125/127/22977/124/1571/1559",9,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","8/98","68/9521",0.117647058823529,11.4297719087635,8.80199980739419,4.19808047365821e-07,6.71692875785313e-06,5.00823635453962e-06,"316/130/126/125/127/124/1559/1558",8,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","9/98","117/9521",0.0769230769230769,7.47331240188383,7.18455880327264,2.95359210773057e-06,4.25317263513202e-05,3.17122521040545e-05,"48/230/26007/5313/6470/229/9104/414328/26227",9,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","6/98","41/9521",0.146341463414634,14.2175211548034,8.64917511953554,3.42564209085323e-06,4.48447691893514e-05,3.34368893078497e-05,"27232/635/6470/875/1491/26227",6,"Down_B1_vs_res_DEq_MS_BDM"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","8/98","107/9521",0.0747663551401869,7.26378027846653,6.6447435372533,1.33234362120692e-05,0.00015988123454483,0.000119209692423777,"5261/3939/5207/5256/5257/32/2538/2998",8,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","4/98","17/9521",0.235294117647059,22.859543817527,9.19918298852567,2.26668500071668e-05,0.00025107895392554,0.000187207991962026,"1109/6342/1582/6718",4,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","5/98","35/9521",0.142857142857143,13.8790087463557,7.78416112108595,2.64998280649492e-05,0.00027256966009662,0.000203231764107129,"230/26007/229/3795/5207",5,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","6/98","63/9521",0.0952380952380952,9.25267249757046,6.70196487083825,4.31372342961121e-05,0.000414117449242676,0.000308771782330065,"3248/2053/1571/1559/4051/1558",6,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","5/98","43/9521",0.116279069767442,11.296867584243,6.90109363351932,7.36259548591189e-05,0.00066263359373207,0.000494068907607245,"130/126/125/127/124",5,"Down_B1_vs_res_DEq_MS_BDM"
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","8/98","144/9521",0.0555555555555556,5.39739229024943,5.42227344405058,0.000112604416178208,0.000953825642921293,0.000711185786388683,"130/126/125/127/124/1571/2168/32",8,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","6/98","81/9521",0.0740740740740741,7.19652305366591,5.71138581482595,0.000177543092299303,0.00142034473839443,0.00105902897160988,"51733/2944/1806/7498/1807/1571",6,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","4/98","31/9521",0.129032258064516,12.5358788676761,6.56047589751657,0.00026831528707148,0.00193187006691465,0.00144042943585742,"230/229/9104/414328",4,"Down_B1_vs_res_DEq_MS_BDM"
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","4/98","31/9521",0.129032258064516,12.5358788676761,6.56047589751657,0.00026831528707148,0.00193187006691465,0.00144042943585742,"635/6470/23743/4522",4,"Down_B1_vs_res_DEq_MS_BDM"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","7/98","138/9521",0.0507246376811594,4.92805383022774,4.74005119456425,0.000532856246303308,0.00365387140322268,0.00272437780064849,"5313/5261/5256/5257/32/2538/2998",7,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","4/98","42/9521",0.0952380952380952,9.25267249757046,5.46606649715319,0.000875341169200507,0.00572950583476696,0.00427199996451922,"316/64577/1644/23498",4,"Down_B1_vs_res_DEq_MS_BDM"
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","5/98","76/9521",0.0657894736842105,6.39164876476907,4.812428877114,0.00108136956273406,0.00677031378407409,0.00504804097935349,"6342/116519/1582/123/2168",5,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/98","21/9521",0.142857142857143,13.8790087463557,6.02514078687516,0.00122937274844398,0.0073762364906639,0.00549982545356519,"51733/1806/1807",3,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","3/98","22/9521",0.136363636363636,13.2481447124304,5.86515673089069,0.00141291035100256,0.00813836362177476,0.00606807813904259,"443/10841/131669",3,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","3/98","30/9521",0.1,9.71530612244898,4.8755566091689,0.00350967888984398,0.0194382215437513,0.0144934108001654,"1571/1559/1558",3,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","3/98","31/9521",0.0967741935483871,9.40190915075708,4.77818145534755,0.00385696784728389,0.0205704951855141,0.0153376499190237,"51733/1806/1807",3,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","6/98","154/9521",0.038961038961039,3.78518420355155,3.55345598287341,0.00503733489809797,0.0259062937616467,0.0193160962257892,"122622/554235/6470/23498/9104/4522",6,"Down_B1_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","5/98","110/9521",0.0454545454545455,4.41604823747681,3.67484788679285,0.00544709562290695,0.0270476472309863,0.0201671053915248,"230/229/3939/7018/5163",5,"Down_B1_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","4/98","71/9521",0.0563380281690141,5.47341189997126,3.85823854354414,0.00605611512012289,0.0290693525765899,0.0216745172720188,"2944/1571/1559/1558",4,"Down_B1_vs_res_DEq_MS_BDM"
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","3/98","37/9521",0.0810810810810811,7.87727523441809,4.27423514890524,0.00637702406157436,0.0296223053182809,0.0220868065969638,"122622/443/27165",3,"Down_B1_vs_res_DEq_MS_BDM"
