"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","22/94","89/9521",0.247191011235955,25.0372938082716,22.7496294202882,1.32294704392472e-25,2.6062056765317e-23,2.29775012892188e-23,"7057/3915/375790/7060/3339/1311/1291/3673/1293/960/3912/5649/3679/3911/1292/2335/3371/3675/7148/7059/3909/80144",22,"Up_CM_vs_res_DEq_MS_B2"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","23/94","154/9521",0.149350649350649,15.1273141751865,17.6488068928611,2.22140783951957e-21,2.18808672192678e-19,1.92911733431963e-19,"7057/3915/7060/1311/1291/3673/1293/3912/5649/3679/3911/29780/1292/2243/2266/2335/3371/2244/3675/7148/7059/3909/80144",23,"Up_CM_vs_res_DEq_MS_B2"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","21/94","203/9521",0.103448275862069,10.47798972854,13.6300844624078,3.47342032951847e-16,2.28087934971713e-14,2.0109275591949e-14,"7057/3915/7060/1311/1291/3673/1293/3912/5649/10398/3679/3911/29780/1292/2335/3371/3675/7148/7059/3909/858",21,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","21/94","333/9521",0.0630630630630631,6.38748322790876,9.99293821158876,6.54278366699326e-12,3.22232095599418e-10,2.8409455396155e-10,"7057/3915/7060/4599/1311/1291/3673/1293/3912/5649/3679/3911/1292/2335/3371/1026/3675/7148/7059/3909/7132",21,"Up_CM_vs_res_DEq_MS_B2"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","17/94","233/9521",0.0729613733905579,7.39005570267555,9.86091348576871,8.93254408921605e-11,3.51942237115112e-09,3.102883736254e-09,"7057/2318/375790/7060/3339/1311/1291/3673/1293/10398/3679/1292/2335/3675/1674/7059/4811",17,"Up_CM_vs_res_DEq_MS_B2"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","20/94","362/9521",0.0552486187845304,5.59597978135653,8.90233663319402,2.4329461226845e-10,7.98817310281411e-09,7.04273877619197e-09,"7057/3915/7060/1311/1291/3673/1293/3912/5649/1969/3679/3911/1292/2335/3371/1026/3675/7148/7059/3909",20,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","9/94","93/9521",0.0967741935483871,9.80199039121482,8.5174231729587,2.94081702989038e-07,8.27629935554864e-06,7.2967640591265e-06,"3915/1643/3673/3912/3911/2335/1026/3675/3909",9,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","6/94","50/9521",0.12,12.1544680851064,7.89644466832541,8.83033943929381e-06,0.00021744710869261,0.000191711316774142,"7057/7060/3606/1311/7059/7042",6,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","10/94","204/9521",0.0490196078431373,4.96506049228202,5.71639855624853,3.08867268113479e-05,0.00067607613131506,0.000596059640218995,"7057/2719/3339/3673/960/2335/1026/3710/858/7042",10,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","7/94","112/9521",0.0625,6.33045212765957,5.66626617565985,0.000113830777033974,0.00224246630756929,0.00197706086427429,"3915/3912/3911/3588/3909/7132/7042",7,"Up_CM_vs_res_DEq_MS_B2"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","8/94","159/9521",0.050314465408805,5.09621303358758,5.2010667357945,0.000167245275565592,0.00299521084422014,0.00264071487735145,"7057/7060/1311/3673/10381/78989/9902/7059",8,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/94","103/9521",0.058252427184466,5.9002272257798,4.99288008542655,0.000522443389396928,0.0085767789759329,0.00756168063600817,"3915/3912/3911/2335/3909/7042",6,"Up_CM_vs_res_DEq_MS_B2"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","5/94","75/9521",0.0666666666666667,6.75248226950355,4.99410417447979,0.000843484591065309,0.0127820357261435,0.0112692273300223,"7057/1643/50484/5054/1026",5,"Up_CM_vs_res_DEq_MS_B2"
"Organismal Systems","Immune system","hsa04611","Platelet activation","6/94","126/9521",0.0476190476190476,4.82320162107396,4.31379725196746,0.00150130629774742,0.0211255243325887,0.018625228505889,"3673/11093/2243/2266/3710/2244",6,"Up_CM_vs_res_DEq_MS_B2"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/94","88/9521",0.0568181818181818,5.75495647969052,4.47464527604976,0.00173143227967734,0.0227394772730957,0.0200481632383692,"5054/2243/2266/2244/1675",5,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","5/94","99/9521",0.0505050505050505,5.11551687083602,4.11022958699054,0.00290379947040785,0.0357530309793967,0.0315215074090326,"3673/3679/3675/1674/7042",5,"Up_CM_vs_res_DEq_MS_B2"
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","5/94","105/9521",0.0476190476190476,4.82320162107396,3.93354636617881,0.00374318497341451,0.0433769082213328,0.038243066291851,"3673/3679/3675/1674/7042",5,"Up_CM_vs_res_DEq_MS_B2"
