"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","36/392","183/9521",0.19672131147541,4.7780194044831,10.693323325183,2.09876802728472e-15,6.27531640158133e-13,5.34633539582004e-13,"4939/23586/4940/6772/6773/3106/5371/6672/3107/6891/4938/64135/6892/3105/6890/3678/5610/10379/972/56829/841/7098/567/684/4615/3134/55080/3133/7186/148022/3459/3665/7097/3717/8764/3455",36,"Down_res_DEq_MS_BD_vs_BT"
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","33/392","205/9521",0.160975609756098,3.90981831757093,8.72726107910239,1.14776861029204e-11,1.71591407238659e-09,1.4618947562667e-09,"9636/4939/23586/4940/6772/6773/3106/3107/6891/4938/7431/6892/3105/6890/5610/10379/841/567/4615/958/8737/3134/55080/3133/7186/7128/3066/3665/7097/4794/5925/3455/29760",33,"Down_res_DEq_MS_BD_vs_BT"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","28/392","189/9521",0.148148148148148,3.59826152683296,7.476120691508,3.10271977704539e-09,3.09237737778857e-07,2.63459012647363e-07,"4939/4940/6772/6773/115361/4938/2633/10616/10379/834/841/4615/3606/837/8737/2634/2635/7186/5580/148022/55072/7128/8767/114769/3710/7158/3665/3455",28,"Down_res_DEq_MS_BD_vs_BT"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","26/392","173/9521",0.15028901734104,3.65025952577563,7.28957163295643,8.48688821957194e-09,5.51305837446144e-07,4.69692000218155e-07,"4939/4599/23586/4940/6772/6773/5371/103/4938/64135/5610/10379/834/841/7098/4615/3606/8743/148022/10241/3459/3665/3838/7113/3717/3455",26,"Down_res_DEq_MS_BD_vs_BT"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","38/392","333/9521",0.114114114114114,2.77163387877674,6.81923260143396,9.21916116130676e-09,5.51305837446144e-07,4.69692000218155e-07,"9636/4599/6772/6773/3106/3107/3105/3678/5610/7057/10379/841/7098/3655/8638/5649/5315/3675/3134/7060/3912/3371/1293/3133/148022/10312/3066/527/5526/1311/7148/3996/1856/4854/1292/5925/3455/4851",38,"Down_res_DEq_MS_BD_vs_BT"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","21/392","168/9521",0.125,3.03603316326531,5.51713899537061,5.12923024458226e-06,0.000232338037690576,0.000197943337866993,"6772/6773/10616/5610/10379/197259/834/841/7098/2495/8737/2512/8743/79643/7186/148022/55072/7128/3459/3717/3455",21,"Down_res_DEq_MS_BD_vs_BT"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","14/392","82/9521",0.170731707317073,4.14677700348432,5.93006979654985,5.43935205295664e-06,0.000232338037690576,0.000197943337866993,"3106/3107/6891/6892/3105/6890/10197/972/567/5641/3134/55080/3133/10437",14,"Down_res_DEq_MS_BD_vs_BT"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","9/392","36/9521",0.25,6.07206632653061,6.31782236697247,1.08545638695965e-05,0.000405689324626171,0.000345632165321363,"4174/4176/5111/4175/4171/4172/2237/5424/4173",9,"Down_res_DEq_MS_BD_vs_BT"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/392","89/9521",0.157303370786517,3.82062600321027,5.53972896086854,1.4520451619704e-05,0.000413025656924424,0.000351882446666821,"3678/7057/3655/5649/3675/961/7060/3912/3371/80144/1293/1311/7148/1292",14,"Down_res_DEq_MS_BD_vs_BT"
"Human Diseases","Infectious disease: viral","hsa05162","Measles","18/392","139/9521",0.129496402877698,3.14524298928204,5.27941839562498,1.48867687085196e-05,0.000413025656924424,0.000351882446666821,"4939/4599/23586/4940/6772/6773/103/4938/64135/5610/10379/841/4615/7128/3665/7097/25898/3455",18,"Down_res_DEq_MS_BD_vs_BT"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","25/392","238/9521",0.105042016806723,2.55128837249185,5.02211605792338,1.519492383334e-05,0.000413025656924424,0.000351882446666821,"9636/4939/4599/23586/4940/6772/6773/103/4938/64135/5610/10379/834/7098/4615/715/100293534/6224/7097/7113/1636/733/720/1675/3455",25,"Down_res_DEq_MS_BD_vs_BT"
