"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","41/476","183/9520",0.224043715846995,4.48087431693989,10.9075966783598,1.62756902883011e-16,5.11056675052656e-14,4.1288856415585e-14,"7098/6892/3717/23586/4938/3106/972/3105/3678/3107/5610/6672/5371/4939/3134/6772/6773/567/10379/6890/6891/684/64135/4940/7097/6714/3133/3459/3716/355/3455/3125/581/841/578/56829/148022/5819/6732/4615/9451",41,"Upres_DEq_MS_BD_vs_C"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","38/476","205/9520",0.185365853658537,3.70731707317073,8.98966454187632,1.29883224175579e-12,2.03916661955659e-10,1.64746615927971e-10,"6892/23586/4938/3106/3105/9636/7431/3107/5610/958/4939/3134/6772/6773/567/10379/6890/6891/4940/7097/3383/4067/3133/960/965/7128/3716/355/3455/3125/4193/3516/581/8737/841/578/3066/4615",38,"Upres_DEq_MS_BD_vs_C"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","32/476","173/9520",0.184971098265896,3.69942196531792,8.22008996266344,8.73690620443503e-11,9.14462849397533e-09,7.38805050971524e-09,"7113/7098/3717/23586/4938/5610/4599/834/5371/4939/6772/8743/6773/10379/3606/64135/4940/3383/3459/3716/355/3455/3838/103/3125/581/10241/7706/841/578/148022/4615",32,"Upres_DEq_MS_BD_vs_C"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","37/476","238/9520",0.15546218487395,3.10924369747899,7.55985245523635,5.34607731801009e-10,4.19667069463792e-08,3.39053850958008e-08,"8829/7113/7098/23586/2162/4938/2243/2244/2266/9636/5610/4599/834/4939/6772/6773/10379/64135/4940/7097/715/732/720/100293534/6129/3716/6137/6124/6193/3455/5648/103/6167/6194/6868/6143/4615",37,"Upres_DEq_MS_BD_vs_C"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","44/476","333/9520",0.132132132132132,2.64264264264264,6.99998669149467,2.46860479995637e-09,1.5502838143726e-07,1.25249211955681e-07,"3911/7098/3106/2335/3105/9636/7057/3678/3107/3915/1291/5610/4599/3371/3675/3134/6772/6773/10379/8638/3265/3133/3673/6908/3655/3716/355/527/4851/3455/5520/4193/3516/581/7855/10312/841/5526/3996/578/148022/245972/3066/23545",44,"Upres_DEq_MS_BD_vs_C"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","26/476","167/9520",0.155688622754491,3.11377245508982,6.32207823053456,2.05977389296531e-07,1.07794833731851e-05,8.70886856499367e-06,"7098/3717/2495/5610/834/6772/8743/6773/10379/197259/10616/9555/2512/3459/7128/3716/355/3455/581/8878/8737/841/148022/55072/51510/55506",26,"Upres_DEq_MS_BD_vs_C"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","24/476","159/9520",0.150943396226415,3.0188679245283,5.88930722485927,1.08317462651564e-06,4.85881189608444e-05,3.92548999985367e-05,"7098/23586/4938/3434/5610/4599/4939/6772/6773/10379/4940/3265/3716/355/3455/9069/10197/5520/581/8737/841/578/148022/9451",24,"Upres_DEq_MS_BD_vs_C"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","22/476","139/9520",0.158273381294964,3.16546762589928,5.90001873106248,1.3497565188504e-06,5.29779433648781e-05,4.28014896109139e-05,"23586/4938/5610/4599/4939/6772/6773/10379/64135/4940/7097/7128/3716/355/3455/103/581/841/578/25898/4615/9451",22,"Upres_DEq_MS_BD_vs_C"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","26/476","189/9520",0.137566137566138,2.75132275132275,5.57894217345852,2.35996945117251e-06,8.23367119631297e-05,6.65207763429912e-05,"4938/834/4939/6772/6773/10379/3606/114769/115361/10616/4940/8767/7128/3716/2633/2634/3455/837/728358/5580/8737/841/148022/55072/4615/2635",26,"Upres_DEq_MS_BD_vs_C"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","23/476","159/9520",0.144654088050314,2.89308176100629,5.52237219527303,3.82994328737804e-06,0.00012026021922367,9.7159613921906e-05,"3106/3105/4353/7057/3678/3107/3134/6890/6891/7097/715/3133/3673/1520/527/11151/3125/10312/10381/23673/245972/83547/23545",23,"Upres_DEq_MS_BD_vs_C"
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","26/476","205/9520",0.126829268292683,2.53658536585366,5.10224203728115,1.06962559165639e-05,0.000288368262396287,0.000232976034989961,"3106/3105/3107/5610/6672/3134/10379/3265/2934/4067/6714/3133/6908/3716/2960/2961/2959/4193/3516/581/841/578/730394/245972/3066/8850",26,"Upres_DEq_MS_BD_vs_C"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","15/476","82/9520",0.182926829268293,3.65853658536585,5.54662039008386,1.10204431489027e-05,0.000288368262396287,0.000232976034989961,"6892/3106/972/3105/3107/3134/567/6890/6891/10437/3133/1520/10197/3125/5641",15,"Upres_DEq_MS_BD_vs_C"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","25/476","196/9520",0.127551020408163,2.55102040816327,5.03342125185195,1.4306638432089e-05,0.000345560343667381,0.000279182175071535,"7098/3717/3106/3105/3107/5610/3134/6772/6773/10379/3265/3383/4067/6714/3133/3459/3716/355/5533/3455/581/841/578/148022/59345",25,"Upres_DEq_MS_BD_vs_C"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","15/476","88/9520",0.170454545454545,3.40909090909091,5.20848588719446,2.66045093650701e-05,0.000596701138616572,0.00048208171105127,"2162/2243/2244/2266/10544/715/5054/710/732/1604/720/100293534/7035/2153/5648",15,"Upres_DEq_MS_BD_vs_C"
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","23/476","182/9520",0.126373626373626,2.52747252747253,4.77310546014888,3.6494693390503e-05,0.000763955581641195,0.000617208498744646,"3717/972/3929/6772/3606/3656/8767/7097/6714/3459/3716/1520/527/11151/5533/3125/581/10312/841/245972/4615/10892/23545",23,"Upres_DEq_MS_BD_vs_C"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","18/476","133/9520",0.135338345864662,2.70676691729323,4.54731972400375,0.000104979833847822,0.0020602292392635,0.00166448289192928,"1511/967/968/2629/54/1520/527/3988/1519/6448/3373/10312/950/57707/245972/4758/5641/23545",18,"Upres_DEq_MS_BD_vs_C"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","14/476","89/9520",0.157303370786517,3.14606741573034,4.666361222348,0.00012160592846579,0.00224613303166224,0.00181467670342139,"375790/3911/2335/7057/3678/3915/1291/3371/3675/3339/960/3673/3655/961",14,"Upres_DEq_MS_BD_vs_C"
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","12/476","70/9520",0.171428571428571,3.42857142857143,4.6784593467733,0.000159675828160252,0.00278545611346218,0.00225040202260941,"3106/3105/3107/958/3134/3383/1604/3133/1525/3125/1981/841",12,"Upres_DEq_MS_BD_vs_C"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","8/476","36/9520",0.222222222222222,4.44444444444444,4.74999907508112,0.000322343103629675,0.00532714392314306,0.00430386082962614,"4172/4173/4174/4176/4171/4175/5981/2237",8,"Upres_DEq_MS_BD_vs_C"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","23/476","214/9520",0.107476635514019,2.14953271028037,3.90180498510108,0.000426854940040428,0.00670162255863472,0.00541431792367069,"6892/3106/3105/3107/3134/567/6890/6891/684/60489/25939/7097/3265/3133/355/5533/581/8737/841/578/4615/85363/59345",23,"Upres_DEq_MS_BD_vs_C"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","8/476","39/9520",0.205128205128205,4.1025641025641,4.45394506817773,0.000574332650557888,0.00858764058453223,0.00693805357315544,"3106/3105/3107/958/3134/3133/355/3125",8,"Upres_DEq_MS_BD_vs_C"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","10/476","59/9520",0.169491525423729,3.38983050847458,4.22419004292863,0.000612229340126232,0.00873818239998349,0.00705967803686229,"290/2940/221357/9027/2539/2678/2878/6240/51056/494143",10,"Upres_DEq_MS_BD_vs_C"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","18/476","154/9520",0.116883116883117,2.33766233766234,3.83926991896289,0.000660361774749049,0.00901537379440006,0.00728362415169432,"3911/2243/2244/2266/2335/7057/3678/3915/1291/3371/3675/83706/29780/3383/6714/3673/3655/56034",18,"Upres_DEq_MS_BD_vs_C"
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","6/476","23/9520",0.260869565217391,5.21739130434783,4.64551065149582,0.0007373899663015,0.00964751872577796,0.00779434131046761,"1511/290/2028/4012/10159/4311",6,"Upres_DEq_MS_BD_vs_C"
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","24/476","253/9520",0.0948616600790514,1.89723320158103,3.3182941242003,0.00189065724489501,0.0237466549958814,0.019185195621882,"3678/834/3606/9267/10616/8767/6714/960/3098/837/4193/5581/5580/581/10241/8878/8737/80201/10670/55072/63916/4615/64121/10892",24,"Upres_DEq_MS_BD_vs_C"
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","21/476","216/9520",0.0972222222222222,1.94444444444444,3.22097462859296,0.00264781971784441,0.0312718593634412,0.0252648947589317,"3717/3929/958/834/8743/3606/7097/3265/338/3383/4067/6714/355/5533/1573/840/581/841/148022/4615/9451",21,"Upres_DEq_MS_BD_vs_C"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","11/476","83/9520",0.132530120481928,2.65060240963855,3.46484177029825,0.00268898153762074,0.0312718593634412,0.0252648947589317,"23586/834/3606/197259/11277/25939/5440/840/103/8737/841",11,"Upres_DEq_MS_BD_vs_C"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","10/476","72/9520",0.138888888888889,2.77777777777778,3.4737026667995,0.00292601872694758,0.0324392052153125,0.0262080068953748,"23586/9636/79132/64135/64343/57169/103/8737/7706/841",10,"Upres_DEq_MS_BD_vs_C"
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","13/476","109/9520",0.119266055045872,2.38532110091743,3.33706506560767,0.00299597755173268,0.0324392052153125,0.0262080068953748,"7098/3929/958/6772/6773/10379/7097/3716/3455/8737/841/148022/4615",13,"Upres_DEq_MS_BD_vs_C"
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","17/476","163/9520",0.104294478527607,2.08588957055215,3.20796788830738,0.00319244219342896,0.0334142282912231,0.0269957392496975,"7098/3717/23586/7048/6772/6773/3339/64135/7097/3265/6714/3716/355/581/841/148022/4615",17,"Upres_DEq_MS_BD_vs_C"
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","23/476","251/9520",0.0916334661354582,1.83266932270916,3.06698637908859,0.0036137627864087,0.0366039198365269,0.0295727277257894,"834/8743/3606/9267/197259/8767/7097/3265/6237/837/840/581/3831/10381/8737/841/578/23207/63916/83547/4615/64837/9842",23,"Upres_DEq_MS_BD_vs_C"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","10/476","75/9520",0.133333333333333,2.66666666666667,3.3242774462984,0.0039589902909374,0.0388475922298233,0.0313854164511814,"7057/83667/11200/5054/355/3732/4193/581/841/25898",10,"Upres_DEq_MS_BD_vs_C"
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","21/476","227/9520",0.092511013215859,1.85022026431718,2.97430344939885,0.00475348751628475,0.0452301539428307,0.0365419614489514,"6892/3106/3105/3107/3134/567/6890/6891/3265/6714/3133/3716/355/5533/6376/4193/581/8737/841/578/59345",21,"Upres_DEq_MS_BD_vs_C"
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","8/476","54/9520",0.148148148148148,2.96296296296296,3.31852121369661,0.00504047469241106,0.0465502662769727,0.0376084953830051,"3106/3105/3107/958/3134/3133/355/3125",8,"Upres_DEq_MS_BD_vs_C"
