"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","2/2","75/9520",0.0266666666666667,126.933333333333,15.8711413832961,6.12441635967339e-05,0.00146985992632161,NA,"1643/50484",2,"Downres_DEq_MS_BM2_vs_B2"
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/2","37/9520",0.027027027027027,128.648648648649,11.2766998040205,0.00775841064443417,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","1/2","58/9520",0.0172413793103448,82.0689655172414,8.97666394800241,0.0121483922910481,0.0291115954733606,NA,"50484",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/2","59/9520",0.0169491525423729,80.6779661016949,8.89884280419684,0.0123571962664674,0.0291115954733606,NA,"50484",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","1/2","59/9520",0.0169491525423729,80.6779661016949,8.89884280419684,0.0123571962664674,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","1/2","63/9520",0.0158730158730159,75.5555555555556,8.6061993557564,0.0131921914684562,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/2","63/9520",0.0158730158730159,75.5555555555556,8.6061993557564,0.0131921914684562,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/2","73/9520",0.0136986301369863,65.2054794520548,7.98223256217062,0.0152781345756076,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/2","73/9520",0.0136986301369863,65.2054794520548,7.98223256217062,0.0152781345756076,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","1/2","76/9520",0.0131578947368421,62.6315789473684,7.81933666128637,0.0159034871433604,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","1/2","77/9520",0.012987012987013,61.8181818181818,7.7671485511422,0.0161118938593402,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/2","77/9520",0.012987012987013,61.8181818181818,7.7671485511422,0.0161118938593402,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","1/2","81/9520",0.0123456790123457,58.7654320987654,7.56807371784832,0.0169453000235709,0.0291115954733606,NA,"50484",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/2","85/9520",0.0117647058823529,56,7.38310442636577,0.0177783530682994,0.0291115954733606,NA,"50484",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","1/2","87/9520",0.0114942528735632,54.7126436781609,7.29539898641378,0.0181947471708503,0.0291115954733606,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","1/2","93/9520",0.010752688172043,51.1827956989247,7.04932257278176,0.0194433997992516,0.0291650996988774,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","1/2","128/9520",0.0078125,37.1875,5.9747857284316,0.0267113715955968,0.0375191677679581,NA,"50484",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","1/2","142/9520",0.00704225352112676,33.5211267605634,5.65968751232354,0.0296109903148147,0.0375191677679581,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/2","148/9520",0.00675675675675676,32.1621621621622,5.53834635463324,0.0308523598534906,0.0375191677679581,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","1/2","150/9520",0.00666666666666667,31.7333333333333,5.4995013301994,0.031265973139965,0.0375191677679581,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","1/2","163/9520",0.00613496932515337,29.2024539877301,5.26441596880226,0.0339523076800843,0.0386151824853366,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/2","170/9520",0.00588235294117647,28,5.1489684464541,0.0353972506115585,0.0386151824853366,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","1/2","201/9520",0.00497512437810945,23.681592039801,4.71112598860904,0.0417832843821425,0.0426057438418166,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","1/2","205/9520",0.0048780487804878,23.219512195122,4.66184502631379,0.0426057438418166,0.0426057438418166,NA,"1643",1,"Downres_DEq_MS_BM2_vs_B2"
