"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","25/271","67/9521",0.373134328358209,13.109269152393,17.0247125532534,4.34343980892654e-22,1.13363779012983e-19,9.05264297018374e-20,"230/3939/126/125/5313/127/55902/130/10327/124/5211/229/2821/5230/5236/2203/2027/7167/2026/5105/2023/2645/2597/5232/2538",25,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","21/271","75/9521",0.28,9.83719557195572,13.1508365680878,8.50838940268984e-16,1.11034481705102e-13,8.86663737753994e-14,"230/48/5313/6470/5211/229/383/875/26227/29968/1491/2752/2875/5230/2027/7167/2026/2023/162417/2597/5232",21,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","25/271","117/9521",0.213675213675214,7.50701737786609,12.1213457844676,1.50517048518784e-15,1.30949832211342e-13,1.04569738970945e-13,"230/48/26007/5313/6470/55902/5211/229/26227/29968/2875/9104/2821/5230/2203/2027/7167/2026/39/414328/2023/55753/2645/2597/5232",25,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","19/271","73/9521",0.26027397260274,9.14416418136784,11.9555693011417,9.1560616504195e-14,5.97433022689872e-12,4.77079001785016e-12,"126/125/316/127/130/2944/124/2938/1571/1559/1558/2326/2948/1548/1557/1576/1549/1555/2939",19,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","10/271","17/9521",0.588235294117647,20.6663772520078,13.890819432352,4.83111202263635e-12,2.16040172143213e-10,1.72518467773164e-10,"1109/570/1582/6718/6342/80270/51302/1593/10998/1581",10,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","18/271","79/9521",0.227848101265823,8.00495118875239,10.7008657185025,4.96644073892443e-12,2.16040172143213e-10,1.72518467773164e-10,"126/125/127/130/2944/124/3290/22977/2938/246181/1571/1559/2948/1548/1576/1549/1555/2939",18,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","16/271","68/9521",0.235294117647059,8.26655090080313,10.2927209999545,4.65107817439983e-11,1.73418771931194e-09,1.38483229854311e-09,"126/125/316/127/130/124/1559/1558/1548/1576/8608/1551/8630/1549/1555/157506",16,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","13/271","47/9521",0.276595744680851,9.71759440998665,10.2544211842992,3.58069228911445e-10,1.16820085932359e-08,9.32864570058766e-09,"3939/126/125/5313/127/55902/130/134526/10327/124/32/39/5105",13,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","11/271","35/9521",0.314285714285714,11.041750131787,10.1867142992486,1.84696779403938e-09,5.35620660271421e-08,4.27718857567015e-08,"230/3795/26007/6652/5211/229/4351/2203/7167/5207/51171",11,"Down_CM_vs_res_DEq_MS_BDM"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","10/271","31/9521",0.32258064516129,11.3331746220688,9.86310740956719,7.73996988438617e-09,2.02013213982479e-07,1.61317267064048e-07,"230/5211/229/64080/9104/2821/5236/2203/414328/23729",10,"Down_CM_vs_res_DEq_MS_BDM"
