"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","16/191","73/9521",0.219178082191781,10.9256257620311,12.1798999296049,7.10131117877489e-13,1.60489632640312e-10,1.30813626977432e-10,"1548/1558/126/1559/1555/125/316/1571/1544/2329/2326/130/1576/1557/1549/4257",16,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","14/191","67/9521",0.208955223880597,10.416035008205,11.0660340660482,4.09309396545226e-11,3.81535669901155e-09,3.10986223720084e-09,"230/5313/126/229/2821/5230/125/3939/2645/130/2023/5211/7167/5232",14,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","14/191","68/9521",0.205882352941176,10.2628580227903,10.9675335290201,5.06463278629852e-11,3.81535669901155e-09,3.10986223720084e-09,"1548/1558/126/1559/1555/125/316/1544/157506/130/1562/1576/8228/1549",14,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","14/191","75/9521",0.186666666666667,9.30499127399651,10.3309480459456,2.03789057591138e-10,1.15140817538993e-08,9.38502238906554e-09,"48/230/5313/229/5230/26227/6470/383/2023/5053/5211/7167/1491/5232",14,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","16/191","117/9521",0.136752136752137,6.81684342417327,9.05770830139788,1.25408237259101e-09,5.66845232411135e-08,4.62030347796687e-08,"48/230/5313/229/2821/5230/26227/26007/2645/6470/2023/5211/7167/55753/414328/5232",16,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","9/191","35/9521",0.257142857142857,12.8181002243829,10.0215400561405,1.96166342394443e-08,7.38893223019069e-07,6.02265086298729e-07,"230/4351/229/3795/26007/5372/5211/7167/51171",9,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","11/191","79/9521",0.139240506329114,6.94088408774604,7.58624671612703,4.37213345454273e-07,1.4115745153238e-05,1.15056143540598e-05,"1548/126/1559/1555/125/1571/1544/130/1576/1549/4257",11,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","6/191","17/9521",0.352941176470588,17.5934708962119,9.79721910595273,6.20514923977758e-07,1.75295466023717e-05,1.42881725915931e-05,"80270/570/1109/6718/9420/51302",6,"Up_res_DEq_MS_BD_vs_DM"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/191","71/9521",0.140845070422535,7.0208686675024,7.28562409963062,1.33164201427769e-06,3.3439010580751e-05,2.72558307015902e-05,"1548/1558/1559/1571/1544/1562/1576/1557/1549/4257",10,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","7/191","39/9521",0.179487179487179,8.94710699422741,7.1151772591184,1.04618327929256e-05,0.000236437421120118,0.00019271797250126,"10841/10840/27232/635/6470/1491/1719",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","7/191","42/9521",0.166666666666667,8.30802792321117,6.79106547368728,1.74400602699106e-05,0.000358313965545436,0.000292058425572666,"64577/1644/125061/883/316/1544/130013",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","6/191","30/9521",0.2,9.9696335078534,7.04001646859124,2.3952654870345e-05,0.000451108333391498,0.00036769426336056,"1558/1559/1571/1544/1576/1557",6,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","7/191","47/9521",0.148936170212766,7.42419516542275,6.31677344514017,3.73539775161434e-05,0.000649384532203723,0.000529307373710534,"5313/126/134526/125/32/3939/130",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","7/191","52/9521",0.134615384615385,6.71033024567056,5.90751965180669,7.30135922702966e-05,0.00117864798950622,0.000960705161451272,"883/27232/26227/3939/635/1491/1036",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","6/191","37/9521",0.162162162162162,8.08348662798925,6.17655771222982,8.34470049766542e-05,0.00125726820831492,0.00102478778041505,"1644/126/125/316/130/4282",6,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","6/191","41/9521",0.146341463414634,7.2948537862342,5.77920024377056,0.000150996533029187,0.00213282602903727,0.00173844692632288,"27232/26227/635/6470/2628/1491",6,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","7/191","61/9521",0.114754098360656,5.72028152089949,5.29153394288307,0.00020451024568346,0.00271878326614482,0.00221605529378362,"7018/4494/4495/486/4493/4502/4501",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","7/191","64/9521",0.109375,5.45214332460733,5.113011449414,0.000276834330769572,0.00341921376258771,0.00278696976456846,"1109/6718/1571/1544/9420/1576/6716",7,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","9/191","107/9521",0.0841121495327103,4.19283652199442,4.75199319862431,0.000287456024288347,0.00341921376258771,0.00278696976456846,"32/3939/2645/5261/2998/5256/5211/5257/23235",9,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","4/191","17/9521",0.235294117647059,11.7289805974746,6.3346706879132,0.000304363010862185,0.00343930202274269,0.00280334352109907,"570/2329/2326/1036",4,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","5/191","31/9521",0.161290322580645,8.04002702246242,5.61715493284912,0.000342772259514522,0.00363214168686318,0.00296052536190524,"230/229/2821/5211/414328",5,"Up_res_DEq_MS_BD_vs_DM"
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","9/191","110/9521",0.0818181818181818,4.07848643503094,4.64632983178924,0.000353571314650398,0.00363214168686318,0.00296052536190524,"7018/230/229/5230/3939/5163/2023/5211/5232",9,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","10/191","138/9521",0.072463768115942,3.61218605357007,4.4224927274907,0.00044642722654876,0.00438663274782695,0.00357550410279327,"10580/5313/2194/32/2645/5261/2998/5256/5257/5507",10,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","6/191","51/9521",0.117647058823529,5.8644902987373,4.98358392272399,0.000512213492834492,0.00482334372419147,0.00393146321254545,"350/341/55908/344/345/4018",6,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","4/191","23/9521",0.173913043478261,8.66924652856818,5.26859565960341,0.00103062959119895,0.00931689150443848,0.0075941127772554,"8671/10991/27165/486",4,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","7/191","81/9521",0.0864197530864197,4.30786633055394,4.27758649358612,0.00116400184552355,0.0101178621957047,0.00824697663832477,"1548/51733/1806/1571/1576/1549/4257",7,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","6/191","63/9521",0.0952380952380952,4.74744452754924,4.26972759853867,0.00158431172465506,0.0132612759174831,0.0108091443202587,"3248/1558/1559/1555/1571/1557",6,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","4/191","27/9521",0.148148148148148,7.38491370952104,4.75342489746088,0.00191871452298112,0.0154867672212047,0.0126231218617179,"3992/570/9415/6319",4,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Digestive system","hsa04976","Bile secretion","7/191","90/9521",0.0777777777777778,3.87707969749855,3.92363509662009,0.00215061219659274,0.016759943325171,0.013660876021914,"570/6580/8671/10864/1576/486/5244",7,"Up_res_DEq_MS_BD_vs_DM"
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","4/191","31/9521",0.129032258064516,6.43202161796994,4.33414629366726,0.00323184641481098,0.0243465763249094,0.0198446709681376,"635/6470/11309/1719",4,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","3/191","16/9521",0.1875,9.34653141361257,4.78062082437956,0.00367060565654898,0.0267598993025829,0.0218117483835678,"1644/5053/4282",3,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","4/191","37/9521",0.108108108108108,5.38899108532616,3.8270498923317,0.00617920196534669,0.043640613880261,0.0355710639452523,"4351/2821/2645/5372",4,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","4/191","38/9521",0.105263157894737,5.24717553044916,3.75330164522555,0.00679982845038794,0.046568522114778,0.0379575750819103,"4351/2821/2645/5372",4,"Up_res_DEq_MS_BD_vs_DM"
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","3/191","20/9521",0.15,7.47722513089005,4.14871562454095,0.00704506521928462,0.046828962928186,0.0381698579992201,"2222/1595/4047",3,"Up_res_DEq_MS_BD_vs_DM"
