"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","30/434","89/9521",0.337078651685393,7.39476000621343,13.2455632967564,8.14625593662748e-19,2.51719308441789e-16,2.17805158726672e-16,"7057/2335/3655/3673/3915/960/375790/3675/3339/3679/1293/7060/3693/3685/1311/3688/1292/1291/3912/3911/3678/5649/3371/1280/3909/7059/80144/7148/3918/3914",30,"Up_CM_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","35/434","154/9521",0.227272727272727,4.98586091328027,10.8977117180394,1.08788865017978e-15,1.68078796452776e-13,1.45433535339823e-13,"7057/2243/2244/2335/3655/3673/2266/3915/3675/3679/1293/7060/3693/3685/1311/3688/1292/1291/3912/3911/3678/5649/83706/29780/6714/3371/1280/3909/8440/7059/80144/7148/7040/3918/3914",35,"Up_CM_vs_res_DEq_MS_BDM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","34/434","203/9521",0.167487684729064,3.67430932328437,8.41688472412198,2.98714302804725e-11,3.07675731888866e-09,2.66222571622456e-09,"7057/2335/3655/3673/3915/3675/10398/3679/1293/7060/3693/3685/1311/3688/1292/1291/3912/3911/3678/5649/29780/6714/3371/1280/3909/857/7059/7148/858/394/3918/3265/23396/3914",34,"Up_CM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","44/434","333/9521",0.132132132132132,2.89868670513832,7.70757940892396,1.28278489732802e-10,9.90951333185896e-09,8.57440431371888e-09,"7057/2335/3655/3673/3915/3675/3679/1293/7060/3693/3685/3716/1311/3688/1292/4599/1291/3912/3911/527/3678/5649/10312/537/1026/3371/4854/1280/3909/3105/7059/5663/7148/578/3106/3918/245972/3996/3265/23545/3455/3914/7855/324",44,"Up_CM_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","32/434","233/9521",0.137339055793991,3.01291509266035,6.79822271415196,1.90273941914754e-08,1.17589296103318e-06,1.01746486834416e-06,"7057/2318/7431/2335/3655/3673/375790/3675/3339/10398/3679/1293/7060/3693/9260/3685/1311/3688/1292/1291/3678/7059/483/27063/4811/1674/22795/26287/29767/1158/1290/633",32,"Up_CM_vs_res_DEq_MS_BDM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","24/434","159/9521",0.150943396226415,3.31136422919746,6.42296723393601,2.01594509460606e-07,1.03821172372212e-05,8.98333428122701e-06,"7057/3673/10381/7037/4353/7060/3693/3685/1311/23673/8417/3688/84617/527/3678/78989/9902/10312/537/3105/7059/3106/245972/23545",24,"Up_CM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","27/434","204/9521",0.132352941176471,2.90353076714557,6.00606477446166,5.38384362466549e-07,2.37658240003091e-05,2.0563853844587e-05,"7057/2335/3673/960/3339/3710/3693/2719/3685/6237/22800/3688/8826/3678/7078/967/6714/1026/857/7042/7040/858/3481/3265/3549/7855/4318",27,"Up_CM_vs_res_DEq_MS_BDM"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","11/434","51/9521",0.215686274509804,4.73167976868167,5.83939080262225,1.41853079790283e-05,0.000547907520689966,0.00047408792456226,"27329/338/57552/336/5360/51129/6646/3931/255738/3990/4023",11,"Up_CM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","15/434","93/9521",0.161290322580645,3.5383529061989,5.37572153570498,1.77468211484345e-05,0.000609307526096251,0.000527215505462265,"2335/3655/3673/3915/3675/3685/3688/3912/3911/598/1026/3909/578/3918/3914",15,"Up_CM_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","34/434","362/9521",0.0939226519337017,2.06045522825063,4.4954758430906,4.65685771186069e-05,0.00143896903296495,0.00124509669348696,"7057/2335/3655/3673/3915/3675/3679/1293/7060/1969/3693/3685/3716/1311/3688/1292/1291/3912/3911/3678/5649/598/1026/3371/1280/3909/7059/7148/3918/3481/3265/3455/3914/10681",34,"Up_CM_vs_res_DEq_MS_BDM"
