"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","18/208","89/9521",0.202247191011236,9.25767070008643,11.6965022186413,4.7658914350356e-13,1.27725890458954e-10,1.15384740006125e-10,"3679/3675/3678/3915/3685/7060/3673/3655/7059/7057/1311/960/3912/1293/1291/3909/7148/5649",18,"Down_BDM_vs_res_DEq_MS_B1"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","18/208","154/9521",0.116883116883117,5.35021228771229,8.13347041479875,5.95107316470433e-09,7.9744380407038e-07,7.20393067306313e-07,"3679/3675/3678/3915/3685/7060/3673/3655/7059/7057/1311/29780/3912/1293/1291/3909/7148/5649",18,"Down_BDM_vs_res_DEq_MS_B1"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","19/208","203/9521",0.0935960591133005,4.28426960970064,7.06855770514003,8.64765845974916e-08,7.72524155737592e-06,6.97881209032389e-06,"3679/3675/3678/3915/3685/7060/3673/3655/10398/7059/7057/1311/29780/3912/1293/1291/3909/7148/5649",19,"Down_BDM_vs_res_DEq_MS_B1"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","24/208","333/9521",0.0720720720720721,3.2990297990298,6.38207001184752,2.45710931719198e-07,1.64626324251862e-05,1.4871977446162e-05,"3679/3675/3678/527/3915/3685/7060/3673/3655/7059/7057/1311/10312/537/578/3912/1293/1291/4854/90423/3996/3909/7148/5649",24,"Down_BDM_vs_res_DEq_MS_B1"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","15/208","159/9521",0.0943396226415094,4.31830551523948,6.30573844641973,1.89023991438043e-06,0.000101316859410791,9.15274063805263e-05,"7037/10381/3678/527/9902/3685/7060/3673/7059/7057/1311/78989/10312/537/90423",15,"Down_BDM_vs_res_DEq_MS_B1"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","18/208","233/9521",0.0772532188841202,3.53619181247937,5.85739205152902,3.21873990562523e-06,0.00014377038245126,0.000129878978648035,"3679/3675/7431/3678/2318/3685/7060/3673/3655/10398/7059/7057/1311/27063/1293/1291/22795/4811",18,"Down_BDM_vs_res_DEq_MS_B1"
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","12/208","133/9521",0.0902255639097744,4.12998843262001,5.43234511541919,3.24730987616717e-05,0.00124325578116114,0.00112312973160669,"527/84572/1201/26503/967/10312/537/2629/54/57192/6272/256471",12,"Down_BDM_vs_res_DEq_MS_B1"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","7/208","50/9521",0.14,6.40836538461538,5.73005048747306,9.66041993567363e-05,0.00323624067845067,0.00292354813842755,"3606/7060/7059/7057/1311/7042/3576",7,"Down_BDM_vs_res_DEq_MS_B1"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","7/208","51/9521",0.137254901960784,6.28271116138763,5.65291303791699,0.000109923600532063,0.003273280549177,0.00295700913711983,"27329/338/255738/51129/336/3931/6272",7,"Down_BDM_vs_res_DEq_MS_B1"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","9/208","99/9521",0.0909090909090909,4.16127622377622,4.72513077243924,0.00030140726492396,0.00807771469996213,0.00729722851921167,"3679/3675/3678/3685/3673/3655/7042/781/1636",9,"Down_BDM_vs_res_DEq_MS_B1"
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","7/208","71/9521",0.0985915492957746,4.51293336944745,4.44005676827845,0.000873566413521015,0.0196385991777906,0.0177410754551918,"2744/80201/8140/5213/441531/3098/6513",7,"Down_BDM_vs_res_DEq_MS_B1"
