"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","2/2","75/9521",0.0266666666666667,126.946666666667,15.8719814609495,6.12312985271831e-05,0.00146955116465239,NA,"1643/50484",2,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","1/2","37/9521",0.027027027027027,128.662162162162,11.2772989582623,0.00775759731473735,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","1/2","58/9521",0.0172413793103448,82.0775862068966,8.97714409026822,0.0121471201651548,0.0291085517286428,NA,"50484",1,"Down_res_DEq_MS_B2_vs_BM2"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/2","59/9521",0.0169491525423729,80.6864406779661,8.89931893556139,0.0123559023441326,0.0291085517286428,NA,"50484",1,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","1/2","59/9521",0.0169491525423729,80.6864406779661,8.89931893556139,0.0123559023441326,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","1/2","63/9521",0.0158730158730159,75.5634920634921,8.60666041639212,0.0131908104067169,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/2","63/9521",0.0158730158730159,75.5634920634921,8.60666041639212,0.0131908104067169,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/2","73/9521",0.0136986301369863,65.2123287671233,7.9826615610976,0.0152765359898818,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/2","73/9521",0.0136986301369863,65.2123287671233,7.9826615610976,0.0152765359898818,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
"Human Diseases","Cancer: specific types","hsa05214","Glioma","1/2","76/9521",0.0131578947368421,62.6381578947368,7.81975730826803,0.0159018233908416,0.0291085517286428,NA,"1643",1,"Down_res_DEq_MS_B2_vs_BM2"
