"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","27/235","154/9521",0.175324675324675,7.10326056921802,12.1467495736825,5.33033597657589e-16,1.51381541734755e-13,1.32416767418096e-13,"7057/2244/2243/7060/2266/2335/3912/7148/3915/83706/3675/1291/3911/1311/29780/5649/3909/80144/5880/1293/1292/3689/3918/3684/7059/3914/7040",27,"Up_D_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","21/235","89/9521",0.235955056179775,9.55969399952187,12.9059331821192,2.09691678427318e-15,2.97762183366791e-13,2.60459137414984e-13,"7057/7060/2335/375790/3912/7148/3339/3915/960/3675/1291/3911/1311/5649/3909/80144/1293/1292/3918/7059/3914",21,"Up_D_vs_res_DEq_MS_BDM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","21/235","203/9521",0.103448275862069,4.19119589141599,7.3110237668668,2.55746129409065e-08,1.90946754265275e-06,1.67025329898462e-06,"7057/7060/2335/3912/7148/3915/3675/1291/3911/1311/29780/10398/5649/3909/5880/1293/1292/3918/7059/3914/3265",21,"Up_D_vs_res_DEq_MS_BDM"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","14/235","88/9521",0.159090909090909,6.44555125725338,8.16387478073942,2.68939090514472e-08,1.90946754265275e-06,1.67025329898462e-06,"2244/2243/2266/5054/727/2162/2153/5648/1675/1604/3689/732/3684/5270",14,"Up_D_vs_res_DEq_MS_BDM"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","10/235","51/9521",0.196078431372549,7.94409678765123,7.90977135480491,3.64487152386644e-07,2.07028702555614e-05,1.81092564133154e-05,"27329/348/338/3990/6272/3931/336/255738/4023/5360",10,"Up_D_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","20/235","233/9521",0.0858369098712446,3.47767327184732,6.09114528958531,1.16731422873695e-06,5.52528734935488e-05,4.83309049091087e-05,"7057/7431/7060/2335/375790/2318/3339/3675/1291/4811/27063/1311/10398/1293/26287/1292/22795/7059/1158/633",20,"Up_D_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","11/235","75/9521",0.146666666666667,5.94218439716312,6.83539587528102,1.99627247626715e-06,8.09916261799816e-05,7.08451585562478e-05,"7057/5054/50484/1643/1026/8795/64393/11200/1029/8797/4193",11,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","9/235","50/9521",0.18,7.29268085106383,7.09677204504441,3.02566364102009e-06,0.000107411059256213,9.39548183264132e-05,"7057/7060/3606/1311/3040/3689/7059/3576/7040",9,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","12/235","103/9521",0.116504854368932,4.72018178062384,6.03867277304389,8.10994627821542e-06,0.000255913860334798,0.000223853487913315,"2335/3912/3915/3911/3909/3689/732/3918/3684/3576/3914/7040",12,"Up_D_vs_res_DEq_MS_BDM"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","7/235","36/9521",0.194444444444444,7.87789598108747,6.5769759207955,2.31273282945105e-05,0.000628553632851608,0.000549809701085914,"4176/4173/4174/4171/4172/4175/2237",7,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","22/235","333/9521",0.0660660660660661,2.67665963836177,4.95444029292008,2.43453871879144e-05,0.000628553632851608,0.000549809701085914,"7057/7060/2335/3912/7148/3915/3675/1291/3911/1311/1026/5649/3909/1293/1292/527/3918/7059/4854/3914/4193/3265",22,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","7/235","41/9521",0.170731707317073,6.91717695900363,6.04004790090645,5.60741769974457e-05,0.00132708885560621,0.00116083383959624,"7057/1026/4318/3576/1029/4193/3265",7,"Up_D_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","22/235","362/9521",0.0607734806629834,2.46223110379687,4.5121584202661,8.56257988040272e-05,0.0018705943738726,0.00163625008240894,"7057/7060/2335/3912/1969/7148/3915/3675/1291/3911/1311/1026/5649/3909/1293/1292/3481/3918/7059/3914/4193/3265",22,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","10/235","93/9521",0.10752688172043,4.35644017387326,5.17426495560969,9.30535397135921e-05,0.0018876575199043,0.00165117559191036,"2335/3912/3915/3675/3911/1643/1026/3909/3918/3914",10,"Up_D_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","13/235","158/9521",0.0822784810126582,3.33350390519795,4.70508668865738,0.000140882347040292,0.00259764220093694,0.00227221482365129,"4176/4173/4174/4171/4172/4175/1026/11200/1029/4193/7040/7027/25906",13,"Up_D_vs_res_DEq_MS_BDM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","13/235","159/9521",0.0817610062893082,3.31253847183193,4.67779597547625,0.000150121823903823,0.00259764220093694,0.00227221482365129,"7057/7060/7037/10381/4353/1311/11151/9902/78989/527/3689/3684/7059",13,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","15/235","204/9521",0.0735294117647059,2.97903629536921,4.54536601882357,0.000155492666957493,0.00259764220093694,0.00227221482365129,"7057/2335/3339/960/2719/7078/1026/3710/967/2817/3481/4318/4193/7040/3265",15,"Up_D_vs_res_DEq_MS_BDM"
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","5/235","24/9521",0.208333333333333,8.44060283687943,5.80575347753717,0.000254155512143804,0.00401000919160224,0.00350764332549344,"2131/2132/9953/11285/64132",5,"Up_D_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","10/235","110/9521",0.0909090909090909,3.68317214700193,4.50261753745754,0.000374762704288329,0.00560171621146766,0.00489994449928231,"7057/7037/4052/2331/57817/4756/2014/650/7040/7027",10,"Up_D_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","7/235","59/9521",0.11864406779661,4.80685178507032,4.66593374963372,0.000583697491102067,0.00828850437364935,0.00725013725789936,"50484/2950/6240/2940/2539/221357/2878",7,"Up_D_vs_res_DEq_MS_BDM"
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","13/235","184/9521",0.0706521739130435,2.86246530989824,4.05818171876783,0.000624018257175605,0.00843910404942247,0.00738187010994701,"1969/8829/59277/10398/2050/5361/5880/29984/4756/5364/9423/10509/3265",13,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","7/235","71/9521",0.0985915492957746,3.99442613125562,4.02870010457262,0.001772048641085,0.0228755370030972,0.0200097358514861,"2744/3098/57103/2539/441531/6513/3265",7,"Up_D_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","16/235","302/9521",0.0529801324503311,2.14648443004086,3.22082991124653,0.00329822915401506,0.0407259599887077,0.0356238938374167,"2244/2243/2266/5792/10381/8829/5789/4133/10398/1272/8828/5361/3689/3684/5802/9423",16,"Up_D_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","8/235","102/9521",0.0784313725490196,3.17763871506049,3.51739856531439,0.00365255153187269,0.0432218597938268,0.0378071123474542,"3880/2266/727/5648/1675/728358/3689/3684",8,"Up_D_vs_res_DEq_MS_BDM"
