"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","28/410","89/9521",0.314606741573034,7.30578240613867,12.6782545446253,2.18291124223819e-17,6.70153751367126e-15,5.79045929520026e-15,"7057/3673/375790/3685/2335/3915/3655/3339/3688/3675/7060/3679/3911/3693/960/1311/3678/5649/3371/7148/7059/3918/3909/1292/1291/3912/1293/948",28,"Down_res_DEq_MS_BDM_vs_C"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","31/410","154/9521",0.201298701298701,4.6745486221096,9.75195026993739,3.533499101677e-13,5.4239211210742e-11,4.68653565064528e-11,"7057/2244/3673/2243/3685/2335/3915/3655/2266/3688/3675/7060/3679/3911/83706/3693/1311/3678/5649/6714/3371/7148/29780/7059/3918/3909/1292/1291/7040/3912/1293",31,"Down_res_DEq_MS_BDM_vs_C"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","30/410","203/9521",0.147783251231527,3.43181545115944,7.42924462393386,2.5692854583503e-09,2.30438853007123e-07,1.99110546743683e-07,"7057/3673/3685/2335/3915/3655/3688/3675/7060/3679/3911/3693/1311/3678/5649/6714/3371/7148/29780/7059/23396/3918/3909/1292/10398/394/1291/3265/3912/1293",30,"Down_res_DEq_MS_BDM_vs_C"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","40/410","333/9521",0.12012012012012,2.78942356991137,7.05102340401294,3.00246062549998e-09,2.30438853007123e-07,1.99110546743683e-07,"7057/3673/3685/2335/3915/3655/3688/3675/7060/3679/3911/3716/3693/4599/1311/3678/5649/10312/3105/527/3371/3106/7148/537/7059/1026/3918/3909/1292/1291/23545/3265/3912/3996/1293/3516/245972/324/4854/8323",40,"Down_res_DEq_MS_BDM_vs_C"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","25/410","159/9521",0.157232704402516,3.6512501917472,7.15142084314719,1.59237128196492e-08,9.7771596712646e-07,8.4479486958981e-07,"7057/3673/3685/7037/10381/3688/7060/4353/3693/23673/1311/3678/9902/6891/10312/84617/3105/527/3106/537/7059/78989/23545/245972/948",25,"Down_res_DEq_MS_BDM_vs_C"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","26/410","204/9521",0.127450980392157,2.95966044954567,6.0018514599642,6.19112767318083e-07,3.16779365944419e-05,2.73713012919574e-05,"7057/3673/3685/2335/3339/3688/22800/3693/960/6237/3678/967/6714/7078/2719/7042/1026/4318/3481/7040/6194/3265/3710/8323/3549/3708",26,"Down_res_DEq_MS_BDM_vs_C"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","28/410","233/9521",0.120171673819742,2.79062074740919,5.87013174856419,7.70199590420007e-07,3.37787534655632e-05,2.91865107948634e-05,"7057/7431/3673/375790/3685/2335/3655/3339/2318/3688/27063/3675/7060/3679/3693/9260/1311/3678/4811/7059/1292/10398/22795/1291/1290/26287/1293/1158",28,"Down_res_DEq_MS_BDM_vs_C"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","15/410","88/9521",0.170454545454545,3.95828713968958,5.914038176102,4.45856955470039e-06,0.000171097606661628,0.000147836779971645,"2244/5054/2243/2266/2153/727/10544/2162/1604/966/7035/5648/5270/732/1675",15,"Down_res_DEq_MS_BDM_vs_C"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","10/410","51/9521",0.196078431372549,4.5533237685318,5.3972465665178,5.14114796578639e-05,0.00175370269499602,0.00151528571623178,"27329/338/348/57552/5360/51129/3931/6272/255738/948",10,"Down_res_DEq_MS_BDM_vs_C"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","24/410","238/9521",0.100840336134454,2.3417093666735,4.44662119968524,8.93761603847298e-05,0.00274384812381121,0.00237082025441599,"2244/2243/2266/3716/727/4599/8829/2162/6143/6128/6124/6129/6125/6137/5648/6194/6132/6155/6134/1636/6193/732/1675/7113",24,"Down_res_DEq_MS_BDM_vs_C"
