"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","12/51","89/9520",0.134831460674157,25.1685393258427,16.8110650179267,2.44709526359843e-14,3.47487527430976e-12,3.06530880387592e-12,"3911/2335/7057/1291/7060/3339/375790/3915/960/3371/3675/3679",12,"Upres_DEq_MS_BM1_vs_CM"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","13/51","154/9520",0.0844155844155844,15.7575757575758,13.5496163388285,8.74493867585783e-13,6.20890645985906e-11,5.47709317066885e-11,"3911/2243/2244/2266/2335/7057/1291/7060/29780/3915/3371/3675/3679",13,"Upres_DEq_MS_BM1_vs_CM"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","10/51","203/9520",0.0492610837438424,9.19540229885058,8.66181575480119,9.29294764241335e-08,4.39866188407565e-06,3.88021322613049e-06,"3911/2335/7057/1291/7060/29780/3915/3371/3675/3679",10,"Upres_DEq_MS_BM1_vs_CM"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","9/51","233/9520",0.0386266094420601,7.21030042918455,7.04338683115258,3.3549428082825e-06,0.000119100469694029,0.000105062682680426,"2335/7057/1291/7060/3339/375790/3675/3679/2318",9,"Upres_DEq_MS_BM1_vs_CM"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","10/51","333/9520",0.03003003003003,5.60560560560561,6.27842479915524,8.53082009606814e-06,0.000242275290728335,0.000213719492933075,"3911/2335/7057/1291/7060/3915/4599/3371/3675/3679",10,"Upres_DEq_MS_BM1_vs_CM"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","10/51","362/9520",0.0276243093922652,5.15653775322284,5.91717465460434,1.76995081508053e-05,0.000418888359569058,0.000369516047358917,"3911/2335/7057/1291/7060/3915/3371/3675/1969/3679",10,"Upres_DEq_MS_BM1_vs_CM"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","7/51","204/9520",0.0343137254901961,6.40522875816993,5.7272101053525,9.73954440140726e-05,0.00179565349110177,0.0015840086392966,"2335/7057/3339/3710/960/7078/7042",7,"Upres_DEq_MS_BM1_vs_CM"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/51","88/9520",0.0568181818181818,10.6060606060606,6.64375265703045,0.00010116357696348,0.00179565349110177,0.0015840086392966,"2243/2244/2266/2162/5054",5,"Upres_DEq_MS_BM1_vs_CM"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/51","50/9520",0.08,14.9333333333333,7.24926094451341,0.000140297177138424,0.00221357768373958,0.00195267416134181,"7057/7060/7042/3606",4,"Upres_DEq_MS_BM1_vs_CM"
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","5/51","126/9520",0.0396825396825397,7.40740740740741,5.31338183620022,0.00054124270556265,0.00768564641898963,0.00677977704862688,"2243/2244/2266/3710/11093",5,"Upres_DEq_MS_BM1_vs_CM"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","7/51","302/9520",0.0231788079470199,4.32671081677704,4.31150469210665,0.00105312057834466,0.0135948292840856,0.0119924735715803,"8829/2243/2244/2266/5792/4133/10381",7,"Upres_DEq_MS_BM1_vs_CM"
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","7/51","320/9520",0.021875,4.08333333333333,4.11746813339478,0.00147340786509329,0.0163341490800756,0.0144089232062935,"7057/960/3371/4082/4363/7078/7042",7,"Upres_DEq_MS_BM1_vs_CM"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/51","93/9520",0.043010752688172,8.02867383512545,4.99869690641229,0.00150170591029684,0.0163341490800756,0.0144089232062935,"3911/2335/3915/3675",4,"Upres_DEq_MS_BM1_vs_CM"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","6/51","238/9520",0.0252100840336134,4.70588235294118,4.24901258825002,0.0016104090642328,0.0163341490800756,0.0144089232062935,"8829/2243/2244/2266/2162/4599",6,"Upres_DEq_MS_BM1_vs_CM"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/51","103/9520",0.0388349514563107,7.24919093851133,4.67966553917092,0.00218643017168434,0.0206982056252784,0.0182586098547674,"3911/2335/3915/7042",4,"Upres_DEq_MS_BM1_vs_CM"
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","5/51","182/9520",0.0274725274725275,5.12820512820513,4.12666031381471,0.00278655567351429,0.0247306816024394,0.0218157977071185,"9902/3929/7042/3588/3606",5,"Upres_DEq_MS_BM1_vs_CM"
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","4/51","112/9520",0.0357142857142857,6.66666666666667,4.4270733414438,0.00296485501743908,0.0247652595574324,0.0218463001284985,"3911/3915/7042/3588",4,"Upres_DEq_MS_BM1_vs_CM"
