"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","22/258","73/9521",0.301369863013699,11.1214824254009,14.4873218418047,1.02451271842547e-17,2.57152692324792e-15,2.07059412565989e-15,"2944/126/316/125/2329/1571/1559/1548/130/1558/124/2330/1576/2938/2326/1557/7366/2948/1544/1555/1549/4257",22,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","16/258","67/9521",0.238805970149254,8.81268078213583,10.7098201398471,1.73636295502941e-11,2.01510123781598e-09,1.62256002373944e-09,"230/5313/229/10327/126/125/2645/2821/130/55902/124/3939/5211/2203/5236/5232",16,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","17/258","79/9521",0.215189873417722,7.94117358453537,10.338724153209,2.40848753523823e-11,2.01510123781598e-09,1.62256002373944e-09,"2944/126/125/1571/1559/1548/130/124/22977/1576/2938/7366/2948/1544/1555/1549/4257",17,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","12/258","35/9521",0.342857142857143,12.6524916943522,11.5256057336835,5.82884349182937e-11,3.65759929112293e-09,2.94509986955589e-09,"230/229/26007/3795/6652/5207/5211/2203/197258/5372/55556/51171",12,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","9/258","17/9521",0.529411764705882,19.5369357045144,12.7662012239477,1.37973472081514e-10,6.926268298492e-09,5.57703297676856e-09,"570/6718/1109/6342/9420/80270/1582/51302/10998",9,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","15/258","68/9521",0.220588235294118,8.14038987688098,9.86152427614692,2.55520947923149e-10,1.06892929881184e-08,8.60702140372713e-09,"126/316/125/1559/1548/130/1558/124/1576/157506/7366/8630/1544/1555/1549",15,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","15/258","75/9521",0.2,7.38062015503876,9.25810384085141,1.10818175308765e-09,3.97362314321429e-08,3.19956235477938e-08,"48/230/2752/26227/5313/229/875/6470/2875/383/1491/5211/5053/162417/5232",15,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","17/258","117/9521",0.145299145299145,5.36198900152389,7.92270858679383,1.43305225210265e-08,4.31509619592768e-07,3.47451654274739e-07,"48/230/26227/5313/229/26007/2645/2821/6470/2875/55902/5211/2203/9104/55753/414328/5232",17,"Down_C_vs_res_DEq_MS_BD"
"Organismal Systems","Digestive system","hsa04976","Bile secretion","15/258","90/9521",0.166666666666667,6.15051679586563,8.19305150801947,1.5472456479422e-08,4.31509619592768e-07,3.47451654274739e-07,"570/6580/5244/10864/1576/8647/7366/64241/10599/8671/10998/6554/28234/486/64240",15,"Down_C_vs_res_DEq_MS_BD"
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","13/258","71/9521",0.183098591549296,6.75690577573971,8.12558965625504,4.49861799746183e-08,1.12915311736292e-06,9.09194374223865e-07,"2944/1571/1559/1548/1558/1576/2938/1557/7366/2948/1544/1549/4257",13,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","10/258","39/9521",0.256410256410256,9.46233353210097,8.83740913893842,5.70627551506552e-08,1.30206832207404e-06,1.04842574056706e-06,"27232/4522/635/10840/10841/875/6470/1491/23743/1719",10,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","11/258","52/9521",0.211538461538462,7.8064251639833,8.21336612226856,1.05601504519031e-07,2.20883146952307e-06,1.77855165505737e-06,"27232/26227/635/875/1491/883/3939/55256/23743/6898/1036",11,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","13/258","81/9521",0.160493827160494,5.92271987750024,7.42530215307977,2.28265011064066e-07,4.40727059823697e-06,3.54873539468022e-06,"51733/2944/1571/1806/1548/7498/1807/1576/2938/7366/2948/1549/4257",13,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","10/258","47/9521",0.212765957446809,7.85172356919017,7.8584078900378,3.83895603382477e-07,6.88269974635726e-06,5.54195156762673e-06,"5313/134526/10327/126/125/32/130/55902/124/3939",10,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/258","37/9521",0.243243243243243,8.97642991829038,8.11271348424775,4.38869808344807e-07,7.34375479296977e-06,5.91319320717213e-06,"126/316/1644/125/130/124/3081/6898/4282",9,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","8/258","31/9521",0.258064516129032,9.5233808452113,7.9325374307155,1.19851181398294e-06,1.76956744299835e-05,1.42485615036981e-05,"230/229/2821/5211/2203/5236/9104/414328",8,"Down_C_vs_res_DEq_MS_BD"
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","8/258","31/9521",0.258064516129032,9.5233808452113,7.9325374307155,1.19851181398294e-06,1.76956744299835e-05,1.42485615036981e-05,"4522/635/6470/23743/1719/11309/10599/28234",8,"Down_C_vs_res_DEq_MS_BD"
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","9/258","45/9521",0.2,7.38062015503876,7.15993562198495,2.58592103221709e-06,3.60592321714717e-05,2.90349028178761e-05,"23460/5244/10351/8647/64241/1672/20/10060/64240",9,"Down_C_vs_res_DEq_MS_BD"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","13/258","107/9521",0.121495327102804,4.4835542997899,6.04755562245164,5.88226816583463e-06,7.77078584012891e-05,6.25703871379639e-05,"32/2645/5261/5836/5207/3939/5211/2998/2203/5256/5257/5571/23235",13,"Down_C_vs_res_DEq_MS_BD"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","9/258","51/9521",0.176470588235294,6.51231190150479,6.58713215864405,7.7016867856508e-06,9.66561691599175e-05,7.78275717286818e-05,"350/8647/64241/55908/341/344/4018/345/64240",9,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/258","42/9521",0.19047619047619,7.02916205241787,6.53510900166062,1.38491038410777e-05,0.000165529764957642,0.000133284608395334,"64577/316/1644/130013/125061/23498/883/1544",8,"Down_C_vs_res_DEq_MS_BD"
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","15/258","154/9521",0.0974025974025974,3.59445786771368,5.41700476842138,1.76222484655134e-05,0.000201053834765631,0.000161888598343473,"4522/210/10327/554235/125061/23498/6470/122622/55191/9104/7366/5372/1719/4338/8630",15,"Down_C_vs_res_DEq_MS_BD"
