"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","28/240","154/9521",0.181818181818182,7.21287878787879,12.4991272556686,9.56218264587971e-17,2.65828677555456e-14,2.13387654834368e-14,"7057/7060/2244/2243/2266/3915/2335/3679/3655/3912/3675/1292/3909/3911/83706/1291/1311/5880/3689/1293/6714/5649/7148/7059/56034/3918/7040/29780",28,"Up_DM_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","22/240","89/9521",0.247191011235955,9.8062734082397,13.4218376362305,2.34955924743771e-16,3.26588735393842e-14,2.6216134760884e-14,"7057/7060/3915/375790/2335/3679/3655/3912/3675/3339/1292/960/3909/3911/1291/1311/1293/5649/7148/7059/948/3918",22,"Up_DM_vs_res_DEq_MS_BDM"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","16/240","88/9521",0.181818181818182,7.21287878787879,9.41534001499681,4.64395788647966e-10,4.30340097480448e-08,3.45445288397785e-08,"2244/2243/2266/5054/2153/2162/727/5648/7035/3689/1675/10544/1604/732/720/5270",16,"Up_DM_vs_res_DEq_MS_BDM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","23/240","203/9521",0.113300492610837,4.4947249589491,8.09331374008333,1.35435618836219e-09,9.41277550911721e-08,7.555881892968e-08,"7057/7060/3915/2335/3679/3655/3912/3675/10398/1292/3909/3911/1291/1311/5880/1293/6714/5649/7148/7059/56034/3918/29780",23,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","29/240","333/9521",0.0870870870870871,3.45481731731732,7.33259182885984,4.52806100547203e-09,2.51760191904245e-07,2.02094512244226e-07,"7057/7060/3915/2335/3679/3655/3912/3675/1292/3909/3911/527/1291/1311/10312/1026/578/537/1293/5649/7148/7059/4854/4193/245972/7855/3918/8638/324",29,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","11/240","50/9521",0.22,8.72758333333333,8.80962637037379,3.25902830170605e-08,1.51001644645713e-06,1.21212982449418e-06,"7057/7060/3606/1311/3689/7059/7042/948/3040/7040/3576",11,"Up_DM_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","22/240","233/9521",0.0944206008583691,3.74574391988555,6.82344344689512,9.00563329443597e-08,3.57652293693314e-06,2.87096880965478e-06,"7057/7060/7431/375790/2335/3679/3655/2318/3675/4811/3339/10398/1292/27063/1291/1311/1158/8910/1293/7059/1674/22795",22,"Up_DM_vs_res_DEq_MS_BDM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","16/240","159/9521",0.10062893081761,3.99203354297694,6.11797094969307,2.38100653209192e-06,8.27399769901942e-05,6.64175506320378e-05,"7057/7060/4353/7037/9902/10381/78989/527/11151/1311/10312/3689/537/7059/948/245972",16,"Up_DM_vs_res_DEq_MS_BDM"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","9/240","51/9521",0.176470588235294,7.00073529411765,6.90941497232568,4.27337657723128e-06,0.000131999854274477,0.000105959746710296,"348/27329/338/5360/255738/3990/948/3931/6272",9,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","12/240","103/9521",0.116504854368932,4.62184466019417,5.94286408087981,1.00448265707498e-05,0.000279246178666845,0.000224158235052522,"3915/2335/3912/3909/3911/3689/7042/1511/732/3918/7040/3576",12,"Up_DM_vs_res_DEq_MS_BDM"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","7/240","36/9521",0.194444444444444,7.71377314814815,6.48971992163533,2.64904474050611e-05,0.000669485852600635,0.000537413861231861,"4176/4174/4172/4175/4171/4173/2237",7,"Up_DM_vs_res_DEq_MS_BDM"
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","13/240","133/9521",0.0977443609022556,3.87760025062657,5.37398501834656,2.92750300153933e-05,0.000678204862023279,0.000544412838882753,"1201/527/10312/2629/537/967/1511/245972/84572/1515/54/57192/6272",13,"Up_DM_vs_res_DEq_MS_BDM"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","8/240","59/9521",0.135593220338983,5.37909604519774,5.42557427429493,0.000105976186168729,0.0021651348268261,0.00173801053876234,"2539/50484/221357/2950/2878/2940/9027/6240",8,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","10/240","93/9521",0.10752688172043,4.26568100358423,5.08899654502278,0.000110810616587495,0.0021651348268261,0.00173801053876234,"3915/2335/3655/3912/3675/3909/3911/1026/578/3918",10,"Up_DM_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","22/240","362/9521",0.0607734806629834,2.41093462246777,4.40112653612594,0.000116823821591336,0.0021651348268261,0.00173801053876234,"7057/7060/3915/2335/3679/3655/3912/3675/1292/1969/3909/3911/1291/1311/1026/1293/5649/7148/7059/4193/56034/3918",22,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","10/240","95/9521",0.105263157894737,4.17587719298246,5.0025160895117,0.000132624946196498,0.00230435844016416,0.00184976898642485,"3606/527/10312/3689/537/7042/245972/54/7040/3576",10,"Up_DM_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","13/240","158/9521",0.0822784810126582,3.264055907173,4.61460877244678,0.000173712827741883,0.00284071565366138,0.00228031699574484,"4176/4174/4172/4175/4171/1026/4173/902/7042/4193/7027/7040/4085",13,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","15/240","204/9521",0.0735294117647059,2.91697303921569,4.45061215383697,0.000195981835252517,0.00302683056667776,0.00242971632008968,"7057/2335/3339/960/2719/7078/1026/3710/967/6714/7042/4193/4318/7855/7040",15,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","8/240","71/9521",0.112676056338028,4.46995305164319,4.71914778195136,0.000392144763001809,0.00573769705865805,0.00460579998650324,"102/527/10312/537/6714/245972/28964/3576",8,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","6/240","41/9521",0.146341463414634,5.80548780487805,4.95851861367365,0.000517176503565506,0.00718875339956053,0.00577060098715196,"7057/1026/6714/4193/4318/3576",6,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","8/240","75/9521",0.106666666666667,4.23155555555556,4.51798720148153,0.00057037238904346,0.00755064400733723,0.00606110007404579,"221357/2950/1026/578/2940/4193/4437/4217",8,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","9/240","99/9521",0.0909090909090909,3.60643939393939,4.19199143888284,0.000851400707390588,0.0107586089388447,0.00863621770176099,"3679/3655/3675/781/8910/7042/1674/1636/7040",9,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","8/240","87/9521",0.0919540229885057,3.64789272030651,3.98968662391785,0.00152530121398393,0.0184362494559797,0.0147992612066175,"5880/1026/578/7042/7046/4437/324/7040",8,"Up_DM_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","11/240","157/9521",0.0700636942675159,2.77948513800425,3.61526550682893,0.00204420257678854,0.0236786798478006,0.0190074976438233,"5054/174/3689/650/7042/7046/7855/154796/324/7040/9113",11,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","12/240","182/9521",0.0659340659340659,2.61565934065934,3.53884882675863,0.00216986560942762,0.0241289055768352,0.0193689056504697,"3606/9902/3929/527/11151/10312/3689/537/6714/7042/245972/7040",12,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","17/240","320/9521",0.053125,2.10751302083333,3.24065667779604,0.00299955764523978,0.0320721932837177,0.025745191125135,"7057/7431/6624/960/2744/7078/5243/10642/1026/578/4363/7148/7042/4854/4193/4318/324",17,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","11/240","170/9521",0.0647058823529412,2.5669362745098,3.31492323308131,0.00379181477502467,0.0390416484243281,0.0313397556454281,"221357/2950/1728/1026/578/2940/7042/7046/7855/324/7040",11,"Up_DM_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","8/240","103/9521",0.0776699029126214,3.08122977346278,3.41496304375089,0.00440239096008862,0.043709453103737,0.0350867249450672,"51365/23171/8611/43/1606/84803/26279/3931",8,"Up_DM_vs_res_DEq_MS_BDM"
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","8/240","105/9521",0.0761904761904762,3.02253968253968,3.35108299999106,0.00494626229923292,0.0464171640297286,0.0372602755558594,"3679/3655/3675/781/8910/7042/1674/7040",8,"Up_DM_vs_res_DEq_MS_BDM"
"Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","4/240","28/9521",0.142857142857143,5.6672619047619,3.97709674973842,0.00500904647802827,0.0464171640297286,0.0372602755558594,"10723/527/10312/245972",4,"Up_DM_vs_res_DEq_MS_BDM"
