"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","16/67","154/9521",0.103896103896104,14.7641015700717,14.4962625325037,5.52167274297278e-15,7.84077529502135e-13,6.45163867863136e-13,"7057/7060/718/3912/3915/1311/1291/2243/2266/5649/3911/7148/2244/2335/83706/3909",16,"Down_res_DEq_MS_B1_vs_D"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","12/67","89/9521",0.134831460674157,19.160154284756,14.4897441716021,8.18586472292682e-13,5.81196395327804e-11,4.78226833813093e-11,"7057/7060/3912/3915/3339/1311/1291/5649/3911/7148/2335/3909",12,"Down_res_DEq_MS_B1_vs_D"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","11/67","203/9521",0.0541871921182266,7.70024262921844,8.12316494920315,1.42840552653763e-07,5.72507577922799e-06,4.71077399180361e-06,"7057/7060/3912/3915/1311/1291/5649/3911/7148/2335/3909",11,"Down_res_DEq_MS_B1_vs_D"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","8/67","88/9521",0.0909090909090909,12.9185888738128,9.45560528380173,1.61269740259944e-07,5.72507577922799e-06,4.71077399180361e-06,"718/727/2243/2266/2244/5648/2162/732",8,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","12/67","333/9521",0.036036036036036,5.12088207610596,6.4439162431783,2.91825637538667e-06,8.28784810609815e-05,6.81950437195623e-05,"7057/7060/3912/3915/1311/1291/1026/5649/3911/7148/2335/3909",12,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","7/67","93/9521",0.0752688172043011,10.6960359492858,7.9099544198764,3.64569910778152e-06,8.62815455508294e-05,7.09951931515349e-05,"3912/1643/3915/1026/3911/2335/3909",7,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","7/67","102/9521",0.0686274509803922,9.75226807140767,7.48111576333967,6.7613182543253e-06,0.000122385164442667,0.000100702396242669,"3880/718/727/2266/3122/5648/1672",7,"Down_res_DEq_MS_B1_vs_D"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","12/67","362/9521",0.0331491712707182,4.71064566669415,6.05937481398104,6.8949388418404e-06,0.000122385164442667,0.000100702396242669,"7057/7060/3912/3915/1311/1291/1026/5649/3911/7148/2335/3909",12,"Down_res_DEq_MS_B1_vs_D"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","6/67","75/9521",0.08,11.3683582089552,7.58865362710801,1.33056172939443e-05,0.00020364410347178,0.000167564829394867,"7057/50484/1643/1026/8795/64393",6,"Down_res_DEq_MS_B1_vs_D"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","8/67","159/9521",0.050314465408805,7.14991082324228,6.58311040463903,1.43411340473085e-05,0.00020364410347178,0.000167564829394867,"7057/7060/718/1311/4353/9902/3122/78989",8,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","5/67","50/9521",0.1,14.210447761194,7.88411042648993,2.46004003328045e-05,0.000317568804296203,0.000261305687745578,"7057/7060/1311/3043/3040",5,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","9/67","238/9521",0.0378151260504202,5.37369873322463,5.75229625168043,3.96041717142499e-05,0.000468649365285291,0.000385619566691381,"718/727/2243/2266/8829/2244/5648/2162/732",9,"Down_res_DEq_MS_B1_vs_D"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","5/67","59/9521",0.0847457627118644,12.0427523399949,7.16242261436394,5.53579424156558e-05,0.000604679063309472,0.000497549118067838,"221357/50484/6240/2878/2940",5,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/67","103/9521",0.058252427184466,8.27793073467613,6.25165875094549,8.10047831622893e-05,0.00082161994350322,0.000676054957219106,"3912/3915/3911/2335/732/3909",6,"Down_res_DEq_MS_B1_vs_D"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","5/67","81/9521",0.0617283950617284,8.77188133407039,5.91331139770451,0.000251473461731192,0.00238061543772195,0.00195884591243244,"221357/50484/4353/6240/2940",5,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","5/67","112/9521",0.0446428571428571,6.34394989339019,4.78903191232049,0.00111353949446626,0.00988266301338806,0.0081317686766944,"3912/3915/3911/3122/3909",5,"Down_res_DEq_MS_B1_vs_D"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","7/67","233/9521",0.0300429184549356,4.26923323297675,4.25315136194082,0.00119845353509249,0.0100106118813608,0.00823704906472236,"7057/7060/3339/1311/1291/2335/4811",7,"Down_res_DEq_MS_B1_vs_D"
"Organismal Systems","Immune system","hsa04611","Platelet activation","5/67","126/9521",0.0396825396825397,5.63906657190239,4.41281338403776,0.00187969194935311,0.0148286809337857,0.0122015091449237,"11093/2243/2266/2244/83706",5,"Down_res_DEq_MS_B1_vs_D"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","6/67","196/9521",0.0306122448979592,4.35013706975327,3.98946140915007,0.0024800455167878,0.0185350770202036,0.0152512494384181,"718/727/4353/2243/2266/2244",6,"Down_res_DEq_MS_B1_vs_D"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","6/67","204/9521",0.0294117647058824,4.17954345917471,3.86446944634772,0.00302716302944996,0.0214928575090947,0.0176850050667866,"7057/2719/3339/1026/7078/2335",6,"Down_res_DEq_MS_B1_vs_D"
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","5/67","160/9521",0.03125,4.44076492537313,3.69489369318711,0.00525828419760948,0.0351825577639194,0.0289493247723873,"5792/1272/3122/23308/83692",5,"Down_res_DEq_MS_B1_vs_D"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","3/67","51/9521",0.0588235294117647,8.35908691834943,4.43590368099512,0.00545081880849455,0.0351825577639194,0.0289493247723873,"348/3931/3990",3,"Down_res_DEq_MS_B1_vs_D"
