"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","12/54","89/9520",0.134831460674157,23.7702871410737,16.3002374674932,5.16932797402747e-14,8.11584491922312e-12,7.07381722761653e-12,"3911/2335/7057/1291/7060/3339/375790/3915/960/3673/3371/3679",12,"Downres_DEq_MS_CM_vs_BM2"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","13/54","154/9520",0.0844155844155844,14.8821548821549,13.1174513582389,1.95180596968576e-12,1.53216768620332e-10,1.335446189785e-10,"3911/2243/2244/2266/2335/7057/1291/7060/3915/3673/3371/3679/29780",13,"Downres_DEq_MS_CM_vs_BM2"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","11/54","203/9520",0.0541871921182266,9.55300127713921,9.30331661534674,1.3571901381295e-08,7.1026283895444e-07,6.19069185813457e-07,"3911/2335/7057/1291/7060/3915/3673/3371/10398/3679/29780",11,"Downres_DEq_MS_CM_vs_BM2"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","10/54","233/9520",0.0429184549356223,7.56636464790971,7.66433585698271,5.91900218235761e-07,2.32320835657536e-05,2.0249217992276e-05,"2335/7057/1291/7060/3339/375790/3673/10398/3679/2318",10,"Downres_DEq_MS_CM_vs_BM2"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","10/54","362/9520",0.0276243093922652,4.87006343359934,5.66997759083043,2.99435751540883e-05,0.000940228259838372,0.000819508372638205,"3911/2335/7057/1291/7060/3915/3673/3371/1969/3679",10,"Downres_DEq_MS_CM_vs_BM2"
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","6/54","126/9520",0.0476190476190476,8.39506172839506,6.3111876237567,7.32603282983626e-05,0.00191697859047382,0.00167084959276967,"2243/2244/2266/3710/11093/3673",6,"Downres_DEq_MS_CM_vs_BM2"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","9/54","333/9520",0.027027027027027,4.76476476476476,5.28180540929584,9.31380794559655e-05,0.00208895406779808,0.00182074441041737,"3911/2335/7057/1291/7060/3915/3673/3371/3679",9,"Downres_DEq_MS_CM_vs_BM2"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","7/54","204/9520",0.0343137254901961,6.04938271604938,5.50614857725556,0.000141111152252239,0.00276930636295018,0.00241374339378829,"2335/7057/3339/3710/960/3673/7042",7,"Downres_DEq_MS_CM_vs_BM2"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/54","50/9520",0.08,14.1037037037037,7.01638433613302,0.000175503379709179,0.00306155895714902,0.00266847244002261,"7057/7060/7042/3606",4,"Downres_DEq_MS_CM_vs_BM2"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","7/54","302/9520",0.0231788079470199,4.08633799362276,4.11659268502176,0.00148560609461021,0.0216331971739846,0.0188556193940194,"2243/2244/2266/5792/4133/10398/10381",7,"Downres_DEq_MS_CM_vs_BM2"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","4/54","88/9520",0.0454545454545455,8.01346801346801,4.99208020060036,0.00151570171282694,0.0216331971739846,0.0188556193940194,"2243/2244/2266/5054",4,"Downres_DEq_MS_CM_vs_BM2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","4/54","93/9520",0.043010752688172,7.5826363998407,4.81796766468128,0.0018585727756677,0.0240955441792824,0.021001815241748,"3911/2335/3915/3673",4,"Downres_DEq_MS_CM_vs_BM2"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","5/54","159/9520",0.0314465408805031,5.54390868856278,4.36391545660392,0.00199517244796606,0.0240955441792824,0.021001815241748,"7057/7060/9902/3673/10381",5,"Downres_DEq_MS_CM_vs_BM2"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/54","103/9520",0.0388349514563107,6.84645810859403,4.50572272680164,0.0026993524831763,0.0302713099899057,0.0263846483317985,"3911/2335/3915/7042",4,"Downres_DEq_MS_CM_vs_BM2"
