"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","20/250","89/9521",0.224719101123595,8.55820224719101,11.7635066988667,8.97553558739285e-14,2.45929675094564e-11,2.22971199855233e-11,"3673/3679/7057/3655/3675/3913/3678/3915/7060/3912/5649/1293/80144/960/3918/1311/1291/3909/7148/1292",20,"Up_BT_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","21/250","154/9521",0.136363636363636,5.19327272727273,8.61466508276462,5.002326118723e-10,6.8531867826505e-08,6.21341560009804e-08,"3673/3679/7057/3655/3675/3913/3678/3915/7060/3912/5649/1293/80144/3918/1311/83706/1291/3909/7148/29780/1292",21,"Up_BT_vs_res_DEq_MS_BDM"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","22/250","203/9521",0.108374384236453,4.12733004926108,7.3958070404819,1.54266290481467e-08,1.40896545306407e-06,1.2774331422325e-06,"3673/3679/7057/10398/3655/3675/3913/3678/3915/7060/3912/5649/1293/394/3918/1311/1291/3909/7148/29780/1292/23396",22,"Up_BT_vs_res_DEq_MS_BDM"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","28/250","333/9521",0.0840840840840841,3.20225825825826,6.71745953066341,4.50836348138608e-08,3.08822898474946e-06,2.79993100422925e-06,"3673/3679/7057/5315/3655/3675/3913/3678/3915/7060/4599/3106/3912/5649/1293/529/527/3918/10312/1311/1291/3909/7148/4854/1292/8323/324/5925",28,"Up_BT_vs_res_DEq_MS_BDM"
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","12/250","110/9521",0.109090909090909,4.15461818181818,5.46450019670173,2.96436011341622e-05,0.00157255821201419,0.00142575389179927,"7057/7037/2331/4052/7042/650/57817/7027/2014/91/90/7046",12,"Up_BT_vs_res_DEq_MS_BDM"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","7/250","36/9521",0.194444444444444,7.40522222222222,6.3225456319571,3.44355812849823e-05,0.00157255821201419,0.00142575389179927,"4174/4176/4175/4171/4172/2237/4173",7,"Up_BT_vs_res_DEq_MS_BDM"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","18/250","233/9521",0.0772532188841202,2.94211158798283,4.92851661178679,4.02822160278403e-05,0.00157676102737546,0.00142956435828125,"7431/3673/3679/7057/10398/3655/3675/3678/27063/2318/7060/4811/1293/1311/1291/1290/1292/8910",18,"Up_BT_vs_res_DEq_MS_BDM"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","14/250","159/9521",0.0880503144654088,3.35330817610063,4.91380859280939,7.28585688055766e-05,0.002495405981591,0.00226245029448896,"3673/7057/7037/3678/10381/7060/9902/3106/529/527/10312/1311/10382/1780",14,"Up_BT_vs_res_DEq_MS_BDM"
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","10/250","103/9521",0.0970873786407767,3.69747572815534,4.5198289849467,0.000359972422971543,0.0109591604326892,0.00993608091477009,"79888/8611/1606/43/1119/26279/84803/3931/51365/9489",10,"Up_BT_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","8/250","71/9521",0.112676056338028,4.29115492957746,4.57074281328603,0.000514817720896499,0.0141060055525641,0.0127891560138499,"80201/5315/2744/2539/5213/51548/6513/8140",8,"Up_BT_vs_res_DEq_MS_BDM"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","9/250","93/9521",0.0967741935483871,3.68554838709677,4.27356050488011,0.000723169482926697,0.0180134943929014,0.0163318658345168,"3673/3655/3675/3913/3915/3912/3918/3909/5925",9,"Up_BT_vs_res_DEq_MS_BDM"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","9/250","99/9521",0.0909090909090909,3.46218181818182,4.04381571153446,0.00113582291595348,0.0259346232476045,0.0235135270320194,"3673/3679/3655/3675/3678/7042/781/8910/1636",9,"Up_BT_vs_res_DEq_MS_BDM"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","6/250","51/9521",0.117647058823529,4.48047058823529,4.09235456813919,0.00206571898518665,0.0435390001493185,0.039474468057008,"27329/338/255738/51129/6272/3931",6,"Up_BT_vs_res_DEq_MS_BDM"
