"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","34/363","183/9521",0.185792349726776,4.87308253925244,10.5323875130591,7.89233332864069e-15,2.44662333187862e-12,2.04369894615327e-12,"4938/6772/4939/23586/6891/5371/4940/64135/3107/6773/6890/6892/3106/6672/5610/3105/10379/684/3134/3678/567/56829/841/972/7098/3665/3133/578/3459/6732/7097/3455/3717/148022",34,"Up_BM2_vs_res_DEq_MS_BD"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","44/363","333/9521",0.132132132132132,3.46564746564747,9.11830411101797,2.86056957386636e-13,4.43388283949285e-11,3.70368481669013e-11,"4599/6772/9636/3107/6773/3655/3106/7057/5610/3105/10379/3134/3678/3675/7060/10312/841/527/7098/5520/5649/3912/537/8638/1291/3066/3133/3371/1293/1311/5526/578/1292/7148/7059/3996/245972/4854/23545/4851/3455/4193/148022/3265",44,"Up_BM2_vs_res_DEq_MS_BD"
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","32/363","205/9521",0.15609756097561,4.09422831418397,8.9163275348256,7.19396268360006e-12,7.43376143972006e-10,6.20952568479163e-10,"4938/6772/4939/23586/9636/6891/4940/3107/6773/6890/6892/3106/5610/3105/10379/7431/3134/567/958/841/8737/4067/3665/7128/3066/3133/965/578/7097/5600/3455/4193",32,"Up_BM2_vs_res_DEq_MS_BD"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","26/363","159/9521",0.163522012578616,4.28896165774382,8.32615557474765,2.53951803759213e-10,1.9681264791339e-08,1.64400378223069e-08,"6891/3107/6890/3106/7057/3105/3134/3678/7060/715/10312/527/83547/9902/537/3133/1311/4353/11151/7059/245972/7097/23545/78989/10382/3684",26,"Up_BM2_vs_res_DEq_MS_BD"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","24/363","173/9521",0.138728323699422,3.63865666650743,6.97297409402203,3.59692179143194e-08,2.2300915106878e-06,1.86282686461528e-06,"4599/4938/6772/4939/23586/5371/4940/64135/6773/5610/10379/103/834/841/7098/3606/3665/10241/578/3459/8743/3455/3717/148022",24,"Up_BM2_vs_res_DEq_MS_BD"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","25/363","189/9521",0.132275132275132,3.46939816636786,6.82662623573183,4.87698970033746e-08,2.51977801184102e-06,2.10480608119827e-06,"4938/6772/4939/115361/4940/2633/6773/10379/834/10616/2634/841/3606/8737/2635/3665/3710/8767/7128/55072/114769/5580/5600/3455/148022",25,"Up_BM2_vs_res_DEq_MS_BD"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","16/363","89/9521",0.179775280898876,4.71526294611075,7.01058292231226,1.99153201949048e-07,8.81964180060068e-06,7.36717107961891e-06,"3655/7057/3678/3675/7060/961/5649/3912/1291/3371/1293/1311/1292/7148/7059/80144",16,"Up_BM2_vs_res_DEq_MS_BD"
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","24/363","196/9521",0.122448979591837,3.21167144543768,6.22867532387944,3.94501072299899e-07,1.52869165516211e-05,1.27693768139178e-05,"6772/3107/6773/3106/5610/3105/10379/3134/841/7098/4067/3665/3710/3133/578/3459/2247/5600/59345/5533/3455/3717/148022/3265",24,"Up_BM2_vs_res_DEq_MS_BD"
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","20/363","159/9521",0.125786163522013,3.29920127518755,5.82053228556089,2.44938608932159e-06,8.43677430766327e-05,7.04735646752178e-05,"4599/3434/4938/6772/4939/23586/4940/6773/5610/10379/841/7098/8737/5520/3665/578/9069/3455/148022/3265",20,"Up_BM2_vs_res_DEq_MS_BD"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","20/363","168/9521",0.119047619047619,3.12245834973108,5.52573199659261,5.76592233470183e-06,0.000164043497684006,0.000137027845264059,"6772/6773/5610/10379/834/10616/2495/2512/841/7098/197259/8737/7128/55072/3459/51510/8743/3455/3717/148022",20,"Up_BM2_vs_res_DEq_MS_BD"
