"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","11/51","89/9521",0.123595505617978,23.0735844899758,15.3530457199998,8.85759830690468e-13,1.27549415619427e-10,1.08155937221152e-10,"7057/3915/7060/1311/375790/3339/3911/5649/2335/7059/7148",11,"Up_C_vs_res_DEq_MS_B1"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","12/51","154/9521",0.0779220779220779,14.5469824293354,12.4374469276207,1.92175764351611e-11,1.3836655033316e-09,1.17328361393615e-09,"7057/3915/7060/1311/3911/5649/2243/2266/2244/2335/7059/7148",12,"Up_C_vs_res_DEq_MS_B1"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","9/51","203/9521",0.0443349753694581,8.27673138220806,7.69044697427288,1.06865416492851e-06,3.97509048544938e-05,3.37069076251555e-05,"7057/3915/7060/1311/3911/5649/2335/7059/7148",9,"Up_C_vs_res_DEq_MS_B1"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","11/51","333/9521",0.033033033033033,6.16681387269623,7.04308635354147,1.10419180151372e-06,3.97509048544938e-05,3.37069076251555e-05,"7057/3915/7060/1311/3911/5649/4599/1026/2335/7059/7148",11,"Up_C_vs_res_DEq_MS_B1"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","11/51","362/9521",0.0303867403314917,5.67278734698299,6.65173357267222,2.50064395571851e-06,7.20185459246931e-05,6.10683576554416e-05,"7057/3915/7060/1311/3911/5649/1026/2335/3481/7059/7148",11,"Up_C_vs_res_DEq_MS_B1"
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","5/51","50/9521",0.1,18.6686274509804,9.19217894457545,6.3732818821867e-06,0.000152958765172481,0.000129701876900642,"7057/7060/1311/3606/7059",5,"Up_C_vs_res_DEq_MS_B1"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","7/51","159/9521",0.0440251572327044,8.21889258848193,6.73617554547087,1.98254397673056e-05,0.000407837618070286,0.00034582722000112,"7057/7060/1311/9902/4353/78989/7059",7,"Up_C_vs_res_DEq_MS_B1"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","8/51","233/9521",0.0343347639484979,6.40982916771859,6.1352036198832,2.92869599575412e-05,0.000527165279235741,0.000447011494088787,"7057/7060/1311/375790/3339/7431/2335/7059",8,"Up_C_vs_res_DEq_MS_B1"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","7/51","204/9521",0.0343137254901961,6.4059015763168,5.72761401461706,9.73320624007722e-05,0.00155731299841236,0.00132052856590521,"7057/2719/3339/1026/2335/3481/7078",7,"Up_C_vs_res_DEq_MS_B1"
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","5/51","93/9521",0.0537634408602151,10.0368964790217,6.42657480979507,0.000131466697495518,0.00189312044393545,0.00160527756941895,"3915/3911/1643/1026/2335",5,"Up_C_vs_res_DEq_MS_B1"
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","4/51","75/9521",0.0533333333333333,9.95660130718954,5.71450314859214,0.000670727909418182,0.00878043808692892,0.00744540071698651,"7057/1643/50484/1026",4,"Up_C_vs_res_DEq_MS_B1"
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","4/51","88/9521",0.0454545454545455,8.48573975044563,5.17701848814682,0.00122268626403336,0.0146722351684003,0.0124413690024447,"727/2243/2266/2244",4,"Up_C_vs_res_DEq_MS_B1"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","6/51","238/9521",0.0252100840336134,4.70637666831438,4.24934927491447,0.00160955379136472,0.0178289035351169,0.015118076097029,"727/4599/2243/2266/2244/8829",6,"Up_C_vs_res_DEq_MS_B1"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","3/51","59/9521",0.0508474576271186,9.49252243270189,4.80175292302067,0.00381162921914172,0.0367646432552508,0.0311746974971425,"221357/50484/9027",3,"Up_C_vs_res_DEq_MS_B1"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","5/51","196/9521",0.0255102040816327,4.76240496198479,3.90568961248268,0.00382965033908863,0.0367646432552508,0.0311746974971425,"727/4353/2243/2266/2244",5,"Up_C_vs_res_DEq_MS_B1"
"Organismal Systems","Immune system","hsa04611","Platelet activation","4/51","126/9521",0.0317460317460317,5.92654839713663,4.08515187076458,0.00452132455362727,0.0406919209826454,0.0345048452776818,"11093/2243/2266/2244",4,"Up_C_vs_res_DEq_MS_B1"
