"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","3/12","67/9521",0.0447761194029851,35.5261194029851,10.0743966055781,7.00329892327219e-05,0.00329155049393793,0.00235900595310221,"230/3939/5214",3,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","2/12","17/9521",0.117647058823529,93.3431372549019,13.5368477851257,0.00019598806196641,0.00460571945621065,0.0033008515699606,"2326/1036",2,"Up_res_DEq_MS_B1_vs_DM"
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","3/12","110/9521",0.0272727272727273,21.6386363636364,7.73394587824681,0.000306002034159636,0.00479403186850096,0.00343581231337135,"230/3939/5214",3,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","2/12","31/9521",0.0645161290322581,51.1881720430108,9.94238994330328,0.000663566993457816,0.00779691217312933,0.00558793257648687,"230/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","2/12","35/9521",0.0571428571428571,45.3380952380952,9.33493218819532,0.000846704892107801,0.00795902598581333,0.00570411716788413,"230/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","2/12","52/9521",0.0384615384615385,30.5160256410256,7.58139572453089,0.00186461045044765,0.0146061151951732,0.0104679884937412,"1036/3939",2,"Up_res_DEq_MS_B1_vs_DM"
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","2/12","61/9521",0.0327868852459016,26.0136612021858,6.96206840476163,0.00255716479730106,0.0171695350675928,0.0123051539118246,"4495/4502",2,"Up_res_DEq_MS_B1_vs_DM"
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/12","71/9521",0.028169014084507,22.349765258216,6.41428197657799,0.003448206462864,0.0200525216734513,0.0143713481198307,"3939/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","2/12","75/9521",0.0266666666666667,21.1577777777778,6.22574011592353,0.00383984457576726,0.0200525216734513,0.0143713481198307,"230/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","2/12","107/9521",0.0186915887850467,14.8302180685358,5.11064239493949,0.00767330818227123,0.0360645484566748,0.0258469328244926,"3939/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","2/12","117/9521",0.0170940170940171,13.5626780626781,4.85691524164367,0.00911796080977221,0.038707601580507,0.0277411702256713,"230/5214",2,"Up_res_DEq_MS_B1_vs_DM"
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","2/12","122/9521",0.0163934426229508,13.0068306010929,4.74142786258612,0.0098827918928954,0.038707601580507,0.0277411702256713,"2309/5214",2,"Up_res_DEq_MS_B1_vs_DM"
