"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","14/133","67/9521",0.208955223880597,14.9583660644148,13.6465207621947,2.80923216736394e-13,5.14089486627601e-11,3.84421243955065e-11,"230/5313/3939/126/127/130/125/124/5211/229/2203/2538/5105/2645",14,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","13/133","73/9521",0.178082191780822,12.7482747965805,11.9928758597971,1.80317863774338e-11,1.6499084535352e-09,1.23375380477179e-09,"316/126/127/2944/130/125/124/1571/2326/1559/1558/1557/1548",13,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","12/133","75/9521",0.16,11.4538345864662,10.8178271815035,4.13568196178325e-10,2.52276599668778e-08,1.88645142116429e-08,"48/230/5313/6470/383/875/1491/26227/5211/229/162417/10993",12,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","10/133","47/9521",0.212765957446809,15.2311630139178,11.6407345631681,6.71927332094908e-10,3.07406754433421e-08,2.29869876769311e-08,"5313/3939/126/127/130/125/124/134526/32/5105",10,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/133","37/9521",0.243243243243243,17.4129242023979,11.9055320213799,1.37846124557569e-09,4.67734483957253e-08,3.49758314146925e-08,"316/126/127/1644/130/125/124/6898/4282",9,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","7/133","17/9521",0.411764705882353,29.4767801857585,13.9868489247821,1.53355568510575e-09,4.67734483957253e-08,3.49758314146925e-08,"1109/1582/6718/570/80270/51302/10998",7,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","10/133","52/9521",0.192307692307692,13.7666281087334,10.9871125998425,1.93503110123991e-09,5.05872416467006e-08,3.78276756633366e-08,"27232/3939/635/875/1491/26227/6898/23743/10993/1036",10,"Up_BDM_vs_res_DEq_MS_B2"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","13/133","107/9521",0.121495327102804,8.69742112290071,9.53032680607928,2.53324064804441e-09,5.7947879824016e-08,4.33317479270755e-08,"3939/5261/5211/2203/5256/32/5257/5207/2998/2538/5105/810/2645",13,"Up_BDM_vs_res_DEq_MS_B2"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","14/133","138/9521",0.101449275362319,7.26239511823036,8.81996587209718,6.54587512479501e-09,1.33099460870832e-07,9.95279258740762e-08,"5313/5261/2194/2203/5256/32/5257/2998/2538/5105/90673/810/5507/2645",14,"Up_BDM_vs_res_DEq_MS_B2"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","13/133","117/9521",0.111111111111111,7.95405179615706,9.00808127635499,7.69139381640193e-09,1.40752506840155e-07,1.05250652224448e-07,"48/230/5313/26007/6470/26227/5211/229/9104/2203/414328/10993/2645",13,"Up_BDM_vs_res_DEq_MS_B2"
