"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","16/167","67/9521",0.238805970149254,13.6148002502458,13.8448421127564,2.01584736145964e-14,3.9107438812317e-12,2.97072242741421e-12,"230/5313/130/2203/126/229/125/3939/127/124/5211/5105/7167/2821/2027/2645",16,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","16/167","73/9521",0.219178082191781,12.4957755721434,13.1737006730639,8.63734307443158e-14,8.37822278219863e-12,6.36435805484432e-12,"1558/130/2944/1559/126/316/1571/125/127/1548/124/1557/1555/2938/2326/1549",16,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","16/167","117/9521",0.136752136752137,7.79650954501254,9.88326815241926,1.69596921536133e-10,1.09672675926699e-08,8.33107684738899e-09,"48/230/26007/5313/26227/2203/229/9104/6470/5211/7167/2821/2027/414328/2645/6392",16,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","10/167","35/9521",0.285714285714286,16.2891360136869,12.1074708803736,2.64731808974992e-10,1.28394927352871e-08,9.75327717276288e-09,"230/26007/3795/2203/229/6652/5211/7167/5207/51171",10,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","13/167","75/9521",0.173333333333333,9.88207584830339,10.3180865277461,4.59283311483651e-10,1.78201924855656e-08,1.35367712858339e-08,"48/230/5313/875/26227/229/1491/383/6470/5211/7167/2027/162417",13,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","12/167","68/9521",0.176470588235294,10.0609369496302,10.0189166306266,1.77502612185337e-09,5.73925112732589e-08,4.35971328174512e-08,"1558/130/1559/126/316/125/127/1548/124/1555/8630/1549",12,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","10/167","47/9521",0.212765957446809,12.1302076697668,10.2202973957864,6.2292559147463e-09,1.72639378208683e-07,1.31142229784133e-07,"5313/130/126/134526/32/125/3939/127/124/5105",10,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","7/167","17/9521",0.411764705882353,23.475519549137,12.3925024552149,7.55781939656916e-09,1.83277120366802e-07,1.39222988884169e-07,"6718/1109/10998/80270/1582/570/51302",7,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/167","37/9521",0.243243243243243,13.8677779575983,10.4781997810704,1.03400124684197e-08,2.04964326988291e-07,1.55697264125668e-07,"6898/130/126/1644/316/125/127/124/4282",9,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","12/167","79/9521",0.151898734177215,8.66004699461836,9.13463100469955,1.05651714942418e-08,2.04964326988291e-07,1.55697264125668e-07,"130/2944/1559/126/1571/125/127/1548/124/1555/2938/1549",12,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","9/167","39/9521",0.230769230769231,13.1566098572087,10.1641913885413,1.70919210045287e-08,3.0143933407987e-07,2.28982673744882e-07,"10840/27232/10841/635/875/4522/1491/6470/23743",9,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","10/167","63/9521",0.158730158730159,9.04952000760384,8.56482770857039,1.20762117317431e-07,1.95232089663181e-06,1.48304354600354e-06,"3248/1558/1559/1571/247/8529/1557/145482/1555/11283",10,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","9/167","52/9521",0.173076923076923,9.86745739290649,8.56696023267463,2.44078419795612e-07,3.64240103387298e-06,2.76688087217698e-06,"27232/635/875/6898/26227/3939/1491/23743/1036",9,"Up_res_DEq_MS_BDM_vs_BM2"
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","12/167","107/9521",0.11214953271028,6.39386647266215,7.49692230380875,3.34530377088671e-07,4.63563522537159e-06,3.52137239040707e-06,"2203/5261/5256/32/2998/3939/5836/5211/5105/5257/5207/2645",12,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","7/167","31/9521",0.225806451612903,12.8736720108171,8.84730126225899,8.30800485775951e-07,1.07450196160356e-05,8.16225038657074e-06,"230/2203/229/9104/5211/2821/414328",7,"Up_res_DEq_MS_BDM_vs_BM2"
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","9/167","61/9521",0.147540983606557,8.41160302346127,7.75906742966888,1.00507639043506e-06,1.21865512340251e-05,9.2572825434808e-06,"7018/4496/4495/4494/4502/4493/4501/475/486",9,"Up_res_DEq_MS_BDM_vs_BM2"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","9/167","81/9521",0.111111111111111,6.33466400532269,6.44230987580232,1.1202262078734e-05,0.000127837579016141,9.71093926329886e-05,"51733/1806/2944/1571/1807/7498/1548/2938/1549",9,"Up_res_DEq_MS_BDM_vs_BM2"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","11/167","138/9521",0.0797101449275362,4.54443287338367,5.603939885114,2.92474920005386e-05,0.000315222969339138,0.000239453150881602,"5313/2203/5261/5256/32/2998/2194/5836/5105/5257/2645",11,"Up_res_DEq_MS_BDM_vs_BM2"
