"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","40/536","183/9521",0.218579234972678,3.88263600032624,9.6167924786474,5.28570763592984e-14,1.68085502822569e-11,1.34646447146844e-11,"4938/6772/23586/4939/4940/64135/5371/3106/6891/6890/10379/5610/6672/3107/3105/684/6773/972/6892/3134/567/3678/7098/841/4615/56829/3716/3459/5819/355/578/3133/581/6714/6732/9451/3665/3717/3455/7097",40,"Down_res_DEq_MS_BD_vs_C"
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","53/536","333/9521",0.159159159159159,2.8271536461835,8.28950352797386,3.33097387433999e-12,5.29624846020058e-10,4.24260882942251e-10,"4599/6772/9636/7057/3106/10379/5610/3655/3107/3105/2335/6773/8638/3673/3134/3915/3678/10312/3675/7098/841/7060/3716/3911/3371/5520/1311/3066/355/578/3133/581/5649/527/7148/7059/1292/23545/3996/5526/6908/1291/3912/245972/4193/1293/3516/3265/3455/4854/4851/8323/3918",53,"Down_res_DEq_MS_BD_vs_C"
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","39/536","205/9521",0.190243902439024,3.37931379686931,8.41115704639213,1.13651069478523e-11,1.20470133647234e-09,9.6503715136149e-10,"4938/6772/23586/9636/4939/4940/3106/7431/6891/6890/10379/5610/3107/3105/6773/958/6892/3134/567/841/7128/4615/3716/3383/965/3066/8737/355/578/3133/581/4067/960/3665/4193/3516/3455/29760/7097",39,"Down_res_DEq_MS_BD_vs_C"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","24/536","89/9521",0.269662921348315,4.790038571189,8.7736148471385,6.38912764902985e-11,5.07935648097873e-09,4.06886550280322e-09,"7057/3655/2335/375790/3339/3673/3915/3678/3675/7060/961/3911/3371/1311/5649/960/7148/7059/1292/1291/3912/1293/80144/3918",24,"Down_res_DEq_MS_BD_vs_C"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","39/536","238/9521",0.163865546218487,2.91075348049668,7.29106199420941,1.1763833109981e-09,7.48179785794791e-08,5.99336339497979e-08,"4599/4938/6772/23586/9636/4939/4940/64135/2244/10379/5610/2266/2243/6773/834/715/100293534/7098/103/4615/3716/8829/2162/6143/6124/6868/6194/5648/6129/6137/7113/1636/6167/6193/732/720/1675/3455/7097",39,"Down_res_DEq_MS_BD_vs_C"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","30/536","154/9521",0.194805194805195,3.46033630548556,7.51789756363922,1.60125971144118e-09,8.05680514367609e-08,6.45397830112418e-08,"7057/2244/3655/2266/2243/2335/3673/3915/3678/3675/7060/3911/83706/3371/3383/1311/5649/6714/29780/7148/7059/1292/56034/1291/7040/3912/1293/80144/3684/3918",30,"Down_res_DEq_MS_BD_vs_C"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","32/536","173/9521",0.184971098265896,3.28565266154775,7.40995826091367,1.77351056621801e-09,8.05680514367609e-08,6.45397830112418e-08,"4599/4938/6772/23586/4939/4940/64135/5371/10379/5610/6773/834/3606/7098/841/103/4615/3716/3459/3383/10241/355/578/581/7706/8743/3665/3838/7113/3717/3455/8797",32,"Down_res_DEq_MS_BD_vs_C"
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","28/536","159/9521",0.176100628930818,3.1280859851685,6.60914444615282,5.66565666923799e-08,2.2520985260221e-06,1.80406436046789e-06,"7057/3106/6891/6890/3107/3105/715/3673/3134/3678/10312/7060/4353/83547/1311/3133/9902/23673/527/1520/11151/7059/78989/23545/10381/245972/7097/3684",28,"Down_res_DEq_MS_BD_vs_C"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","26/536","168/9521",0.154761904761905,2.74904495380242,5.58627065977018,2.23132017284887e-06,7.88399794406599e-05,6.315549495081e-05,"6772/10379/5610/2512/6773/10616/834/2495/197259/7098/841/7128/8878/3716/3459/8737/355/55072/581/8743/9555/51510/55506/3717/3455/8797",26,"Down_res_DEq_MS_BD_vs_C"
"Human Diseases","Infectious disease: viral","hsa05162","Measles","23/536","139/9521",0.165467625899281,2.93921131751315,5.62505342032799,2.68636480553071e-06,8.54264008158766e-05,6.84316087303613e-05,"4599/4938/6772/23586/4939/4940/64135/10379/5610/6773/841/7128/103/4615/3716/355/578/581/9451/3665/25898/3455/7097",23,"Down_res_DEq_MS_BD_vs_C"
