"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts","6/15","70/8776",9.79112020576374e-10,1.68875070564016e-08,5.51678996397874e-09,"6822/7365/2939/2938/54600/2948",6
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","6/15","72/8776",1.16465565906218e-09,1.68875070564016e-08,5.51678996397874e-09,"7365/2939/2330/2938/54600/2948",6
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","6/15","78/8776",1.90451623525035e-09,1.841032360742e-08,6.01426179552741e-09,"6822/7365/2939/2938/54600/2948",6
"hsa00983","hsa00983","Drug metabolism - other enzymes","5/15","80/8776",1.55110384644962e-07,1.12455028867597e-06,3.6736670047491e-07,"7365/2939/2938/54600/2948",5
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation","5/15","212/8776",1.93436999267297e-05,0.000112193459575032,3.66512209138036e-05,"7365/2939/2938/54600/2948",5
"hsa00480","hsa00480","Glutathione metabolism","3/15","57/8776",0.00011184340286562,0.000540576447183829,0.000176594846629926,"2939/2938/2948",3
"hsa01524","hsa01524","Platinum drug resistance","3/15","73/8776",0.000233860445748659,0.000968850418101586,0.000316502858907959,"2939/2938/2948",3
"hsa04976","hsa04976","Bile secretion","3/15","89/8776",0.000420040254803706,0.00152264592366343,0.000497416091214915,"6822/7365/54600",3
"hsa00053","hsa00053","Ascorbate and aldarate metabolism","2/15","30/8776",0.00115386144886395,0.00371799800189495,0.00121459099880416,"7365/54600",2
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis","3/15","139/8776",0.00153876970130441,0.00437963757946308,0.00143073459946162,"2939/2938/2948",3
"hsa00040","hsa00040","Pentose and glucuronate interconversions","2/15","36/8776",0.001661241840486,0.00437963757946308,0.00143073459946162,"7365/54600",2
"hsa05225","hsa05225","Hepatocellular carcinoma","3/15","168/8776",0.00264683182054204,0.00602839724151562,0.00196934937109403,"2939/2938/2948",3
"hsa00860","hsa00860","Porphyrin metabolism","2/15","46/8776",0.00270238497033459,0.00602839724151562,0.00196934937109403,"7365/54600",2
"hsa00140","hsa00140","Steroid hormone biosynthesis","2/15","62/8776",0.00486010143350128,0.0100673529693955,0.00328879044372267,"7365/54600",2
"hsa00830","hsa00830","Retinol metabolism","2/15","68/8776",0.00582021197024257,0.0106490502831987,0.00347881860431172,"7365/54600",2
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species","3/15","223/8776",0.00587533808728202,0.0106490502831987,0.00347881860431172,"2939/2938/2948",3
"hsa00430","hsa00430","Taurine and hypotaurine metabolism","1/15","16/8776",0.0270223306481991,0.0440248515726681,0.014381984179819,"2330",1
"hsa01240","hsa01240","Biosynthesis of cofactors","2/15","153/8776",0.0273257699416561,0.0440248515726681,0.014381984179819,"7365/54600",2
