"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","8/37","72/8776",4.39808887362633e-10,4.22216531868128e-08,3.37958408183918e-08,"127/2939/2938/54659/54658/7365/2330/2948",8
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","7/37","78/8776",2.76912348162608e-08,1.32917927118052e-06,1.06392639030897e-06,"127/2939/2938/54659/54658/7365/2948",7
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts","6/37","70/8776",3.96185379489636e-07,1.26779321436684e-05,1.01479062114889e-05,"2939/2938/54659/54658/7365/2948",6
"hsa00983","hsa00983","Drug metabolism - other enzymes","6/37","80/8776",8.80801245536886e-07,2.11392298928853e-05,1.69206555063665e-05,"2939/2938/54659/54658/7365/2948",6
"hsa04976","hsa04976","Bile secretion","5/37","89/8776",3.23284118953974e-05,0.000620705508391629,0.00049683664597137,"54659/54658/7365/570/5243",5
"hsa00830","hsa00830","Retinol metabolism","4/37","68/8776",0.000179598630426442,0.00258122738391476,0.00206611402440546,"127/54659/54658/7365",4
"hsa00650","hsa00650","Butanoate metabolism","3/37","27/8776",0.000188214496743785,0.00258122738391476,0.00206611402440546,"348158/622/3157",3
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation","6/37","212/8776",0.000230131105968405,0.00276157327162086,0.00221046983364389,"2939/2938/54659/54658/7365/2948",6
"hsa00053","hsa00053","Ascorbate and aldarate metabolism","3/37","30/8776",0.000258982683910005,0.00276248196170672,0.00221119718426086,"54659/54658/7365",3
"hsa00040","hsa00040","Pentose and glucuronate interconversions","3/37","36/8776",0.000447591266915547,0.00429687616238925,0.00343938552471947,"54659/54658/7365",3
"hsa00860","hsa00860","Porphyrin metabolism","3/37","46/8776",0.000924408911705277,0.00806756868397332,0.00645759335449619,"54659/54658/7365",3
"hsa00480","hsa00480","Glutathione metabolism","3/37","57/8776",0.00172596848527445,0.0138077478821956,0.0110522543355293,"2939/2938/2948",3
"hsa00430","hsa00430","Taurine and hypotaurine metabolism","2/37","16/8776",0.00199975658403768,0.0145568053494665,0.011651828843323,"570/2330",2
"hsa00140","hsa00140","Steroid hormone biosynthesis","3/37","62/8776",0.00219886067944107,0.0145568053494665,0.011651828843323,"54659/54658/7365",3
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species","5/37","223/8776",0.00227450083585415,0.0145568053494665,0.011651828843323,"2939/2938/10861/4706/2948",5
"hsa00100","hsa00100","Steroid biosynthesis","2/37","20/8776",0.00313286362699065,0.0187971817619439,0.0150459897875209,"2222/1595",2
"hsa01524","hsa01524","Platinum drug resistance","3/37","73/8776",0.00350292077972552,0.0197811996972735,0.0158336357225983,"2939/2938/2948",3
