"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043236","GO:0043236","laminin binding","4/73","28/18369",4.3720868635901e-06,0.00102306832608008,0.000846804192526925,"3958/8754/2817/1893",4
"GO:0050840","GO:0050840","extracellular matrix binding","4/73","55/18369",6.71581853411877e-05,0.00785750768491896,0.00650374005409397,"3958/8754/2817/1893",4
"GO:0048306","GO:0048306","calcium-dependent protein binding","4/73","62/18369",0.000107566710907193,0.00839020345076106,0.00694465782699071,"306/6286/1201/6282",4
"GO:0001618","GO:0001618","virus receptor activity","4/73","77/18369",0.000249486649022061,0.0122703445247876,0.0101562905648265,"290/7037/6317/3678",4
"GO:0140272","GO:0140272","exogenous protein binding","4/73","78/18369",0.000262186848820248,0.0122703445247876,0.0101562905648265,"290/7037/6317/3678",4
"GO:0022889","GO:0022889","serine transmembrane transporter activity","2/73","11/18369",0.000837136258686379,0.0301911897935386,0.0249895588034687,"54407/6509",2
"GO:1901505","GO:1901505","carbohydrate derivative transmembrane transporter activity","3/73","49/18369",0.000973008825658205,0.0301911897935386,0.0249895588034687,"56262/55343/55315",3
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity","3/73","50/18369",0.00103217742883893,0.0301911897935386,0.0249895588034687,"56262/55343/55315",3
"GO:0022858","GO:0022858","alanine transmembrane transporter activity","2/73","16/18369",0.00180313773359041,0.0468815810733507,0.0388043676000744,"54407/6509",2
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","5/73","230/18369",0.00221682738741055,0.0474503660602794,0.0392751567930338,"56262/54407/11182/6509/10227",5
"GO:0015172","GO:0015172","acidic amino acid transmembrane transporter activity","2/73","18/18369",0.00228721505637949,0.0474503660602794,0.0392751567930338,"54407/6509",2
"GO:0005125","GO:0005125","cytokine activity","5/73","235/18369",0.00243335210565535,0.0474503660602794,0.0392751567930338,"6364/9518/649/6372/2896",5
