"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901681","GO:1901681","sulfur compound binding","11/84","269/18369",3.90990598553431e-08,9.19614385781208e-06,6.39185571475086e-06,"7057/32/348/116519/6822/2335/338/7018/27232/4018/9388",11
"GO:0005201","GO:0005201","extracellular matrix structural constituent","9/84","167/18369",7.019957143368e-08,9.19614385781208e-06,6.39185571475086e-06,"4060/2243/7057/2244/2335/2266/1291/4148/2331",9
"GO:0070325","GO:0070325","lipoprotein particle receptor binding","5/84","29/18369",1.93107263980172e-07,1.68647010542683e-05,1.17219497082701e-05,"348/116519/335/338/336",5
"GO:0004857","GO:0004857","enzyme inhibitor activity","11/84","359/18369",7.07967251790215e-07,4.63718549922591e-05,3.22311406736072e-05,"5176/23523/2719/727/6694/341/344/4018/3698/336/5858",11
"GO:0061134","GO:0061134","peptidase regulator activity","9/84","230/18369",1.05413887723819e-06,5.52368771672811e-05,3.83928475288856e-05,"5176/2335/2719/1514/727/6694/4018/3698/5858",9
"GO:0004180","GO:0004180","carboxypeptidase activity","5/84","47/18369",2.3384755935778e-06,0.000102113434252897,7.09747855594665e-05,"10404/59342/1522/5476/54504",5
"GO:0120020","GO:0120020","cholesterol transfer activity","4/84","22/18369",2.79514199737255e-06,0.000104618171901658,7.27157241421732e-05,"348/335/338/336",4
"GO:0120015","GO:0120015","sterol transfer activity","4/84","23/18369",3.37182305108247e-06,0.000110427204922951,7.67533405049036e-05,"348/335/338/336",4
"GO:0004497","GO:0004497","monooxygenase activity","6/84","103/18369",7.65723620162786e-06,0.000220848534958986,0.000153502597621152,"1558/5053/2330/2328/8529/2329",6
"GO:0071813","GO:0071813","lipoprotein particle binding","4/84","30/18369",1.01839687100993e-05,0.000220848534958986,0.000153502597621152,"7057/348/335/336",4
"GO:0071814","GO:0071814","protein-lipid complex binding","4/84","30/18369",1.01839687100993e-05,0.000220848534958986,0.000153502597621152,"7057/348/335/336",4
"GO:0070008","GO:0070008","serine-type exopeptidase activity","3/84","10/18369",1.08168261060593e-05,0.000220848534958986,0.000153502597621152,"59342/5476/54504",3
"GO:0005539","GO:0005539","glycosaminoglycan binding","8/84","232/18369",1.09581334139955e-05,0.000220848534958986,0.000153502597621152,"7057/348/116519/2335/338/4018/3698/9388",8
"GO:0008201","GO:0008201","heparin binding","7/84","168/18369",1.18393814180962e-05,0.000221565566538657,0.000154000976340649,"7057/348/116519/2335/338/4018/9388",7
"GO:0005518","GO:0005518","collagen binding","5/84","66/18369",1.2728209325222e-05,0.000222319389547211,0.000154524927246555,"4060/7057/2335/1291/1514",5
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","7/84","177/18369",1.6613994789729e-05,0.000272054164681812,0.000189093493330468,"1558/5264/5053/2330/2328/8529/2329",7
"GO:0030414","GO:0030414","peptidase inhibitor activity","7/84","180/18369",1.85212925244001e-05,0.000285445802434872,0.000198401461716484,"5176/2719/727/6694/4018/3698/5858",7
"GO:0015248","GO:0015248","sterol transporter activity","4/84","36/18369",2.14372616494712e-05,0.000295608555376919,0.000205465167055874,"348/335/338/336",4
"GO:0043394","GO:0043394","proteoglycan binding","4/84","36/18369",2.14372616494712e-05,0.000295608555376919,0.000205465167055874,"7057/348/2335/1514",4
"GO:0016709","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","4/84","40/18369",3.27998811082833e-05,0.000429678442518511,0.000298651549038579,"2330/2328/8529/2329",4
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","5/84","85/18369",4.36477878551985e-05,0.00054455811514581,0.000378499613982423,"1610/2330/2328/2329/2671",5
"GO:0055102","GO:0055102","lipase inhibitor activity","3/84","16/18369",4.9486622389778e-05,0.000589340684823719,0.000409626108776631,"341/344/336",3
"GO:0120013","GO:0120013","lipid transfer activity","4/84","51/18369",8.63243472919077e-05,0.000983346912629558,0.000683483390457668,"348/335/338/336",4
"GO:0008238","GO:0008238","exopeptidase activity","5/84","102/18369",0.000104302818576428,0.00113863910279268,0.000791420509373776,"10404/59342/1522/5476/54504",5
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","6/84","173/18369",0.000141665789155992,0.00148465747035479,0.00103192343258891,"5176/727/6694/4018/3698/5858",6
"GO:0050750","GO:0050750","low-density lipoprotein particle receptor binding","3/84","24/18369",0.000174193961978994,0.00175533915532679,0.00122006297256543,"348/116519/338",3
