"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa01200","hsa01200","Carbon metabolism","30/179","115/8779",1.45169578415501e-25,3.03404418888398e-23,2.33799426290229e-23,"38/189/2806/1892/1373/2653/226/54363/48/7086/2023/50/7167/2821/4199/2271/6888/2203/39/29968/2805/2597/5223/4191/2098/3418/847/6470/5230/25796",30,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa03050","hsa03050","Proteasome","17/179","46/8779",8.85118867918848e-18,9.24949216975196e-16,7.12753614692546e-16,"5690/5696/5687/5689/5698/5685/5683/5693/5686/5682/5720/5688/5694/5721/5691/5684/5705",17,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa01230","hsa01230","Biosynthesis of amino acids","19/179","75/8779",3.07930337740849e-16,2.14524801959458e-14,1.65309970787193e-14,"5009/2806/1373/226/48/7086/2023/50/7167/6888/29968/2805/2597/5223/3418/435/6470/5230/95",19,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00620","hsa00620","Pyruvate metabolism","15/179","47/8779",1.03342542640747e-14,5.39964785297903e-13,4.16089711158797e-13,"38/5106/217/3939/2739/126/4199/2271/39/125/124/127/4191/3029/9380",15,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","15/179","67/8779",3.33528390116276e-12,1.39414867068603e-10,1.07431249869032e-10,"5106/226/217/3939/2023/126/7167/2821/2203/2597/125/5223/124/127/5230",15,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism","11/179","30/8779",7.26607530727453e-12,2.53101623203396e-10,1.95036758247895e-10,"38/189/2653/54363/48/50/39/4191/847/6470/9380",11,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00071","hsa00071","Fatty acid degradation","12/179","43/8779",3.15830715245836e-11,9.42980278376852e-10,7.26648111768615e-10,"38/1892/3033/10449/217/126/36/39/1632/125/124/127",12,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa05012","hsa05012","Parkinson disease","24/179","266/8779",7.23413701319317e-10,1.88991829469672e-08,1.45634600397178e-08,"506/4729/5690/5687/5689/7317/5685/5683/4706/5693/5686/5682/7295/11315/5688/6263/5694/6647/5691/54205/5684/5705/25828/7332",24,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00350","hsa00350","Tyrosine metabolism","10/179","36/8779",1.55177134726161e-09,3.60355790641863e-08,2.77685398983656e-08,"2806/126/2184/2805/125/124/127/3081/3242/4282",10,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00280","hsa00280","Valine, leucine and isoleucine degradation","11/179","48/8779",2.1851403733853e-09,4.56694338037527e-08,3.51922607503106e-08,"38/1892/18/3033/10449/217/36/11112/39/3158/3155",11,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00270","hsa00270","Cysteine and methionine metabolism","10/179","52/8779",7.28237389551545e-08,1.38365104014794e-06,1.06622316364963e-06,"2806/7263/3939/2937/29968/2805/4357/4191/2729/55256",10,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa05020","hsa05020","Prion disease","21/179","272/8779",1.38560808157329e-07,2.41326740874014e-06,1.85963189895362e-06,"506/4729/5690/5687/10488/5689/5685/5683/4706/5693/5686/5682/5688/6263/5694/6647/5691/54205/5684/5705/3312",21,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa00650","hsa00650","Butanoate metabolism","7/179","27/8779",8.19765982308244e-07,1.31793146386479e-05,1.01558052868957e-05,"38/1892/18/3033/39/3158/3155",7,"Downres_DEq_MS_CTRL_vs_HBV"
"hsa05016","hsa05016","Huntington disease","21/179","306/8779",9.86395766448953e-07,1.47254796562737e-05,1.1347259568924e-05,"6648/506/4729/7052/5690/5687/10488/5689/5685/5683/4706/5693/5686/5682/5688/5694/6647/5691/54205/5684/5705",21,"Downres_DEq_MS_CTRL_vs_HBV"
