"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04610","hsa04610","Complement and coagulation cascades","36/89","86/8779",7.17549235712649e-52,1.12655230006886e-49,1.06499412879456e-49,"3827/1191/718/2244/716/2266/715/3053/710/720/2243/721/3080/2147/3818/729/7448/462/5345/722/10747/2/3426/629/2162/5340/730/2153/717/3075/1361/727/2159/2161/2165/2158",36,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa05150","hsa05150","Staphylococcus aureus infection","14/89","96/8779",5.15139780563289e-13,4.04384727742182e-11,3.8228794241802e-11,"718/716/2266/715/720/721/10747/3426/629/5340/717/3075/727/3872",14,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa04979","hsa04979","Cholesterol metabolism","10/89","51/8779",6.2194456662246e-11,3.25484323199088e-09,3.07698890855323e-09,"348/341/350/335/338/255738/55908/3949/336/27329",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa05171","hsa05171","Coronavirus disease - COVID-19","17/89","233/8779",1.2466288548653e-10,4.89301825534631e-09,4.6256491720002e-09,"718/2244/716/2266/715/720/2243/721/2147/729/10747/629/2162/730/717/727/2165",17,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa05133","hsa05133","Pertussis","10/89","76/8779",3.78130685061245e-09,1.18733035109231e-07,1.1224510861818e-07,"718/716/715/710/720/721/722/929/717/727",10,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa05322","hsa05322","Systemic lupus erythematosus","9/89","137/8779",9.31596732049153e-06,0.000243767811552862,0.000230447612664791,"718/716/715/720/721/729/730/717/727",9,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa05143","hsa05143","African trypanosomiasis","4/89","37/8779",0.000504870068650975,0.0113235143968861,0.0107047638616222,"3827/3250/335/8542",4,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa04810","hsa04810","Regulation of actin cytoskeleton","8/89","229/8779",0.0021775623226257,0.0385908713438787,0.0364821512536835,"3827/2335/2147/729/2934/730/727/2260",8,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa04977","hsa04977","Vitamin digestion and absorption","3/89","26/8779",0.00221221555474464,0.0385908713438787,0.0364821512536835,"335/686/338",3,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"hsa04936","hsa04936","Alcoholic liver disease","6/89","142/8779",0.00311511017900126,0.0489072298103198,0.0462347931830713,"718/720/721/929/717/727",6,"Downres_DEq_MS_HBV.myr_vs_CTRL"
