"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_B1"
6.91259166666667,9.50253571428571,76.9312427796573,8.73609000381461e-11,7.16184658512722e-07,9.64967641927462,"Q6VBP1_HBV",1,-38.2068524844379,2.74041713813168e-09,2.24659396984035e-05,-6.91259166666667,"Up in B1",4.64847541115526,"S","Large envelope protein","Q6VBP1_HBV",6.91259166666667
2.48058583333333,8.79668428571429,29.0088347740213,4.56896022761202e-08,0.000187281679729817,8.02975799591903,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-28.1917545819067,2.20558223662198e-08,9.0406815879135e-05,-2.48058583333333,"Up in B1",4.04379882630437,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",2.48058583333333
1.66093333333333,13.6003714285714,23.7848675566608,1.62303394744308e-07,0.00039998771795462,7.35596008342384,"FGL1_HUMAN",17,-24.5272432086732,5.71633664488234e-08,0.000156208426049151,-1.66093333333333,"Up in B1",3.8062955435192,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN",1.66093333333333
7.56679166666667,9.44371428571429,23.1064541774987,1.95163560846363e-07,0.00039998771795462,7.24604807656358,"Q15194_HBV",5,-23.0766474599074,8.66657868070935e-08,0.000177621530061138,-7.56679166666667,"Up in B1",3.75050439317437,"PreC-C","Capsid protein","Q15194_HBV",7.56679166666667
2.21865833333333,12.0593714285714,18.4192292131883,8.23770061805905e-07,0.000964752423812115,6.28495517166134,"TSP1_HUMAN",50,-19.6557134606128,2.5837066814387e-07,0.000370875932501624,-2.21865833333333,"Up in B1",3.43077134871743,"THBS1","Thrombospondin-1","TSP1_HUMAN",2.21865833333333
3.84450333333333,7.08413571428571,21.6571014571364,2.9475585455303e-07,0.000483281699125148,6.98932144673518,"COL10_HUMAN",4,-19.3083793503456,2.9162360335956e-07,0.000370875932501624,-3.84450333333333,"Up in B1",3.43077134871743,"COLEC10","Collectin-10","COL10_HUMAN",3.84450333333333
0.816316666666669,11.4566,16.4833772104785,1.6616476006941e-06,0.00151357633672114,5.75363059046978,"K1C19_HUMAN",26,-18.8912267144409,3.3821639097399e-07,0.000370875932501624,-0.816316666666669,"Up in B1",3.43077134871743,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",0.816316666666669
2.61000166666667,10.4614028571429,17.9594091278991,9.66698561955053e-07,0.00099062435136344,6.16728488641792,"TSP4_HUMAN",21,-18.7035132928036,3.61918450843254e-07,0.000370875932501624,-2.61000166666667,"Up in B1",3.43077134871743,"THBS4","Thrombospondin-4","TSP4_HUMAN",2.61000166666667
-2.78579416666667,10.4946842857143,-20.6348961687705,4.00806357637552e-07,0.000547635086652108,6.78821922079198,"NUA4L_HUMAN",5,17.8065778183734,5.04917239467274e-07,0.00045992350323919,2.78579416666667,"Up in DM",3.33731439632665,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",-2.78579416666667
-0.786108333333335,11.4486285714286,-12.2476556701126,1.06643998069547e-05,0.00582844997449433,4.17239274544119,"EHD2_HUMAN",32,13.7264908885517,2.9097171467117e-06,0.00219434128100918,0.786108333333335,"Up in DM",2.6586958266553,"EHD2","EH domain-containing protein 2","EHD2_HUMAN",-0.786108333333335
0.704149999999998,12.6620714285714,12.7638313431603,8.25202382925913e-06,0.00520385318094357,4.40386646711735,"LG3BP_HUMAN",20,-13.6600290415772,3.00563843630882e-06,0.00219434128100918,-0.704149999999998,"Up in B1",2.6586958266553,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",0.704149999999998
2.9993775,6.6844,12.9943794225588,7.38185365986667e-06,0.00504303635863225,4.50322672044285,"LAMB1_HUMAN",30,-13.5248887971822,3.2120145611259e-06,0.00219434128100918,-2.9993775,"Up in B1",2.6586958266553,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN",2.9993775
0.498233333333323,15.8137714285714,10.7905294404216,2.33073407434577e-05,0.00876733489426148,3.44429778269837,"APOE_HUMAN",29,-12.914401558224,4.37032060931668e-06,0.0025772137742808,-0.498233333333323,"Non-significant",2.58884955617166,"APOE","Apolipoprotein E","APOE_HUMAN",0.498233333333323
-0.611208333333334,16.4365714285714,-11.1796492031014,1.87449603858396e-05,0.00819014225899642,3.65036062079557,"ALDOC_HUMAN",31,12.9007505196191,4.40119454012334e-06,0.0025772137742808,0.611208333333334,"Up in DM",2.58884955617166,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-0.611208333333334
-0.405424999999999,12.2562285714286,-8.82874839559959,7.88721976448694e-05,0.0167002753106313,2.25205417859533,"TENS1_HUMAN",76,12.6388423836393,5.04448099446058e-06,0.00275697701283919,0.405424999999999,"Non-significant",2.55956685494563,"TNS1","Tensin-1","TENS1_HUMAN",-0.405424999999999
2.6517825,7.71552428571429,12.2755344292053,1.05150292095359e-05,0.00582844997449433,4.18522376086224,"CLC11_HUMAN",7,-12.1410308262847,6.58610581463203e-06,0.00329742655722956,-2.6517825,"Up in B1",2.48182486860802,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",2.6517825
1.9325675,6.85373428571429,15.052027260774,2.94317689888275e-06,0.00241281642170408,5.29266525398885,"C1QB_HUMAN",4,-12.0724898374815,6.83779598352067e-06,0.00329742655722956,-1.9325675,"Up in B1",2.48182486860802,"C1QB","Complement C1q subcomponent subunit B","C1QB_HUMAN",1.9325675
-0.631911666666667,9.78637428571428,-10.7282087805778,2.41508558382704e-05,0.00876733489426148,3.41044817731888,"FMO1_HUMAN",22,11.6068959768803,8.86865321559943e-06,0.00381571177442576,0.631911666666667,"Up in DM",2.41842443782118,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN",-0.631911666666667
5.5697775,8.06266,11.8144354846853,1.33299183037294e-05,0.00682991689087335,3.96795924430419,"ST2B1_HUMAN",1,-11.5500974896212,9.16048235951082e-06,0.00381571177442576,-5.5697775,"Up in B1",2.41842443782118,"SULT2B1","Sulfotransferase 2B1","ST2B1_HUMAN",5.5697775
0.757158333333331,11.4826285714286,10.1229113467995,3.44559161619676e-05,0.0108642154113773,3.06885210108608,"CO5_HUMAN",67,-11.5219987584796,9.30888454361006e-06,0.00381571177442576,-0.757158333333331,"Up in B1",2.41842443782118,"C5","Complement C5","CO5_HUMAN",0.757158333333331
3.187375,7.60796714285714,13.0494599571955,7.18988856310338e-06,0.00504303635863225,4.52661029869601,"GNAZ_HUMAN",1,-11.2090724768562,1.11606621510391e-05,0.00435690991972469,-3.187375,"Up in B1",2.36082141912574,"GNAZ","Guanine nucleotide-binding protein G(z) subunit alpha","GNAZ_HUMAN",3.187375
-0.492891666666669,12.6470142857143,-9.48113800983544,5.13097039335302e-05,0.0127465743286994,2.67949909206415,"PURA1_HUMAN",29,10.9646880470956,1.29010725467364e-05,0.00480740876082478,0.492891666666669,"Non-significant",2.31808894942882,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN",-0.492891666666669
0.553050000000001,10.7256285714286,9.05571078085371,6.77072589893425e-05,0.0150017326809359,2.40458795042258,"LAMC1_HUMAN",52,-10.7051004679414,1.5096668582086e-05,0.00538097778417136,-0.553050000000001,"Up in B1",2.26913880097185,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN",0.553050000000001
0.799016666666665,12.0555142857143,9.68396736079224,4.51281668037939e-05,0.0121918033273739,2.80574053155145,"APOA5_HUMAN",23,-10.2823985038933,1.96460475045047e-05,0.00671076239341372,-0.799016666666665,"Up in B1",2.17322813788705,"APOA5","Apolipoprotein A-V","APOA5_HUMAN",0.799016666666665
5.73565666666666,8.78381142857143,9.76405098123362,4.29259305608551e-05,0.0121347165082031,2.85475819300331,"GPC3_HUMAN",10,-10.0824120055592,2.23289039917219e-05,0.00708890374756213,-5.73565666666666,"Up in B1",2.1494209204157,"GPC3","Glypican-3","GPC3_HUMAN",5.73565666666666
2.0443975,6.94150714285714,9.64996360900169,4.61022082396426e-05,0.0121918033273739,2.78478720664895,"CNTN1_HUMAN",20,-10.0127512500649,2.33594140144429e-05,0.00708890374756213,-2.0443975,"Up in B1",2.1494209204157,"CNTN1","Contactin-1","CNTN1_HUMAN",2.0443975
-0.459725000000001,11.7583,-8.1872370199199,0.000123757345055776,0.0215864407397287,1.79721796923612,"DPYD_HUMAN",55,10.0105771590053,2.3392434738354e-05,0.00708890374756213,0.459725000000001,"Non-significant",2.1494209204157,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN",-0.459725000000001
4.1169125,6.87809142857143,9.82283841273724,4.13876090190219e-05,0.0121177006692122,2.89044831979082,"PLA1A_HUMAN",5,-9.94570951672555,2.44024938624866e-05,0.00708890374756213,-4.1169125,"Up in B1",2.1494209204157,"PLA1A","Phospholipase A1 member A","PLA1A_HUMAN",4.1169125
0.303283333333331,13.3541714285714,6.5177389037164,0.000466740082940687,0.0517068166262315,0.424133287453257,"FAT1_HUMAN",153,-9.90409018777973,2.50766295046721e-05,0.00708890374756213,-0.303283333333331,"Non-significant",2.1494209204157,"FAT1","Protocadherin Fat 1","FAT1_HUMAN",0.303283333333331
1.68819833333333,6.50600142857143,10.7933729742771,2.32696675680253e-05,0.00876733489426148,3.44583656878205,"MD2L1_HUMAN",5,-9.69917412969958,2.87202072390441e-05,0.00780200147131525,-1.68819833333333,"Up in B1",2.1077939721242,"MAD2L1","Mitotic spindle assembly checkpoint protein MAD2A","MD2L1_HUMAN",1.68819833333333
-0.627066666666671,14.1950428571429,-8.67030455001937,8.79187997068698e-05,0.017160912380879,2.14304048907249,"PLOD2_HUMAN",38,9.65742519545239,2.95342301270725e-05,0.00780200147131525,0.627066666666671,"Up in DM",2.1077939721242,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",-0.627066666666671
-0.794583333333339,10.7305857142857,-9.30859576324193,5.73405101571233e-05,0.0138258088902381,2.56968812548465,"RCN2_HUMAN",17,9.61178444351048,3.04542628790056e-05,0.00780200147131525,0.794583333333339,"Up in DM",2.1077939721242,"RCN2","Reticulocalbin-2","RCN2_HUMAN",-0.794583333333339
2.77279,6.69096142857143,9.82936683013505,4.12207088066113e-05,0.0121177006692122,2.89439658848947,"S23A2_HUMAN",4,-9.53959150122921,3.19767837524071e-05,0.00794380827885557,-2.77279,"Up in B1",2.09997124593763,"SLC23A2","Solute carrier family 23 member 2","S23A2_HUMAN",2.77279
0.590366666666663,11.8658857142857,8.67426884853762,8.76784393522224e-05,0.017160912380879,2.14579392575131,"ANXA1_HUMAN",23,-9.32435871499982,3.70546359087345e-05,0.00893452662293546,-0.590366666666663,"Up in B1",2.04892845272668,"ANXA1","Annexin A1","ANXA1_HUMAN",0.590366666666663
2.32330166666667,8.04799428571429,9.20400656170489,6.13904249195217e-05,0.0143793915282925,2.50201347486714,"MIME_HUMAN",7,-9.21155867867957,4.00777778901415e-05,0.00938736066123942,-2.32330166666667,"Up in B1",2.02745649627315,"OGN","Mimecan","MIME_HUMAN",2.32330166666667
2.3870525,6.65004,10.3801155332734,2.95593726252654e-05,0.00969310947127703,3.21690493412943,"OMD_HUMAN",2,-9.0905246518699,4.36370807644566e-05,0.00993713300297265,-2.3870525,"Up in B1",2.00273889735203,"OMD","Osteomodulin","OMD_HUMAN",2.3870525
-0.402125000000005,14.5270142857143,-8.08046416156354,0.000133780957082859,0.0228486726284432,1.71793040907151,"APOL2_HUMAN",21,8.81629792830833,5.31096983144353e-05,0.0117673866697768,0.402125000000005,"Non-significant",1.92931997563684,"APOL2","Apolipoprotein L2","APOL2_HUMAN",-0.402125000000005
2.84031833333333,7.38039571428571,8.57329287808961,9.40423653067912e-05,0.0175218025178426,2.07524026379138,"HMCN1_HUMAN",9,-8.77870425874687,5.45817006795981e-05,0.0117752837413512,-2.84031833333333,"Up in B1",1.92902861916141,"HMCN1","Hemicentin-1","HMCN1_HUMAN",2.84031833333333
3.36774583333333,7.90176285714286,8.43774401839007,0.000103433414015524,0.0184336332195492,1.97913780245534,"MATN3_HUMAN",18,-8.73748218214445,5.62491969702631e-05,0.0118238696605697,-3.36774583333333,"Up in B1",1.92724036633147,"MATN3","Matrilin-3","MATN3_HUMAN",3.36774583333333
0.52486833333333,9.54437142857143,7.89577664747381,0.000153390337913155,0.0248551723312215,1.57824250135467,"PERM_HUMAN",27,-8.66109861664732,5.94939890854933e-05,0.0121932930630718,-0.52486833333333,"Up in B1",1.91387898790249,"MPO","Myeloperoxidase","PERM_HUMAN",0.52486833333333
-0.579941666666672,14.3070714285714,-8.51735343620902,9.7794541588538e-05,0.0178159922653963,2.03577492883514,"NDRG1_HUMAN",15,8.54555725134553,6.48135708379463e-05,0.0128949052174284,0.579941666666672,"Up in DM",1.88958184574777,"NDRG1","Protein NDRG1","NDRG1_HUMAN",-0.579941666666672
-0.615461666666668,9.36477428571429,-9.05655996134352,6.76690284600664e-05,0.0150017326809359,2.40515081059908,"PDLI3_HUMAN",12,8.51122947073707,6.64964266014953e-05,0.0128949052174284,0.615461666666668,"Up in DM",1.88958184574777,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN",-0.615461666666668
-0.308508333333338,15.2211428571429,-6.48724445368248,0.000479350825029714,0.0517068166262315,0.396157069122222,"ACOHC_HUMAN",48,8.45103360524521,6.95683418880019e-05,0.0128949052174284,0.308508333333338,"Non-significant",1.88958184574777,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",-0.308508333333338
0.770979999999998,10.56578,7.88506473422585,0.000154624760782178,0.0248551723312215,1.5700400424067,"TRFL_HUMAN",33,-8.44389144762137,6.99433740341979e-05,0.0128949052174284,-0.770979999999998,"Up in B1",1.88958184574777,"LTF","Lactotransferrin","TRFL_HUMAN",0.770979999999998
-0.795943333333335,8.47494857142857,-11.1568800218783,1.89817885973325e-05,0.00819014225899642,3.63854879808905,"CDO1_HUMAN",7,8.4280765426651,7.07819876536079e-05,0.0128949052174284,0.795943333333335,"Up in DM",1.88958184574777,"CDO1","Cysteine dioxygenase type 1","CDO1_HUMAN",-0.795943333333335
0.470214166666667,9.63812714285714,7.65072428302621,0.000184686872497482,0.0291165957833531,1.3877728200651,"BCAM_HUMAN",25,-8.39723179181537,7.24505654232348e-05,0.0129119507682539,-0.470214166666667,"Non-significant",1.88900813853251,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN",0.470214166666667
0.208291666666664,12.6743571428571,4.82986179317084,0.00239860902258674,0.113833440908389,-1.31093660840779,"LRP1_HUMAN",189,-8.33111830115334,7.61793217645295e-05,0.0132876187196939,-0.208291666666664,"Non-significant",1.8765528421994,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN",0.208291666666664
0.269375,15.1182285714286,5.68436442669953,0.00100310956380588,0.0744489774184594,-0.383182554854334,"CO3_HUMAN",111,-8.24540814077103,8.13411224053217e-05,0.0138923858641422,-0.269375,"Non-significant",1.85722316256683,"C3","Complement C3","CO3_HUMAN",0.269375
0.415683333333329,12.918,6.74715452846418,0.000383078242411422,0.0455141366853454,0.631003931409126,"CO4B_HUMAN",83,-8.18536391476475,8.5193219907913e-05,0.0142533472817361,-0.415683333333329,"Non-significant",1.84608313317978,"C4B_2","Complement C4-B","CO4B_HUMAN",0.415683333333329
1.53731666666666,7.06626,8.00147750187816,0.000141794343654635,0.023723061822055,1.65858746624529,"ALS_HUMAN",10,-8.08643320776409,9.19991939825723e-05,0.0150841878453826,-1.53731666666666,"Up in B1",1.82147806790623,"IGFALS","Insulin-like growth factor-binding protein complex acid labile subunit","ALS_HUMAN",1.53731666666666
