"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BM1_vs_B2"
4.098155,10.6513725,28.5775618082597,7.85069866690077e-09,6.34571973245589e-05,7.5357459452996,"Q6VBP1_HBV",1,-28.2270027939955,1.48299540345493e-08,0.000119870518461262,-4.098155,"Up in B2",3.92128761626697,"S","Large envelope protein","Q6VBP1_HBV",4.098155
4.8570725,10.36586375,25.1293738584513,2.01132244126039e-08,8.12875964635385e-05,7.25168299914149,"Q15194_HBV",5,-24.6939420649934,3.79975359056841e-08,0.000153567041362822,-4.8570725,"Up in B2",3.81370198280815,"PreC-C","Capsid protein","Q15194_HBV",4.8570725
0.6685,11.598775,13.576706640639,1.73048254787199e-06,0.00466249681148309,5.07689334002941,"DDB2_HUMAN",18,-14.6157674964965,1.47203343415866e-06,0.00294700454399968,-0.6685,"Up in B2",2.53061919450893,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.6685
-0.279325,10.6326875,-9.89365163498692,1.60327218807493e-05,0.0129592490962097,3.4480044283145,"TAGL_HUMAN",15,14.209581495857,1.78757773247031e-06,0.00294700454399968,0.279325,"Non-significant",2.53061919450893,"TAGLN","Transgelin","TAGL_HUMAN",-0.279325
0.300389999999998,8.73017,11.13175783457,7.05015872596622e-06,0.0119094331321497,4.08792333782956,"TSYL1_HUMAN",13,-14.1691798576559,1.82296458245681e-06,0.00294700454399968,-0.300389999999998,"Non-significant",2.53061919450893,"TSPYL1","Testis-specific Y-encoded-like protein 1","TSYL1_HUMAN",0.300389999999998
0.431499999999993,16.179575,11.0621770323454,7.36696346167863e-06,0.0119094331321497,4.05478199733841,"STOM_HUMAN",17,-11.841554243983,6.22323519153836e-06,0.00838373500886743,-0.431499999999993,"Non-significant",2.07656245722168,"STOM","Stomatin","STOM_HUMAN",0.431499999999993
0.45715,12.43955,10.7405123314255,9.05654798860307e-06,0.0122006795653131,3.89740695954145,"RIR2B_HUMAN",23,-10.8258597720684,1.14179956511904e-05,0.0130696837930641,-0.45715,"Non-significant",1.88373491958003,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",0.45715
-0.671924999999998,10.7951125,-10.1107365449497,1.37939099973115e-05,0.0129592490962097,3.56830784235378,"RCN2_HUMAN",17,10.4442340041135,1.45352078012745e-05,0.0130696837930641,0.671924999999998,"Up in BM1",1.88373491958003,"RCN2","Reticulocalbin-2","RCN2_HUMAN",-0.671924999999998
0.400784999999999,9.1283875,9.30504635251738,2.44693419610774e-05,0.0179805173701262,3.10265089838881,"TREA_HUMAN",16,-10.4423937102164,1.45524129825036e-05,0.0130696837930641,-0.400784999999999,"Non-significant",1.88373491958003,"TREH","Trehalase","TREA_HUMAN",0.400784999999999
0.307082500000002,9.79706125,8.62113467953864,4.12044744378124e-05,0.0222037177920558,2.66315331028953,"PRAP1_HUMAN",6,-10.2387905789743,1.66065780049868e-05,0.0134230970014308,-0.307082500000002,"Non-significant",1.8721472713907,"PRAP1","Proline-rich acidic protein 1","PRAP1_HUMAN",0.307082500000002
