"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.706399999999999,12.822075,-11.1345990596105,6.13596401829485e-06,0.0183320108298626,4.37555392797596,"EDF1_HUMAN",12,-12.1683801527604,4.1330067011999e-06,0.0129373190818055,-0.706399999999999,"Up in B1",1.88815571042203,"EDF1","Endothelial differentiation-related factor 1","EDF1_HUMAN"
-0.407100000000003,11.878925,-10.9743385945646,6.80391345906072e-06,0.0183320108298626,4.29138448255396,"TENS1_HUMAN",76,-11.7546373057522,5.26234994408486e-06,0.0129373190818055,-0.407100000000003,"Non-significant",1.88815571042203,"TNS1","Tensin-1","TENS1_HUMAN"
-0.477725000000001,10.5284625,-9.96603657776267,1.34668675438239e-05,0.021158775846636,3.72018794806053,"RRFM_HUMAN",8,-11.6397760543013,5.63511299532326e-06,0.0129373190818055,-0.477725000000001,"Non-significant",1.88815571042203,"MRRF","Ribosome-recycling factor, mitochondrial","RRFM_HUMAN"
-0.298850000000002,10.85775,-7.57701036049088,8.92804786890662e-05,0.0221266148802617,2.019062903642,"RHG17_HUMAN",36,-11.4282960757505,6.40223633888681e-06,0.0129373190818055,-0.298850000000002,"Non-significant",1.88815571042203,"ARHGAP17","Rho GTPase-activating protein 17","RHG17_HUMAN"
-0.4709225,9.67632375,-10.1932457177219,1.14871397683959e-05,0.021158775846636,3.8554835162343,"T2FB_HUMAN",16,-10.8989975232596,8.89683969611666e-06,0.0132682043436815,-0.4709225,"Non-significant",1.87718784852956,"GTF2F2","General transcription factor IIF subunit 2","T2FB_HUMAN"
-0.450120000000002,10.14074,-8.89613627442161,2.97873895282968e-05,0.0212711045704364,3.02565300429848,"TRIP4_HUMAN",25,-10.6299987443935,1.05747127731645e-05,0.0132682043436815,-0.450120000000002,"Non-significant",1.87718784852956,"TRIP4","Activating signal cointegrator 1","TRIP4_HUMAN"
0.485675000000002,14.1530875,9.37361895412475,2.07010247986233e-05,0.021158775846636,3.34783844181218,"RL27_HUMAN",8,10.5028111705056,1.14904652240221e-05,0.0132682043436815,0.485675000000002,"Non-significant",1.87718784852956,"RPL27","Large ribosomal subunit protein eL27","RL27_HUMAN"
-0.601780000000002,9.629345,-9.201473710707,2.35591961672304e-05,0.021158775846636,3.23404650426202,"FIL1L_HUMAN",39,-10.1870650449194,1.41770500493983e-05,0.0140413803888873,-0.601780000000002,"Up in B1",1.85259019521135,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.586399999999999,12.22505,9.25588852539537,2.26104400403329e-05,0.021158775846636,3.2702986156495,"H2AY_HUMAN",17,10.0103664842335,1.59862812985585e-05,0.0140413803888873,0.586399999999999,"Up in BT",1.85259019521135,"MACROH2A1","Core histone macro-H2A.1","H2AY_HUMAN"
-0.352749999999999,14.4092,-7.76015686466076,7.5981257324894e-05,0.0221266148802617,2.16995789644296,"HNRPR_HUMAN",32,-9.88969521835288,1.73714962129002e-05,0.0140413803888873,-0.352749999999999,"Non-significant",1.85259019521135,"HNRNPR","Heterogeneous nuclear ribonucleoprotein R","HNRPR_HUMAN"
-0.410275000000004,10.7789125,-8.13965273714763,5.49154656114641e-05,0.0212711045704364,2.47073129982563,"ICT1_HUMAN",10,-9.66510189276849,2.03257626919761e-05,0.0143214589364749,-0.410275000000004,"Non-significant",1.844012737909,"MRPL58","Large ribosomal subunit protein mL62","ICT1_HUMAN"
-0.331254999999999,10.0876475,-7.37742963973366,0.000106817026227953,0.0221266148802617,1.85019748362628,"HDAC7_HUMAN",17,-9.60155909512348,2.12615993118518e-05,0.0143214589364749,-0.331254999999999,"Non-significant",1.844012737909,"HDAC7","Histone deacetylase 7","HDAC7_HUMAN"
-0.302775000000004,11.6550625,-7.29676013072317,0.000114971894713719,0.0221266148802617,1.78059940617221,"K1C19_HUMAN",26,-9.32589981380732,2.5925391008601e-05,0.0159231687841779,-0.302775000000004,"Non-significant",1.79797050138855,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.389624999999999,12.7834375,-7.76647211513251,7.55639604855429e-05,0.0221266148802617,2.17509307289654,"SNX3_HUMAN",10,-9.19551477673469,2.85254481970189e-05,0.0159231687841779,-0.389624999999999,"Non-significant",1.79797050138855,"SNX3","Sorting nexin-3","SNX3_HUMAN"
-0.324850000000001,12.18725,-7.63586439770229,8.47422437968488e-05,0.0221266148802617,2.06797142432175,"DBNL_HUMAN",24,-9.09721501645635,3.0680412492581e-05,0.0159231687841779,-0.324850000000001,"Non-significant",1.79797050138855,"DBNL","Drebrin-like protein","DBNL_HUMAN"
-0.646649999999999,11.0104,-11.182740712831,5.9499790167041e-06,0.0183320108298626,4.40050545858321,"MX1_HUMAN",43,-9.06103267145129,3.15193245758809e-05,0.0159231687841779,-0.646649999999999,"Up in B1",1.79797050138855,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-0.352149999999998,11.524825,-8.05525853575425,5.8963647209162e-05,0.0212711045704364,2.40519613261169,"IN35_HUMAN",18,-8.95147684286717,3.42212654623034e-05,0.0162712052195176,-0.352149999999998,"Non-significant",1.78858027737657,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN"
0.219474999999999,12.2487875,5.63268382996275,0.000613215746616418,0.0362909574957488,0.154283961159184,"MIC26_HUMAN",6,8.74872393000667,3.99386774502991e-05,0.0179346849905982,0.219474999999999,"Non-significant",1.74630624698056,"APOO","MICOS complex subunit MIC26","MIC26_HUMAN"
0.953292500000002,9.81730375,8.76665786989765,3.29707004673805e-05,0.0212711045704364,2.93466765873791,"REEP3_HUMAN",11,8.6668927181331,4.25449297691805e-05,0.0180995088065414,0.953292500000002,"Up in BT",1.74233321107022,"REEP3","Receptor expression-enhancing protein 3","REEP3_HUMAN"
0.664900000000001,12.636775,8.21889246064729,5.13960141264356e-05,0.0212711045704364,2.53157685699916,"CUTA_HUMAN",6,8.55681926655548,4.63578952414684e-05,0.0182769586306194,0.664900000000001,"Up in BT",1.738096071175,"CUTA","Protein CutA","CUTA_HUMAN"
0.645225000000003,13.3902875,8.82350546979412,3.15283115745842e-05,0.0212711045704364,2.97481060547197,"RL19_HUMAN",8,8.43556250940792,5.10100164069633e-05,0.0182769586306194,0.645225000000003,"Up in BT",1.738096071175,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN"
-0.511374999999999,10.7268625,-8.67600375306744,3.54265816457196e-05,0.0212711045704364,2.87001074303814,"KANK1_HUMAN",51,-8.43270911299969,5.11256427049438e-05,0.0182769586306194,-0.511374999999999,"Up in B1",1.738096071175,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.9090525,9.77814875,-8.21430536225137,5.15927175389666e-05,0.0212711045704364,2.52807256502289,"PLIN2_HUMAN",25,-8.34588222058355,5.47890758766023e-05,0.0182769586306194,-0.9090525,"Up in B1",1.738096071175,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.613724999999999,14.6572625,8.05647438182546,5.89030043882878e-05,0.0212711045704364,2.40614568612584,"RL7_HUMAN",17,8.32647152024828,5.56478758508446e-05,0.0182769586306194,0.613724999999999,"Up in BT",1.738096071175,"RPL7","Large ribosomal subunit protein uL30","RL7_HUMAN"
0.375275000000002,12.2302625,6.96846548385751,0.000156142162417063,0.0236800615254177,1.48912508691174,"PLM_HUMAN",1,8.12938885445489,6.52799513930327e-05,0.0182769586306194,0.375275000000002,"Non-significant",1.738096071175,"FXYD1","Phospholemman","PLM_HUMAN"
0.516224999999999,16.6346375,8.16297854229635,5.38521783889975e-05,0.0212711045704364,2.48871111449709,"COX5B_HUMAN",9,8.12215120943393,6.5667768783122e-05,0.0182769586306194,0.516224999999999,"Up in BT",1.738096071175,"COX5B","Cytochrome c oxidase subunit 5B, mitochondrial","COX5B_HUMAN"
-0.614967499999999,10.25159125,-7.65205252753681,8.35396305592489e-05,0.0221266148802617,2.0813540895926,"TAGL_HUMAN",15,-8.08566595350255,6.7662622337755e-05,0.0182769586306194,-0.614967499999999,"Up in B1",1.738096071175,"TAGLN","Transgelin","TAGL_HUMAN"
