"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BT_vs_BM2"
0.793070000000002,9.72499,28.3644031618541,1.11220730997059e-08,4.74616525058889e-05,10.0058334127524,"FIL1L_HUMAN",39,-38.6455675930011,2.02189699331143e-09,1.63429933969363e-05,-0.793070000000002,"Up in BM2",4.78666839476148,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",0.793070000000002
-4.309615,10.8239175,-28.1502081243564,1.17435735508818e-08,4.74616525058889e-05,9.97092354075899,"Q6VBP1_HBV",1,27.8309708007847,1.98572788792629e-08,5.91223252392637e-05,4.309615,"Up in BT",4.22824849378233,"S","Large envelope protein","Q6VBP1_HBV",-4.309615
0.675674999999998,10.6139125,21.5493791686889,7.9438087541237e-08,9.17282945136884e-05,8.60378358187432,"AKA12_HUMAN",66,-26.3263320130422,2.92054179345216e-08,5.91223252392637e-05,-0.675674999999998,"Up in BM2",4.22824849378233,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN",0.675674999999998
0.701500000000003,12.026125,24.7838858490904,2.92482272076911e-08,5.91033551299417e-05,9.35155256408381,"TENS1_HUMAN",76,-25.9320268495444,3.24284861047983e-08,5.91223252392637e-05,-0.701500000000003,"Up in BM2",4.22824849378233,"TNS1","Tensin-1","TENS1_HUMAN",0.701500000000003
0.785495000000001,10.1987275,21.9170333207906,7.04070971020278e-08,9.17282945136884e-05,8.69778231887313,"VLDLR_HUMAN",32,-25.4862517089771,3.65720185817541e-08,5.91223252392637e-05,-0.785495000000001,"Up in BM2",4.22824849378233,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN",0.785495000000001
-4.743295,10.6239025,-23.4462685922502,4.34937371587403e-08,7.03119754908196e-05,9.06300835789508,"Q15194_HBV",5,23.0947507422183,7.23706914383434e-08,9.74953831493549e-05,4.743295,"Up in BT",4.01101594963718,"PreC-C","Capsid protein","Q15194_HBV",-4.743295
0.43665,16.220725,15.3487406891477,8.80874275276341e-07,0.000508579054789905,6.54485129951426,"ALDOA_HUMAN",29,-19.9473772857149,1.99070658581401e-07,0.000229869733330495,-0.43665,"Non-significant",3.63851820799511,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN",0.43665
-0.334675000000001,14.5717875,-13.61531872325,2.04174328831197e-06,0.000674467281823949,5.75521587532148,"VNN1_HUMAN",18,19.0823877135538,2.70155687686593e-07,0.000272958552946341,0.334675000000001,"Non-significant",3.56390329286121,"VNN1","Pantetheinase","VNN1_HUMAN",-0.334675000000001
0.999402500000002,9.82332375,17.8348182526797,3.05026266625464e-07,0.000273947479237069,7.49298655993856,"PLIN2_HUMAN",25,-18.4923464582576,3.35310494591579e-07,0.000298213715225663,-0.999402500000002,"Up in BM2",3.52547238667159,"PLIN2","Perilipin-2","PLIN2_HUMAN",0.999402500000002
0.374399999999998,10.4006,13.3789446669024,2.30741974531768e-06,0.000690773103755661,5.63784468458499,"TRFM_HUMAN",39,-18.1704401763146,3.78324349312662e-07,0.000298213715225663,-0.374399999999998,"Non-significant",3.52547238667159,"MELTF","Melanotransferrin","TRFM_HUMAN",0.374399999999998
0.560950000000002,10.75165,18.7155932014895,2.16680222613053e-07,0.000218928279922663,7.78575587102075,"KANK1_HUMAN",51,-17.9857238157688,4.05833337558121e-07,0.000298213715225663,-0.560950000000002,"Up in BM2",3.52547238667159,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN",0.560950000000002
-0.783625000000001,11.6197875,-15.9601376295693,6.68936704861627e-07,0.000461472869143625,6.79640580148378,"DDB2_HUMAN",18,16.9656213568483,6.05777044746074e-07,0.000408041321056877,0.783625000000001,"Up in BT",3.38929585505151,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",-0.783625000000001
0.381925000000003,13.4691125,13.3834430908347,2.30201124326118e-06,0.000690773103755661,5.64010186809242,"MUC18_HUMAN",27,-16.1355531896149,8.53947695616301e-07,0.000520095494627729,-0.381925000000003,"Non-significant",3.28391690832244,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",0.381925000000003
0.474775000000001,12.4806125,13.6394115484415,2.01666903468436e-06,0.000674467281823949,5.76703926188123,"LIMC1_HUMAN",62,-16.0099093992012,9.00821096720055e-07,0.000520095494627729,-0.474775000000001,"Non-significant",3.28391690832244,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN",0.474775000000001
-0.536550000000002,16.275825,-14.887017258391,1.09196632319548e-06,0.000551647736899319,6.34602352892104,"STOM_HUMAN",17,15.7498489013119,1.00746467950542e-06,0.000542889133629485,0.536550000000002,"Up in BT",3.26528885101697,"STOM","Stomatin","STOM_HUMAN",-0.536550000000002
1.57623,10.227135,15.9061928455469,6.85101376929791e-07,0.000461472869143625,6.77472759279428,"NUA4L_HUMAN",5,-15.5309792854079,1.10845990164232e-06,0.000559980086560931,-1.57623,"Up in BM2",3.25182741665536,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",1.57623
0.796967499999997,10.34259125,14.6242939590437,1.23743357961344e-06,0.000555676423556411,6.22930904332601,"TAGL_HUMAN",15,-15.3450374887698,1.20339144186291e-06,0.000572177236739876,-0.796967499999997,"Up in BM2",3.24246942397729,"TAGLN","Transgelin","TAGL_HUMAN",0.796967499999997
0.6387,13.058625,14.0608603662364,1.62991686163127e-06,0.000674467281823949,5.96979304757239,"BGH3_HUMAN",32,-15.1203314745872,1.3307155252385e-06,0.000597565199472377,-0.6387,"Up in BM2",3.22361470255343,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN",0.6387
0.611700000000004,14.058475,15.1775779050483,9.53203035987217e-07,0.000513649342658978,6.47206061648505,"NDRG1_HUMAN",15,-14.7379239520904,1.58434766022867e-06,0.000640753453747846,-0.611700000000004,"Up in BM2",3.19330904423137,"NDRG1","Protein NDRG1","NDRG1_HUMAN",0.611700000000004
0.433575000000001,11.7027875,12.7599576498303,3.20991004617385e-06,0.000786233421309795,5.3182404655754,"BCAP_HUMAN",31,-14.6479006273307,1.65179682647996e-06,0.000640753453747846,-0.433575000000001,"Non-significant",3.19330904423137,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN",0.433575000000001
-0.640699999999999,12.43565,-14.6685335653652,1.21146870261542e-06,0.000555676423556411,6.24914912025218,"RIR2B_HUMAN",23,14.5633616874415,1.7181283450519e-06,0.000640753453747846,0.640699999999999,"Up in BT",3.19330904423137,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",-0.640699999999999
0.365075000000001,12.8674625,13.0174961856518,2.79303341597612e-06,0.000752019339011027,5.45342447533017,"P4HA2_HUMAN",32,-14.5314175644799,1.74397822373532e-06,0.000640753453747846,-0.365075000000001,"Non-significant",3.19330904423137,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN",0.365075000000001
-0.724924999999999,11.7813625,-17.27189132841,3.82821738157758e-07,0.000309434810952916,7.29485257820147,"ASM3A_HUMAN",18,14.2081548317857,2.03206746609244e-06,0.000692341346051416,0.724924999999999,"Up in BT",3.15967973190756,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN",-0.724924999999999
0.491275000000002,13.1453125,12.6011836926469,3.50190617582763e-06,0.000832526694682787,5.23327792348005,"CRIP2_HUMAN",10,-14.1839877233056,2.05569619018112e-06,0.000692341346051416,-0.491275000000002,"Non-significant",3.15967973190756,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN",0.491275000000002
0.619937499999999,9.92705625,15.5107686845857,8.18094203811026e-07,0.000508579054789905,6.61278688920921,"LX15B_HUMAN",22,-14.0254538708713,2.21868540009158e-06,0.000717345363557609,-0.619937499999999,"Up in BM2",3.1442717043384,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN",0.619937499999999
0.316724999999998,10.2272125,11.0753281332331,8.5462940439542e-06,0.00143333900661701,4.34801698840572,"T23O_HUMAN",17,-13.9438950030946,2.30823743524952e-06,0.000717595507273918,-0.316724999999998,"Non-significant",3.14412028898884,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",0.316724999999998
0.454149999999998,16.4031,12.9690145733004,2.86658280304818e-06,0.000752019339011027,5.42822071683251,"ALDOC_HUMAN",31,-13.5530350220732,2.79876719595672e-06,0.000822832251048327,-0.454149999999998,"Non-significant",3.08468869439852,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",0.454149999999998
0.532550000000001,15.008125,12.9996321079145,2.81988258564586e-06,0.000752019339011027,5.44415068218279,"CP2C8_HUMAN",33,-13.5165345800131,2.85034059499606e-06,0.000822832251048327,-0.532550000000001,"Up in BM2",3.08468869439852,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN",0.532550000000001
-0.338925000000001,14.3258625,-11.8097059012001,5.49023127697321e-06,0.00113788562594293,4.79029811949714,"TMED7_HUMAN",12,13.389740188004,3.03808616745877e-06,0.000827471596085586,0.338925000000001,"Non-significant",3.08224690495407,"TMED7","Transmembrane emp24 domain-containing protein 7","TMED7_HUMAN",-0.338925000000001
-2.9146375,7.04581125,-13.5735390037066,2.08606730738571e-06,0.000674467281823949,5.73465192167527,"CDIP1_HUMAN",3,13.3683317707996,3.07115524960628e-06,0.000827471596085586,2.9146375,"Up in BT",3.08224690495407,"CDIP1","Cell death-inducing p53-target protein 1","CDIP1_HUMAN",-2.9146375
-0.285675000000003,13.3765125,-10.3196957859659,1.38644139594785e-05,0.00186546949826783,3.85803413483633,"ANT3_HUMAN",28,13.0092446396574,3.69171485334096e-06,0.000962584876114678,0.285675000000003,"Non-significant",3.01656096612795,"SERPINC1","Antithrombin-III","ANT3_HUMAN",-0.285675000000003
0.403775000000003,14.5027125,11.5534223195045,6.38846103970383e-06,0.00120088210660293,4.6395330224827,"GBP1_HUMAN",22,-12.8933325823383,3.92163087821269e-06,0.000990579449643537,-0.403775000000003,"Non-significant",3.00411068604364,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",0.403775000000003
0.157999999999998,15.15255,6.92445744491246,0.000194990323402236,0.00732629251354083,1.09504655117493,"ACOHC_HUMAN",48,-12.7109755151765,4.31710574367985e-06,0.00101699378229115,-0.157999999999998,"Non-significant",2.99268170226398,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",0.157999999999998
-0.297775,13.6047625,-9.82146996619878,1.94114411192473e-05,0.00233394145346193,3.51366986219243,"DNJC3_HUMAN",27,12.6052978111371,4.56696715359158e-06,0.00101699378229115,0.297775,"Non-significant",2.99268170226398,"DNAJC3","DnaJ homolog subfamily C member 3","DNJC3_HUMAN",-0.297775
0.537785,8.6618325,11.5735567381427,6.31216762163885e-06,0.00120088210660293,4.65151342442217,"BICC1_HUMAN",25,-12.5785193903976,4.63286666259635e-06,0.00101699378229115,-0.537785,"Up in BM2",2.99268170226398,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN",0.537785
0.382962499999998,8.80246375,10.663458529764,1.10830691693193e-05,0.00172277784799245,4.08557460160834,"NELFE_HUMAN",17,-12.5078606242093,4.81200663446138e-06,0.00101699378229115,-0.382962499999998,"Non-significant",2.99268170226398,"NELFE","Negative elongation factor E","NELFE_HUMAN",0.382962499999998
-0.256449999999997,11.9485,-9.3841786496999,2.64116801209512e-05,0.00260348305387376,3.19626839383318,"BODG_HUMAN",18,12.4494988489676,4.96592527085045e-06,0.00101699378229115,0.256449999999997,"Non-significant",2.99268170226398,"BBOX1","Gamma-butyrobetaine dioxygenase","BODG_HUMAN",-0.256449999999997
0.363000000000001,11.6118,11.1054702527561,8.38813972622164e-06,0.00143333900661701,4.36680385632291,"VTDB_HUMAN",21,-12.4386678394497,4.99510198230659e-06,0.00101699378229115,-0.363000000000001,"Non-significant",2.99268170226398,"GC","Vitamin D-binding protein","VTDB_HUMAN",0.363000000000001
0.623275,10.7871875,11.7404624052181,5.71795806938365e-06,0.0011554563768707,4.74993112809052,"RCN2_HUMAN",17,-12.3933999319216,5.11917377507641e-06,0.00101699378229115,-0.623275,"Up in BM2",2.99268170226398,"RCN2","Reticulocalbin-2","RCN2_HUMAN",0.623275
0.288,10.689425,9.63330201075959,2.21287404511913e-05,0.00238488812089306,3.37888767658666,"SYNE2_HUMAN",160,-12.3670900408028,5.19289349020956e-06,0.00101699378229115,-0.288,"Non-significant",2.99268170226398,"SYNE2","Nesprin-2","SYNE2_HUMAN",0.288
0.342474999999999,10.8020125,10.3671317866649,1.34373379058257e-05,0.00186546949826783,3.8899081861338,"DNJC1_HUMAN",25,-12.3383056549742,5.27493303856126e-06,0.00101699378229115,-0.342474999999999,"Non-significant",2.99268170226398,"DNAJC1","DnaJ homolog subfamily C member 1","DNJC1_HUMAN",0.342474999999999
0.405574999999999,11.5515375,11.6017908518572,6.20691337244858e-06,0.00120088210660293,4.66827392855792,"IN35_HUMAN",18,-12.3350197186479,5.28439179218463e-06,0.00101699378229115,-0.405574999999999,"Non-significant",2.99268170226398,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN",0.405574999999999
0.352549999999999,12.1029,12.7979120095924,3.14426050139481e-06,0.000786233421309795,5.33836563956197,"ABI1_HUMAN",22,-12.2471717963835,5.54456107941728e-06,0.00104224853964953,-0.352549999999999,"Non-significant",2.98202870471459,"ABI1","Abl interactor 1","ABI1_HUMAN",0.352549999999999
0.687927499999999,7.32921625,12.9576419851226,2.88415186308819e-06,0.000752019339011027,5.42229224790052,"CNN1_HUMAN",10,-12.1322201396724,5.90728944825264e-06,0.00108519592295968,-0.687927499999999,"Up in BM2",2.96449184653543,"CNN1","Calponin-1","CNN1_HUMAN",0.687927499999999
0.424775,11.3701625,13.8568457312172,1.80550747568064e-06,0.000674467281823949,5.87259597642317,"ACO12_HUMAN",27,-11.8995993426721,6.72700957941654e-06,0.00120361412060532,-0.424775,"Non-significant",2.91951272582977,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",0.424775
0.520725000000002,12.5158125,11.2676133870942,7.5921690231753e-06,0.00133407613509404,4.46690955865617,"3BHS7_HUMAN",18,-11.8675657872766,6.84971539624454e-06,0.00120361412060532,-0.520725000000002,"Up in BM2",2.91951272582977,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN",0.520725000000002
0.302092500000002,9.81753875,10.2965724734769,1.40781441784409e-05,0.00186546949826783,3.84244050385326,"LAMB2_HUMAN",62,-11.7929671850546,7.14545587020731e-06,0.0012288663786997,-0.302092500000002,"Non-significant",2.91049533773868,"LAMB2","Laminin subunit beta-2","LAMB2_HUMAN",0.302092500000002
0.391674999999998,16.0222375,10.5399301044971,1.20026518238115e-05,0.00179661916096053,4.00472255802769,"ENOG_HUMAN",20,-11.6763175906098,7.63746854092796e-06,0.00128195663254225,-0.391674999999998,"Non-significant",2.89212666636647,"ENO2","Gamma-enolase","ENOG_HUMAN",0.391674999999998
0.3614,14.539525,10.4483953472358,1.2739803208844e-05,0.00185419905113004,3.94415467802197,"SERA_HUMAN",27,-11.6154587160243,7.90937885341867e-06,0.00128195663254225,-0.3614,"Non-significant",2.89212666636647,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN",0.3614
0.193100000000001,11.28555,7.64081026552681,0.000103305243879278,0.0054221836771182,1.76895580696853,"S12A4_HUMAN",38,-11.5900070280624,8.02634367805039e-06,0.00128195663254225,-0.193100000000001,"Non-significant",2.89212666636647,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN",0.193100000000001
0.460699999999999,11.0482,11.0486571593101,8.68905249588439e-06,0.00143333900661701,4.33134674633485,"APOL3_HUMAN",18,-11.5683363861254,8.12748335800978e-06,0.00128195663254225,-0.460699999999999,"Non-significant",2.89212666636647,"APOL3","Apolipoprotein L3","APOL3_HUMAN",0.460699999999999
0.851150000000002,13.8115,26.4609702060459,1.83009988842456e-08,4.9308991327119e-05,9.67762995059028,"PLOD2_HUMAN",38,-11.5430876315147,8.24715388991674e-06,0.00128195663254225,-0.851150000000002,"Up in BM2",2.89212666636647,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",0.851150000000002
