"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.14268,11.22281,-96.5909395474772,1.3263194118474e-12,1.0873166538325e-08,14.5883393954227,"TSP1_HUMAN",50,-120.166881024447,6.95792993899948e-14,5.70411096399177e-10,-3.14268,"Up in BM2",9.24381203459718,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.899925,14.7858125,-65.6116138354034,2.22099832316228e-11,9.1038721266422e-08,13.9074480108547,"FINC_HUMAN",120,-94.7411633701422,4.33499253419451e-13,1.77691343976633e-09,-1.899925,"Up in BM2",8.75033372782073,"FN1","Fibronectin","FINC_HUMAN"
-1.84575,14.861925,-52.482640936204,1.12858695177968e-10,3.08405194356326e-07,13.2992508467476,"FIBA_HUMAN",43,-62.359717367049,1.08116995968201e-11,2.95447710982436e-08,-1.84575,"Up in BM2",7.52951937042132,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.64834999999999,15.2405,-47.8678465073386,2.20477028239875e-10,4.51867669377623e-07,12.9938013024795,"FIBG_HUMAN",29,-54.4867071372217,3.0500041751925e-11,6.25098355705703e-08,-1.64834999999999,"Up in BM2",7.20405164348862,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.65445,14.5301,-33.7310366141238,2.80363959917361e-09,3.83070623900421e-06,11.5203801055272,"FIBB_HUMAN",38,-36.938134827489,6.02040046840592e-10,9.87104860799835e-07,-1.65445,"Up in BM2",6.00563670949069,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.980525,13.5780625,-33.8409554038915,2.73825378071581e-09,3.83070623900421e-06,11.5363362032136,"FGL1_HUMAN",17,-34.6502561819666,9.82415523793882e-10,1.34230707734371e-06,-1.980525,"Up in BM2",5.87214811997908,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.029185,8.62497,-22.7463110738987,4.84423605136271e-08,5.67329244986736e-05,9.30869379000079,"PGBM_HUMAN",106,-23.9924295510698,1.62600284684628e-08,1.90428161977797e-05,-2.029185,"Up in BM2",4.72026882440146,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.949627500000002,10.47966125,-19.0544335703123,1.72968117482729e-07,0.000111017378813672,8.16393401374721,"LAMC1_HUMAN",52,-21.0830824126426,4.34079980173362e-08,4.28246301664762e-05,-0.949627500000002,"Up in BM2",4.36830637891358,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.451250000000002,13.2561,-14.9021090599267,9.97901505785742e-07,0.000264342445958415,6.47093937040837,"FAT1_HUMAN",153,-20.862312077736,4.70141097216743e-08,4.28246301664762e-05,-0.451250000000002,"Non-significant",4.36830637891358,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-5.91825,7.9896,-19.9061902898999,1.26403329384403e-07,0.000111017378813672,8.45349589915428,"GPC3_HUMAN",10,-20.3747047706559,5.624101754297e-08,4.45820476720691e-05,-5.91825,"Up in BM2",4.35083998807074,"GPC3","Glypican-3","GPC3_HUMAN"
-0.734095,10.2952775,-18.7453023332198,1.94472778287052e-07,0.000113877702599804,8.05458592636415,"CCN1_HUMAN",22,-20.0300813801454,6.39958228027492e-08,4.45820476720691e-05,-0.734095,"Up in BM2",4.35083998807074,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.646059999999999,10.166745,-16.8504168461125,4.16538663184379e-07,0.000162608760037407,7.32960042814307,"AGRIN_HUMAN",63,-19.9784694124018,6.52579375536508e-08,4.45820476720691e-05,-0.646059999999999,"Up in BM2",4.35083998807074,"AGRN","Agrin","AGRIN_HUMAN"
-4.3430325,6.84889625,-19.2171614011586,1.62740274768406e-07,0.000111017378813672,8.2205647895412,"CLC11_HUMAN",7,-19.4233942374241,8.07632568371889e-08,4.8657528709217e-05,-4.3430325,"Up in BM2",4.31284995243778,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-3.044,7.4276725,-19.1179745812556,1.68890002259125e-07,0.000111017378813672,8.18612233885291,"MIME_HUMAN",7,-19.0150870356027,9.48327446025133e-08,4.8657528709217e-05,-3.044,"Up in BM2",4.31284995243778,"OGN","Mimecan","MIME_HUMAN"
