"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.16368333333333,12.0279571428571,-72.7455689252379,2.71203581195371e-10,2.22332695863965e-06,10.2701633602601,"TSP1_HUMAN",50,-101.71105339915,8.5277856884788e-12,6.99107870741492e-08,-2.16368333333333,"Up in BM1",7.15545580844122,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-2.63027666666667,10.4729885714286,-40.7039054022043,9.71008885366765e-09,3.98016542111837e-05,9.27343422125309,"TSP4_HUMAN",21,-42.6955074950032,2.60120148371377e-09,1.05384112878796e-05,-2.63027666666667,"Up in BM1",4.97722485600322,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.45983333333333,15.0567571428571,-32.0015619034399,4.26095191061453e-08,6.1272872947674e-05,8.56854949855889,"FINC_HUMAN",120,-37.827598190505,5.76643516731689e-09,1.05384112878796e-05,-1.45983333333333,"Up in BM1",4.97722485600322,"FN1","Fibronectin","FINC_HUMAN"
-1.60515833333333,15.4095,-33.9607148044688,2.95780648796165e-08,6.06202439707741e-05,8.76109132554042,"FIBG_HUMAN",29,-37.4402006301366,6.17010293822568e-09,1.05384112878796e-05,-1.60515833333333,"Up in BM1",4.97722485600322,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.78213333333333,13.6696285714286,-36.3043336515716,1.96253112110924e-08,5.36294337695118e-05,8.96276674221453,"FGL1_HUMAN",17,-37.2081695740165,6.42742820680628e-09,1.05384112878796e-05,-1.78213333333333,"Up in BM1",4.97722485600322,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.72054166666666,15.0599,-30.3046850164058,5.95365295456824e-08,6.97257813165007e-05,8.38118362044264,"FIBA_HUMAN",43,-33.3207184674587,1.32694231167054e-08,1.81304551184585e-05,-1.72054166666666,"Up in BM1",4.74159129392135,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-2.47793583333333,8.79517,-31.7362454912666,4.48447472171315e-08,6.1272872947674e-05,8.54058981803691,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-31.3573705781724,1.97678236752792e-08,2.31509454985627e-05,-2.47793583333333,"Up in BM1",4.63543126743552,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-0.424333333333331,12.9229428571429,-14.5338383283703,5.23723976415406e-06,0.00252558185803147,4.93566734562821,"CO4B_HUMAN",83,-22.2402219723555,1.87225621764452e-07,0.000191859455903122,-0.424333333333331,"Non-significant",3.71701679148601,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.373749999999998,14.2742714285714,-13.9338088496861,6.74862398223466e-06,0.00276626097031799,4.69692785036024,"VIME_HUMAN",46,-21.1686121403342,2.58334936288692e-07,0.000224714558870692,-0.373749999999998,"Non-significant",3.64836878947505,"VIM","Vimentin","VIME_HUMAN"
-1.48660833333334,14.7997571428571,-19.3169915667029,9.35040274197669e-07,0.000918050485169141,6.45076407297953,"FIBB_HUMAN",38,-20.5826397815389,3.10158924081287e-07,0.000224714558870692,-1.48660833333334,"Up in BM1",3.64836878947505,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.72393333333333,11.4636428571429,-17.1286033223524,1.94102284571055e-06,0.00132604210742793,5.83313609463411,"CO5_HUMAN",67,-20.4118542208529,3.27446683806601e-07,0.000224714558870692,-0.72393333333333,"Up in BM1",3.64836878947505,"C5","Complement C5","CO5_HUMAN"
-0.514183333333332,15.8228857142857,-16.5724586669913,2.37073003620731e-06,0.00149501883360212,5.65741151797113,"APOE_HUMAN",29,-20.1875657062806,3.51859563084347e-07,0.000224714558870692,-0.514183333333332,"Up in BM1",3.64836878947505,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.744424999999998,12.6850857142857,-18.9221665248343,1.06022034215591e-06,0.000918050485169141,6.34733534824266,"LG3BP_HUMAN",20,-20.1483323024688,3.56341701063552e-07,0.000224714558870692,-0.744424999999998,"Up in BM1",3.64836878947505,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.28033333333333,13.3410571428571,-10.4844515389419,3.66754443579413e-05,0.00683330211014551,3.02322855518491,"FAT1_HUMAN",153,-19.7601041698159,4.04419235610873e-07,0.000236816349538424,-0.28033333333333,"Non-significant",3.62558831770415,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
