"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043236","GO:0043236","laminin binding","3/19","28/18369",3.02368820041521e-06,0.000199563421227404,8.5936401485485e-05,"64129/7057/3675",3
"GO:0005178","GO:0005178","integrin binding","4/19","151/18369",1.54495847886334e-05,0.000392549276886971,0.000169040358468074,"7057/255743/928/3675",4
"GO:0005201","GO:0005201","extracellular matrix structural constituent","4/19","167/18369",2.29614170892955e-05,0.000392549276886971,0.000169040358468074,"3339/64129/7057/255743",4
"GO:0050840","GO:0050840","extracellular matrix binding","3/19","55/18369",2.3790865265877e-05,0.000392549276886971,0.000169040358468074,"64129/7057/3675",3
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","3/19","92/18369",0.000111159718420965,0.00146730828315674,0.00063185524155075,"6692/5054/135228",3
"GO:0050431","GO:0050431","transforming growth factor beta binding","2/19","23/18369",0.000253146520516385,0.00278461172568023,0.00119911509718287,"7057/135228",2
"GO:0001968","GO:0001968","fibronectin binding","2/19","31/18369",0.000462979551145329,0.00436523576794168,0.00187976659863517,"7057/3675",2
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","3/19","173/18369",0.000711961939410552,0.00585796109775391,0.00252256697989403,"6692/5054/135228",3
"GO:0030414","GO:0030414","peptidase inhibitor activity","3/19","180/18369",0.000798812876966443,0.00585796109775391,0.00252256697989403,"6692/5054/135228",3
"GO:0061135","GO:0061135","endopeptidase regulator activity","3/19","187/18369",0.000892152773754265,0.00588820830677815,0.00253559209382791,"6692/5054/135228",3
"GO:0061134","GO:0061134","peptidase regulator activity","3/19","230/18369",0.00161885762122124,0.00971314572732746,0.00418269433234197,"6692/5054/135228",3
"GO:0001786","GO:0001786","phosphatidylserine binding","2/19","62/18369",0.00184715732070744,0.0101593652638909,0.00437484628588603,"7057/558",2
"GO:0005518","GO:0005518","collagen binding","2/19","66/18369",0.00209011335043552,0.0106113447022111,0.00456947857989951,"7057/3675",2
"GO:0072341","GO:0072341","modified amino acid binding","2/19","85/18369",0.00343820175337578,0.0162086654087715,0.00697980807076285,"7057/558",2
"GO:0004857","GO:0004857","enzyme inhibitor activity","3/19","359/18369",0.00568537137076608,0.0250156340313708,0.010772282597241,"6692/5054/135228",3
"GO:0019955","GO:0019955","cytokine binding","2/19","130/18369",0.00785508389710133,0.0314068570491753,0.013524483896774,"7057/135228",2
"GO:0019838","GO:0019838","growth factor binding","2/19","132/18369",0.00808964499751484,0.0314068570491753,0.013524483896774,"7057/135228",2
"GO:0002020","GO:0002020","protease binding","2/19","138/18369",0.00881218399551197,0.0323113413168772,0.0139139747297557,"5054/3675",2
"GO:0003779","GO:0003779","actin binding","3/19","434/18369",0.00957869299346697,0.0332733546088853,0.0143282388267927,"8572/4703/11346",3
"GO:0032036","GO:0032036","myosin heavy chain binding","1/19","11/18369",0.0113222698567872,0.0373634905273977,0.0160895413754344,"558",1
"GO:0043047","GO:0043047","single-stranded telomeric DNA binding","1/19","12/18369",0.0123455227641146,0.038800214401503,0.016708226297298,"79991",1
"GO:0098847","GO:0098847","sequence-specific single stranded DNA binding","1/19","14/18369",0.014389019448789,0.043167058346367,0.0185886854123112,"79991",1
"GO:0051371","GO:0051371","muscle alpha-actinin binding","1/19","15/18369",0.015409265083791,0.0442178911100091,0.019041197128712,"8572",1
"GO:0016755","GO:0016755","aminoacyltransferase activity","1/19","17/18369",0.0174467555771968,0.0460594347237995,0.0198342063403921,"2162",1
"GO:0030169","GO:0030169","low-density lipoprotein particle binding","1/19","17/18369",0.0174467555771968,0.0460594347237995,0.0198342063403921,"7057",1
