"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004497","GO:0004497","monooxygenase activity","12/207","103/18369",1.89791583097583e-09,9.20489178023275e-07,6.77256280737689e-07,"1558/2330/8529/5053/1559/66002/1576/2328/57834/1595/2329/1573",12
"GO:0016709","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","8/207","40/18369",1.28187737452457e-08,2.17878754818344e-06,1.60305801157718e-06,"2330/8529/1559/1576/2328/57834/1595/2329",8
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","14/207","177/18369",1.37088374898412e-08,2.17878754818344e-06,1.60305801157718e-06,"1558/2330/5264/8529/5053/1559/66002/1576/2328/57834/1595/254295/2329/1573",14
"GO:0005506","GO:0005506","iron ion binding","13/207","152/18369",1.79693818406882e-08,2.17878754818344e-06,1.60305801157718e-06,"1558/5264/7498/7018/8529/5053/1559/23498/66002/1576/57834/1595/1573",13
"GO:0050661","GO:0050661","NADP binding","8/207","53/18369",1.30313816653655e-07,1.08938907587197e-05,8.01525549040904e-06,"1806/2330/9380/1428/2328/2329/1717/7108",8
"GO:0019842","GO:0019842","vitamin binding","12/207","150/18369",1.34769782582099e-07,1.08938907587197e-05,8.01525549040904e-06,"32/2194/6470/5264/10841/27232/55753/5950/7274/23464/83758/2638",12
"GO:0016712","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","7/207","39/18369",2.36201630657061e-07,1.6365398695525e-05,1.20409553071795e-05,"1558/8529/1559/66002/1576/57834/1573",7
"GO:0070330","GO:0070330","aromatase activity","6/207","25/18369",2.82131965540076e-07,1.71042504108671e-05,1.25845705681692e-05,"1558/8529/1559/66002/1576/57834",6
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","11/207","133/18369",3.2431866253268e-07,1.74771723698166e-05,1.28589504793659e-05,"2194/125/3248/8529/9380/51478/126/1962/8630/246181/83592",11
"GO:0031406","GO:0031406","carboxylic acid binding","13/207","200/18369",4.51633427723458e-07,2.19042212445877e-05,1.61161823156055e-05,"32/6470/5264/10841/9380/27232/5105/57834/6342/83758/341/2946/2752",13
"GO:0008392","GO:0008392","arachidonic acid epoxygenase activity","5/207","16/18369",6.83699380189287e-07,3.01449272174367e-05,2.21793387448965e-05,"1558/8529/1559/66002/1573",5
"GO:0043177","GO:0043177","organic acid binding","13/207","212/18369",8.75852288287737e-07,3.53990299849627e-05,2.60450812043459e-05,"32/6470/5264/10841/9380/27232/5105/57834/6342/83758/341/2946/2752",13
"GO:0008391","GO:0008391","arachidonic acid monooxygenase activity","5/207","18/18369",1.31669073253634e-06,4.56785581930994e-05,3.36083151979614e-05,"1558/8529/1559/66002/1573",5
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","10/207","123/18369",1.31855631897607e-06,4.56785581930994e-05,3.36083151979614e-05,"2194/125/3248/9380/51478/126/1962/8630/246181/83592",10
"GO:1901681","GO:1901681","sulfur compound binding","14/207","269/18369",2.33125503560513e-06,7.53772461512324e-05,5.54593303207114e-05,"32/7057/116519/6822/7018/348/27232/55753/2335/6342/4018/3827/9388/7060",14
"GO:0016742","GO:0016742","hydroxymethyl-, formyl- and related transferase activity","4/207","10/18369",3.11971334970187e-06,9.45663109128381e-05,6.95778174703247e-05,"10840/6470/10841/160428",4
"GO:0005319","GO:0005319","lipid transporter activity","11/207","169/18369",3.48597075568551e-06,9.94526950886748e-05,7.31730084320363e-05,"10998/348/335/11001/5950/7274/11309/336/8647/6580/11000",11
