"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004857","GO:0004857","enzyme inhibitor activity","3/5","359/18369",7.19028498348903e-05,0.00186947409570715,0.000302748841410065,"5502/6694/344",3
"GO:0015132","GO:0015132","prostaglandin transmembrane transporter activity","1/5","12/18369",0.00326246257312179,0.0176466742753346,0.00285776101624851,"11309",1
"GO:0004865","GO:0004865","protein serine/threonine phosphatase inhibitor activity","1/5","13/18369",0.00353394961823417,0.0176466742753346,0.00285776101624851,"5502",1
"GO:0071714","GO:0071714","icosanoid transmembrane transporter activity","1/5","13/18369",0.00353394961823417,0.0176466742753346,0.00285776101624851,"11309",1
"GO:0015347","GO:0015347","sodium-independent organic anion transmembrane transporter activity","1/5","16/18369",0.00434805582988873,0.0176466742753346,0.00285776101624851,"11309",1
"GO:0055102","GO:0055102","lipase inhibitor activity","1/5","16/18369",0.00434805582988873,0.0176466742753346,0.00285776101624851,"344",1
"GO:0015125","GO:0015125","bile acid transmembrane transporter activity","1/5","20/18369",0.00543270298442,0.0176466742753346,0.00285776101624851,"11309",1
"GO:0016004","GO:0016004","phospholipase activator activity","1/5","22/18369",0.00597467196665047,0.0176466742753346,0.00285776101624851,"344",1
"GO:0043274","GO:0043274","phospholipase binding","1/5","23/18369",0.00624556784282437,0.0176466742753346,0.00285776101624851,"344",1
"GO:0060229","GO:0060229","lipase activator activity","1/5","25/18369",0.00678718241359022,0.0176466742753346,0.00285776101624851,"344",1
"GO:0004864","GO:0004864","protein phosphatase inhibitor activity","1/5","44/18369",0.0119207523837928,0.0275803058891924,0.00446644629784493,"5502",1
"GO:0019212","GO:0019212","phosphatase inhibitor activity","1/5","47/18369",0.012729371948858,0.0275803058891924,0.00446644629784493,"5502",1
"GO:1901618","GO:1901618","organic hydroxy compound transmembrane transporter activity","1/5","52/18369",0.0140758947078757,0.0281517894157515,0.00455899423736866,"11309",1
"GO:0008028","GO:0008028","monocarboxylic acid transmembrane transporter activity","1/5","61/18369",0.0164959330862903,0.0306353043031105,0.00496118288309482,"11309",1
"GO:0019888","GO:0019888","protein phosphatase regulator activity","1/5","92/18369",0.0247952721090425,0.0429784716556737,0.00696007638148562,"5502",1
"GO:0019208","GO:0019208","phosphatase regulator activity","1/5","111/18369",0.0298542056389807,0.0485130841633436,0.00785636990499491,"5502",1
