"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055102","GO:0055102","lipase inhibitor activity","3/21","16/18369",7.14256056307975e-07,9.14247752074209e-05,4.58627572997753e-05,"345/344/341",3
"GO:0070325","GO:0070325","lipoprotein particle receptor binding","2/21","29/18369",0.000496070311064536,0.0218591855075811,0.0109655453615333,"345/335",2
"GO:0004857","GO:0004857","enzyme inhibitor activity","4/21","359/18369",0.000659889951030854,0.0218591855075811,0.0109655453615333,"345/344/6694/341",4
"GO:0016831","GO:0016831","carboxy-lyase activity","2/21","34/18369",0.000683099547111909,0.0218591855075811,0.0109655453615333,"130013/5105",2
"GO:0016829","GO:0016829","lyase activity","3/21","198/18369",0.00142173874154523,0.0245508919297937,0.0123158257213603,"130013/2194/5105",3
"GO:0031406","GO:0031406","carboxylic acid binding","3/21","200/18369",0.00146333158440957,0.0245508919297937,0.0123158257213603,"27232/5105/341",3
"GO:0015485","GO:0015485","cholesterol binding","2/21","50/18369",0.00147527215323259,0.0245508919297937,0.0123158257213603,"345/335",2
"GO:0016830","GO:0016830","carbon-carbon lyase activity","2/21","51/18369",0.0015344307456121,0.0245508919297937,0.0123158257213603,"130013/5105",2
"GO:0043177","GO:0043177","organic acid binding","3/21","212/18369",0.00172904130480409,0.0245908096683248,0.0123358502448011,"27232/5105/341",3
"GO:0032934","GO:0032934","sterol binding","2/21","59/18369",0.00204784003247296,0.0262123524156538,0.0131492886295632,"345/335",2
"GO:0072341","GO:0072341","modified amino acid binding","2/21","85/18369",0.00419710106439189,0.0479056283784264,0.0240316063411514,"2194/27232",2
"GO:0043178","GO:0043178","alcohol binding","2/21","88/18369",0.00449115266047748,0.0479056283784264,0.0240316063411514,"345/335",2
