"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001618","GO:0001618","virus receptor activity","11/250","77/18369",7.21061665801371e-09,2.1482834603311e-06,1.82479676167121e-06,"3685/3688/290/7037/3673/3678/3693/3690/4864/6317/5359",11
"GO:0140272","GO:0140272","exogenous protein binding","11/250","78/18369",8.29453073486912e-09,2.1482834603311e-06,1.82479676167121e-06,"3685/3688/290/7037/3673/3678/3693/3690/4864/6317/5359",11
"GO:0050840","GO:0050840","extracellular matrix binding","9/250","55/18369",5.11232645610066e-08,8.82728368086715e-06,7.49807880228097e-06,"3685/3688/3958/3673/8754/3690/2817/3491/1893",9
"GO:0043236","GO:0043236","laminin binding","6/250","28/18369",1.75410464283315e-06,0.000227156551246894,0.000192951510711647,"3688/3958/3673/8754/2817/1893",6
"GO:0005178","GO:0005178","integrin binding","11/250","151/18369",7.1541952696807e-06,0.000741174629938921,0.000629569183731902,"3685/3688/3655/3673/4240/977/3678/3693/8754/3690/4323",11
"GO:0045296","GO:0045296","cadherin binding","16/250","333/18369",1.40762863602184e-05,0.00121525272243219,0.00103226099974935,"3688/3655/6282/23670/6624/9531/5025/1265/6286/10848/26156/10190/23647/1627/4430/301",16
"GO:0005080","GO:0005080","protein kinase C binding","6/250","49/18369",5.12682868122735e-05,0.00379385322410824,0.00322257802820005,"3685/8878/8754/3690/4082/6385",6
"GO:0005520","GO:0005520","insulin-like growth factor binding","4/250","19/18369",0.000110532286154918,0.00715696552853091,0.00607927573852046,"3685/3655/3482/3690",4
"GO:0098631","GO:0098631","cell adhesion mediator activity","6/250","62/18369",0.000194493674774299,0.0111941915036763,0.0095085796556324,"3688/6282/3673/961/140885/301",6
"GO:0017134","GO:0017134","fibroblast growth factor binding","4/250","23/18369",0.000241939453924774,0.0125324637133033,0.01064533597269,"3685/2734/3690/2817",4
"GO:0003779","GO:0003779","actin binding","16/250","434/18369",0.00031476582306339,0.0148226087588033,0.0125906329225356,"3688/22885/7171/6624/2934/2037/7168/22998/9260/1265/4082/26258/6876/1627/65108/4430",16
"GO:0070006","GO:0070006","metalloaminopeptidase activity","4/250","26/18369",0.000395585124980204,0.0170760912283122,0.0145047879159408,"290/4012/4323/2028",4
"GO:0019838","GO:0019838","growth factor binding","8/250","132/18369",0.000454262962546849,0.0181006318922514,0.0153750541169703,"3685/3655/2734/3482/3690/6386/2817/3491",8
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity","5/250","50/18369",0.000576770996576078,0.0196223924683217,0.0166676692781111,"56262/55343/29957/55315/60386",5
"GO:0070851","GO:0070851","growth factor receptor binding","8/250","137/18369",0.00058180126443211,0.0196223924683217,0.0166676692781111,"23385/3678/3690/6386/351/27020/5359/1893",8
"GO:0002020","GO:0002020","protease binding","8/250","138/18369",0.000610482136647657,0.0196223924683217,0.0166676692781111,"3685/3688/10211/3690/7078/6317/5621/1893",8
"GO:0031994","GO:0031994","insulin-like growth factor I binding","3/250","13/18369",0.000643978131199748,0.0196223924683217,0.0166676692781111,"3685/3655/3690",3
"GO:0001968","GO:0001968","fibronectin binding","4/250","31/18369",0.000789347288399674,0.0227156608550573,0.0192951559386587,"3685/3688/3690/6385",4
"GO:0033218","GO:0033218","amide binding","14/250","400/18369",0.00121914369669353,0.0326024327400935,0.0276931861112763,"290/3929/3673/4012/81631/9445/2028/113235/3105/7097/84134/5621/6198/23398",14
"GO:0090482","GO:0090482","vitamin transmembrane transporter activity","4/250","35/18369",0.0012587811868762,0.0326024327400935,0.0276931861112763,"11182/113235/6513/60386",4
"GO:0004857","GO:0004857","enzyme inhibitor activity","13/250","359/18369",0.00133694100382426,0.0329697088168461,0.0280051580683635,"3958/51129/306/6692/493/684/351/7078/7009/6317/334/5621/301",13
"GO:0042277","GO:0042277","peptide binding","12/250","317/18369",0.00140025790341817,0.0329697088168461,0.0280051580683635,"290/3929/3673/4012/9445/2028/3105/7097/84134/5621/6198/23398",12
"GO:0048306","GO:0048306","calcium-dependent protein binding","5/250","62/18369",0.00154348052523138,0.0347618657421675,0.0295274535261655,"6282/306/6286/1201/301",5
"GO:0051015","GO:0051015","actin filament binding","9/250","202/18369",0.00183899079544227,0.0396915513349624,0.033714831249775,"22885/7171/6624/2934/7168/4082/26258/65108/4430",9
"GO:0005518","GO:0005518","collagen binding","5/250","66/18369",0.00204003254287451,0.0415088029516791,0.035258442661658,"3688/3673/8754/960/4015",5
"GO:0004177","GO:0004177","aminopeptidase activity","4/250","40/18369",0.00208345343000706,0.0415088029516791,0.035258442661658,"290/4012/4323/2028",4
