"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.450008107125385,18.7072151166886,6.95397161493731,0.000117067749839747,0.034759890507655,1.70166145471649,"O00468",44,8.04464414307852,1.05492593291551e-05,0.00583948594421689,-0.450008107125385,"Non-significant",2.23362538258216,"AGRN","Agrin","O00468"
-0.426484252839089,21.460742359705,-8.19178866667847,3.64739633301945e-05,0.0339746840062537,2.74546954160767,"P04066",10,-8.50179474820319,6.44848713933292e-06,0.00583948594421689,0.426484252839089,"Non-significant",2.23362538258216,"FUCA1","Tissue alpha-L-fucosidase","P04066"
-0.323288395904825,20.2935877246582,-7.81098385963138,5.14038572484605e-05,0.0339746840062537,2.44397425110208,"P06865",23,-9.00976602107627,3.82087172085353e-06,0.00583948594421689,0.323288395904825,"Non-significant",2.23362538258216,"HEXA","Beta-hexosaminidase subunit alpha","P06865"
-0.317093077580683,21.3295259113731,-7.79324844695734,5.22487509811607e-05,0.0339746840062537,2.42952614043882,"P07686",27,-9.14713360960604,3.33001992868689e-06,0.00583948594421689,0.317093077580687,"Non-significant",2.23362538258216,"HEXB","Beta-hexosaminidase subunit beta","P07686"
0.419558228751562,18.9605597252381,6.73112455424433,0.000146833102752854,0.034759890507655,1.49304111559954,"P11717",45,7.80897693857185,1.37100122788926e-05,0.00583948594421689,-0.419558228751562,"Non-significant",2.23362538258216,"IGF2R","Cation-independent mannose-6-phosphate receptor","P11717"
-0.410883282999009,20.1148884708099,-7.39658434455174,7.58297889812576e-05,0.0339746840062537,2.09652768420276,"P14920",11,-7.86212102141216,1.29166536580036e-05,0.00583948594421689,0.410883282999006,"Non-significant",2.23362538258216,"DAO","D-amino-acid oxidase","P14920"
-0.510914508224523,24.0125722136126,-7.86758049376773,4.8807500872021e-05,0.0339746840062537,2.48983449106889,"P50440",40,-9.08278370673125,3.55083538234411e-06,0.00583948594421689,0.510914508224527,"Up in CTRL.myr",2.23362538258216,"GATM","Glycine amidinotransferase, mitochondrial","P50440"
-0.429383134757597,20.6236903936069,-7.38302278453587,7.68225426121355e-05,0.0339746840062537,2.08480163798087,"Q12882",43,-8.59983977350312,5.81796713440672e-06,0.00583948594421689,0.429383134757593,"Non-significant",2.23362538258216,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
0.47062360312141,21.2312213365215,7.56807327854076,6.44306426779741e-05,0.0339746840062537,2.24283736016949,"Q13501",12,8.21104810161013,8.79752843046138e-06,0.00583948594421689,-0.47062360312141,"Non-significant",2.23362538258216,"SQSTM1","Sequestosome-1","Q13501"
-0.616064199865349,19.9219346951337,-7.20636593326973,9.11613188160421e-05,0.0339746840062537,1.92993073870154,"Q99519",13,-7.97868240107683,1.13455043062167e-05,0.00583948594421689,0.616064199865345,"Up in CTRL.myr",2.23362538258216,"NEU1","Sialidase-1","Q99519"
-0.374195392439312,20.402371297997,-7.89260788530144,4.77060996738969e-05,0.0339746840062537,2.50999531927962,"Q9UHL4",15,-8.65902243093187,5.47002594058367e-06,0.00583948594421689,0.374195392439308,"Non-significant",2.23362538258216,"DPP7","Dipeptidyl peptidase 2","Q9UHL4"
-0.309362368722745,19.9587501501325,-6.92263820355983,0.000120817086838448,0.034759890507655,1.6727348369317,"Q9ULD0",29,-8.1043100659768,9.88107866721554e-06,0.00583948594421689,0.309362368722745,"Non-significant",2.23362538258216,"OGDHL","2-oxoglutarate dehydrogenase-like, mitochondrial","Q9ULD0"
