"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-1.88060511707058,22.0367896542967,-41.1968529460352,1.49731504073809e-10,8.92848958792121e-07,13.4681141124226,"P02675",40,-48.730313723901,2.54424225520389e-13,1.51713165677808e-09,1.88060511707059,"Up in HBV",8.81897672947615,"FGB","Fibrinogen beta chain","P02675"
-1.72679379144573,21.6001266339498,-36.6096848451825,3.80870626399304e-10,1.13556577260952e-06,12.9394011947162,"P02679",37,-43.0464698784024,8.85449466838532e-13,2.63996758537908e-09,1.72679379144573,"Up in HBV",8.57840140554586,"FGG","Fibrinogen gamma chain","P02679"
-1.95342852921598,21.4737651436933,-34.1858335799697,6.54386903834478e-10,1.300703035855e-06,12.60479482998,"P02671",38,-39.6723430071736,2.01035298067824e-12,3.99591160792812e-09,1.95342852921598,"Up in HBV",8.39838412720623,"FGA","Fibrinogen alpha chain","P02671"
-7.96881818771365,18.9579079151154,-22.1980810012875,1.95744114847536e-08,1.94537026139309e-05,10.0648061995774,"P03146",9,-24.9707654642317,2.06289509849375e-10,3.07526086807956e-07,7.96881818771365,"Up in HBV",6.51211803801471,"C","Capsid protein","P03146"
-1.36460441545819,19.7767510200872,-21.160106422111,2.84758888418196e-08,2.425738930911e-05,9.74345578891965,"P07996",23,-24.0551382785438,2.99125018153882e-10,3.5673649665032e-07,1.3646044154582,"Up in HBV",6.44765245701147,"THBS1","Thrombospondin-1","P07996"
0.722420353544248,22.4907138208999,20.2422921328364,4.02716166653806e-08,3.0017456271958e-05,9.44013342847162,"O95497",22,23.3202750396949,4.07130173054894e-10,3.88273581735324e-07,-0.722420353544244,"Up in CTRL",6.41086215799087,"VNN1","Pantetheinase","O95497"
-0.76342853903656,24.1388292290187,-19.1798773772968,6.13327786051324e-08,4.06363732024894e-05,9.06442285552476,"P50440",40,-23.0565799340192,4.55796591002393e-10,3.88273581735324e-07,0.76342853903656,"Up in HBV",6.41086215799087,"GATM","Glycine amidinotransferase, mitochondrial","P50440"
-1.00833346263017,22.1209576965183,-18.9202668916486,6.82050170857806e-08,4.0670651688251e-05,8.96831602813486,"P02649",29,-21.8458787630951,7.78211709506795e-10,5.80059552973628e-07,1.00833346263017,"Up in HBV",6.23652741643686,"APOE","Apolipoprotein E","P02649"
-0.99749587005433,20.7431821830053,-18.543874718628,7.97589777906546e-08,4.32366167786976e-05,8.82581466144392,"P02647",23,-21.15868415173,1.06793107979908e-09,7.07563669871327e-07,0.99749587005433,"Up in HBV",6.15023447420701,"APOA1","Apolipoprotein A-I","P02647"
1.04789678155027,22.1151912023955,26.0757319607043,5.5319078246248e-09,8.24669158955942e-06,11.0922921558304,"P78556",5,20.3066838011477,1.60333519095408e-09,9.56068774365918e-07,-1.04789678155027,"Up in CTRL",6.01951086582714,"CCL20","C-C motif chemokine 20","P78556"
-0.957982479646773,20.3363642386608,-18.2219490843995,9.14042909383571e-08,4.54203155721186e-05,8.70087149380955,"Q6Q788",14,-19.9806853881323,1.88118374613101e-09,1.0197726071072e-06,0.957982479646777,"Up in HBV",5.99149665812846,"APOA5","Apolipoprotein A-V","Q6Q788"
-0.988972520154817,19.4030309134727,-17.0776939130096,1.51272494836061e-07,6.44312776219596e-05,8.23248128441928,"Q08830",13,-18.6796752958705,3.65275326394737e-09,1.79809528778608e-06,0.988972520154817,"Up in HBV",5.74518729710604,"FGL1","Fibrinogen-like protein 1","Q08830"
-0.540773474900877,20.6793855636786,-15.111641098069,3.89470027567302e-07,0.00013944141670739,7.32796697227579,"Q12882",43,-18.5460552465656,3.92004674513148e-09,1.79809528778608e-06,0.540773474900874,"Up in HBV",5.74518729710604,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
