"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
2.08465136146068,21.4081537275709,32.3276012210187,1.07527026915441e-09,3.36857862737197e-06,11.4082618645599,"P02671",38,37.2764099786774,3.75676361629683e-12,1.14415959335487e-08,-2.08465136146067,"Up in HBV",7.94151339365554,"FGA","Fibrinogen alpha chain","P02671"
1.87134209637625,21.5278524814845,32.1248055029359,1.12982680777192e-09,3.36857862737197e-06,11.3826317905742,"P02679",37,37.1974634003567,3.83753008000963e-12,1.14415959335487e-08,-1.87134209637625,"Up in HBV",7.94151339365554,"FGG","Fibrinogen gamma chain","P02679"
1.95915331684727,21.9975155544084,30.1368721607198,1.86676815140579e-09,3.71051282894425e-06,11.1128077760559,"P02675",40,34.7700410029026,7.55019119813823e-12,1.50072633714994e-08,-1.95915331684727,"Up in HBV",7.82369849569904,"FGB","Fibrinogen beta chain","P02675"
1.74462255289027,19.5867419513711,24.9317369558655,8.26050848748734e-09,9.8514824221774e-06,10.2092088377511,"P07996",23,28.3205714259914,5.88112306852443e-11,8.76728421440279e-08,-1.74462255289026,"Up in HBV",7.0571349144282,"THBS1","Thrombospondin-1","P07996"
7.89225387573245,18.996190071106,20.5193990688013,3.78087112404624e-08,3.75755575211462e-05,9.12906510355212,"P03146",9,23.131080398343,4.41430134341467e-10,5.26449578215634e-07,-7.89225387573245,"Up in HBV",6.27864321792834,"C","Capsid protein","P03146"
1.21284423600862,19.2910950555458,19.0544314638803,6.72624024371603e-08,5.72979579618267e-05,8.68171997630409,"Q08830",13,20.9771862226183,1.16294747415528e-09,1.15577596473133e-06,-1.21284423600862,"Up in HBV",5.93712634127048,"FGL1","Fibrinogen-like protein 1","Q08830"
2.05234818344744,17.1415031219525,27.3247522888563,4.02787468807338e-09,6.00455419124539e-06,10.6649771959837,"P05543",2,20.4050856495201,1.52856253920749e-09,1.30211691732775e-06,-2.05234818344745,"Up in HBV",5.88535001863219,"SERPINA7","Thyroxine-binding globulin","P05543"
1.24089085699254,22.2744928071326,16.6998257805223,1.86831993418204e-07,0.000139259897094094,7.84160713563629,"P02751",114,19.2104981860214,2.77203278775935e-09,2.06620393917613e-06,-1.24089085699253,"Up in HBV",5.68482681481655,"FN1","Fibronectin","P02751"
0.521532797113029,20.56526091497,16.4075448470793,2.14111427788013e-07,0.00014186071598888,7.7253126757225,"Q08380",18,18.2330644187151,4.63406579103383e-09,3.07032603465941e-06,-0.521532797113025,"Up in HBV",5.51281550480447,"LGALS3BP","Galectin-3-binding protein","Q08380"
1.11584210997385,20.6594927682747,15.7267591209183,2.96806286764082e-07,0.000160895989815838,7.44285459408332,"P19823",13,17.3984236580771,7.33960909831432e-09,4.37660890532483e-06,-1.11584210997384,"Up in HBV",5.35886226029756,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
0.559234119282475,21.5253965641342,14.066160411098,6.98692218529604e-07,0.000347191808257669,6.67864888744433,"P04114",137,16.8711671991438,9.92055274569969e-09,5.37784145660066e-06,-0.559234119282479,"Up in HBV",5.26939200529948,"APOB","Apolipoprotein B-100","P04114"
0.713247552683423,19.7652474487008,13.8113314206084,8.03423465099583e-07,0.000368524163260678,6.55093186369,"CO5_HUMAN",35,16.0755091874041,1.5902052780158e-08,7.90199506067351e-06,-0.713247552683423,"Up in HBV",5.10226324612039,"C5","Complement C5","CO5_HUMAN"
1.32707170534844,19.238988648914,15.9798345270063,2.62471064519743e-07,0.000156511495773123,7.54979941134053,"P10643",4,15.3770145124187,2.45068409754082e-08,1.12410994412584e-05,-1.32707170534845,"Up in HBV",4.94919121030425,"C7","Complement component C7","P10643"
0.931078430482785,18.9477502783673,12.1192148049316,2.16820563876473e-06,0.00080806313899713,5.62118821149767,"O00468",44,13.9110740071666,6.46456083047408e-08,2.75344115943692e-05,-0.931078430482785,"Up in HBV",4.56012419988177,"AGRN","Agrin","O00468"
0.54936419659585,20.7934176592659,11.5627048308662,3.0901235709357e-06,0.000921320342674479,5.28087888902631,"P0C0L4",81,13.7363951198955,7.30150623538682e-08,2.90259211210744e-05,-0.54936419659585,"Up in HBV",4.53721398928268,"C4A","Complement C4-A","P0C0L4"
0.439379882891323,22.2890345103499,11.0402444850552,4.3714575562656e-06,0.00124128578133389,4.94383884295313,"P01024",105,13.368455711811,9.47997243412603e-08,3.32523974262903e-05,-0.43937988289132,"Non-significant",4.47817703753459,"C3","Complement C3","P01024"
1.45262308353205,18.3834454192639,12.6367290391974,1.58001135608607e-06,0.000628107181089417,5.92153714806881,"P12109",5,13.4147190846861,9.17054768909391e-08,3.32523974262903e-05,-1.45262308353206,"Up in HBV",4.47817703753459,"COL6A1","Collagen alpha-1(VI) chain","P12109"
0.867485691341457,19.1241745873653,12.8796089758754,1.36748428823297e-06,0.000582450629338085,6.05744357330935,"P23142",6,12.8926537135403,1.3418096539902e-07,4.44511720374643e-05,-0.867485691341464,"Up in HBV",4.35211678356457,"FBLN1","Fibulin-1","P23142"
0.759912150289708,22.2451683526886,8.96883549407649,2.02914057126452e-05,0.00465375585632706,3.41329045424982,"P02649",29,10.2138037900634,1.2079493983007e-06,0.000343000107717481,-0.759912150289715,"Up in HBV",3.46470574356918,"APOE","Apolipoprotein E","P02649"
0.590461709523993,19.0276220259469,9.25290719024182,1.61618038750638e-05,0.00385491346028021,3.64367944564443,"P33908",14,10.2460931098314,1.17306720006252e-06,0.000343000107717481,-0.590461709523989,"Up in HBV",3.46470574356918,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","P33908"
0.869063470672508,18.841748078292,9.41104381579696,1.42753389171438e-05,0.00363022346772994,3.76888180095814,"P36955",8,10.2139688214489,1.20776826480205e-06,0.000343000107717481,-0.869063470672508,"Up in HBV",3.46470574356918,"SERPINF1","Pigment epithelium-derived factor","P36955"
0.400263740848331,20.3409280355498,9.38125903335005,1.4610995006795e-05,0.00363022346772994,3.74546349226128,"Q7LG56",14,10.148590371108,1.28189910331669e-06,0.000347452925139883,-0.400263740848327,"Non-significant",3.45910402772676,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","Q7LG56"
0.58195342061866,21.5649747676635,8.76183636280157,2.40432611863695e-05,0.00530999875756746,3.24082909126817,"P01023",27,10.0110883028095,1.454525881435e-06,0.000361389076291539,-0.58195342061866,"Up in HBV",3.44202497899702,"A2M","Alpha-2-macroglobulin","P01023"
0.894442838172797,17.6353812847728,11.6179064217482,2.98137937574132e-06,0.000921320342674479,5.31547417936215,"P08519",3,10.0377960019229,1.41910731581453e-06,0.000361389076291539,-0.8944428381728,"Up in HBV",3.44202497899702,"LPA","Apolipoprotein(a)","P08519"
0.365928026919306,20.0971329465892,8.24720676833482,3.72077794890183e-05,0.00739566630310053,2.79446277037039,"Q07954",113,9.82743746456516,1.72580168340425e-06,0.000411638217525583,-0.365928026919313,"Non-significant",3.38548431104769,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
0.876222006065042,18.8520335511592,8.46227514058144,3.09192339420227e-05,0.00635763420676833,2.98413558052453,"O00391",6,9.04885958933546,3.67361919092632e-06,0.000842530432134372,-0.876222006065039,"Up in HBV",3.07441440349005,"QSOX1","Sulfhydryl oxidase 1","O00391"
0.573777909703672,20.5284665236324,8.0052804238188,4.60409620327112e-05,0.00857944551878303,2.57551897463649,"Q6Q788",14,8.90026135167112,4.26863328600928e-06,0.000942735566091604,-0.573777909703672,"Up in HBV",3.02561010820874,"APOA5","Apolipoprotein A-V","Q6Q788"
0.525313831382039,18.3651316546599,7.82998385170283,5.39004279439331e-05,0.00973964399483858,2.41306114279165,"P10586",19,8.83226634265262,4.57519238646692e-06,0.000974352578589365,-0.525313831382054,"Up in HBV",3.01128386116248,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
0.308950246451516,19.9823720355527,7.42351123296377,7.85428248118519e-05,0.0123250227461335,2.023503362447,"P29122",21,8.44850514541496,6.82204011847304e-06,0.00140275259401568,-0.30895024645152,"Non-significant",2.85301891951229,"PCSK6","Proprotein convertase subtilisin/kexin type 6","P29122"
6.02715706825258,18.9904679059982,7.16885331724719,0.000100261579974669,0.0150518200636936,1.76989930526149,"P03138",4,8.08138987477734,1.01321586972156e-05,0.00201393541038322,-6.02715706825257,"Up in HBV",2.69595446196709,"S","Large envelope protein","P03138"
1.3131282547134,19.4434464966389,8.60742993432389,2.73467048882011e-05,0.00582387147315512,3.10958842889495,"P20742",1,7.8251668329484,1.34628655006673e-05,0.00258964732195093,-1.31312825471341,"Up in HBV",2.58675937744763,"PZP","Pregnancy zone protein","P20742"
1.45878576173248,16.4922369231889,8.11052451235518,4.19397550029513e-05,0.00806731480911607,2.67150465114261,"A0A494C0G5",1,7.76694568976597,1.43749075623758e-05,0.00267867418107646,-1.45878576173248,"Up in HBV",2.57208010832757,"AGRN","Agrin","A0A494C0G5"
0.308693729735342,19.5728350918103,7.69334567981671,6.106562205378e-05,0.0107098324796085,2.28414476964662,"Q06033",10,7.71699267932534,1.52109353225757e-05,0.00274856991904603,-0.308693729735339,"Non-significant",2.56089321082863,"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","Q06033"
1.03461889542734,15.8759550873634,6.97518506499408,0.000121258056023205,0.0168153904201481,1.57189958822126,"P98160",6,7.66484662739606,1.61402326394145e-05,0.00283071197731849,-1.03461889542734,"Up in HBV",2.54810431750341,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160"
0.181245674656459,18.8296335370387,5.80644768110151,0.000417892501422847,0.0408507046882694,0.275427607241062,"Q14789",52,7.37671013249582,2.25197750558072e-05,0.00383672624736509,-0.181245674656452,"Non-significant",2.41603918685851,"GOLGB1","Golgin subfamily B member 1","Q14789"
0.456485170990746,19.13650801213,7.48081750071222,7.44106489067025e-05,0.0119921810656937,2.07954154160373,"P00742",6,7.31906492193598,2.40985431579443e-05,0.00399165591252283,-0.456485170990742,"Non-significant",2.39884690268858,"F10","Coagulation factor X","P00742"
-0.671106149384077,24.4943048028726,-6.41790216925968,0.000214403933096581,0.0260916459807125,0.976189511793941,"RS27A_HUMAN",16,-7.21909126744808,2.71280470253482e-05,0.00437201471384192,0.671106149384077,"Up in CTRL.myr",2.35931838511904,"RPS27A","Ubiquitin-40S ribosomal protein S27a","RS27A_HUMAN"
0.829138033522767,17.7165418749746,11.7216441837465,2.78841895759424e-06,0.000921320342674479,5.37997856341597,"P69891",1,7.04909204441677,3.32683465459891e-05,0.00522050395930877,-0.829138033522764,"Up in HBV",2.282287570526,"HBE1;HBG1;HBG2","Hemoglobin subunit epsilon","P69891"
-0.435303904320506,20.0888125244396,-6.65149430620938,0.000168127217129861,0.0227850589942128,1.23069404185517,"P01040",8,-6.96001793217306,3.70728467503459e-05,0.00566834320954647,0.435303904320513,"Non-significant",2.24654386175916,"CSTA","Cystatin-A","P01040"
-0.430311207454135,17.6794187455288,-7.60502479895611,6.62582583796939e-05,0.0112885141348033,2.19972807263405,"Q14257",5,-6.91202001590103,3.93158141206984e-05,0.00571805364882255,0.430311207454128,"Non-significant",2.2427517742529,"RCN2","Reticulocalbin-2","Q14257"
0.764179576857103,18.7376549758408,7.1616291747343,0.000100968103730965,0.0150518200636936,1.7625942343333,"Q9H4B7",3,6.91291824446173,3.9272517706319e-05,0.00571805364882255,-0.764179576857103,"Up in HBV",2.2427517742529,"TUBB1","Tubulin beta-1 chain","Q9H4B7"
1.00485918683805,17.7842632644037,6.29247810643516,0.000244945736914026,0.0286394397885948,0.836585966990215,"P07358",4,6.76941206197008,4.68903938799345e-05,0.00665731949300117,-1.00485918683804,"Up in HBV",2.17670060021854,"C8B","Complement component C8 beta chain","P07358"
0.349132855365596,20.4170733126288,6.57472419832648,0.000181987593380112,0.0241153782072358,1.14783022114746,"P07307",8,6.6401548270966,5.51289944699035e-05,0.0076449812563729,-0.349132855365589,"Non-significant",2.11662357503437,"ASGR2","Asialoglycoprotein receptor 2","P07307"
0.858562490946955,17.5471252229999,6.07422592955022,0.000310221187714808,0.0342564618952481,0.588621259572492,"Q86UX7",4,6.45253105088098,6.99915980203118e-05,0.00948545224988908,-0.858562490946962,"Up in HBV",2.02294195787506,"FERMT3","Fermitin family homolog 3","Q86UX7"
0.73355785115065,18.8292655158639,11.6729458930114,2.87720287142388e-06,0.000921320342674479,5.34978017285758,"Q9NQZ5",1,6.43159444388588,7.19010109455509e-05,0.00952768285040711,-0.733557851150653,"Up in HBV",2.02101270771866,"STARD7","StAR-related lipid transfer protein 7, mitochondrial","Q9NQZ5"
0.291881105839661,19.9657718635817,5.71400182304808,0.000464151720138014,0.0425805647258919,0.164959992093038,"P39060",17,6.38178537063494,7.66730372561044e-05,0.00993915915561197,-0.291881105839661,"Non-significant",2.00265035499143,"COL18A1","Collagen alpha-1(XVIII) chain","P39060"
0.576964342309136,20.2807227943868,9.53752648614968,1.29427349568985e-05,0.0035080694794539,3.86749613911802,"O95445",2,6.23516709654329,9.28125260134314e-05,0.0115709252985106,-0.576964342309136,"Up in HBV",1.93663191019525,"APOM","Apolipoprotein M","O95445"
0.840757871544024,19.5689124487458,6.09779186040144,0.000302322969044975,0.0340141861210412,0.615707704403257,"P02771",3,6.23246948655007,9.31417766775964e-05,0.0115709252985106,-0.840757871544021,"Up in HBV",1.93663191019525,"AFP","Alpha-fetoprotein","P02771"
0.671589938772144,19.4768624008421,6.04271685827276,0.000321139434734726,0.0348173536240577,0.552285746800418,"Q96K21",4,6.20214936530012,9.69301647875804e-05,0.01179580760466,-0.67158993877214,"Up in HBV",1.92827231961599,"ZFYVE19","Abscission/NoCut checkpoint regulator","Q96K21"
