"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.48058811823527,8.79668303898403,28.8317955628583,1.8361475966899e-08,7.44925079977092e-05,8.09575238306493,"AMY1B_HUMAN",12,27.8122148777089,7.68468444474081e-09,6.23535295846269e-05,-0.108782450358081,"Non-significant",4.20513895781108,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
2.39518324534098,7.82549408503941,32.0301556993673,8.91389679183193e-09,7.23273585689243e-05,8.35663394795565,"CLC11_HUMAN",7,25.3284225690921,1.53976733300441e-08,6.2468360699989e-05,-0.153886636098239,"Non-significant",4.20433989069701,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
1.66095852851868,13.6003804888044,23.18062349723,8.18610954897558e-08,0.000221406976267959,7.43132848835012,"FGL1_HUMAN",17,23.6808122261048,2.53582068815475e-08,6.85854968789587e-05,-0.0830306212107157,"Non-significant",4.16376771069772,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
2.21864477793372,12.0593622752598,18.6835401066078,3.56181834635191e-07,0.000546684440902581,6.60216538261569,"TSP1_HUMAN",50,20.1512412707317,8.3660187310269e-08,0.000169704689958881,-0.179135084152199,"Non-significant",3.770306155354,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.609970331192,10.461385181972,18.3385911002629,4.04252729284629e-07,0.000546684440902581,6.52250633939557,"TSP4_HUMAN",21,19.1654683689659,1.21087685992576e-07,0.000196501096828752,0.00406320889790024,"Non-significant",3.70663502113922,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-2.78576970100404,10.4946746826172,-21.0210980115826,1.59625136060206e-07,0.000323799588498127,7.07673133284966,"NUA4L_HUMAN",5,-18.6891908762674,1.45734426589158e-07,0.000197081522890738,-0.0979845523834246,"Non-significant",3.70535409049857,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.816320419311475,11.4566020965576,15.2149553038547,1.4299350797212e-06,0.00165749903383683,5.65781996314129,"K1C19_HUMAN",26,17.090506262803,2.81086531851505e-07,0.00032581944563473,-0.158208290735903,"Non-significant",3.487022999586,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.786078055699702,11.4486257008144,-11.8101861826885,7.77635830234127e-06,0.0063097371265197,4.31500505303708,"EHD2_HUMAN",32,-13.2511445027694,1.79301519665827e-06,0.00181856566321065,-0.436320583025614,"Non-significant",2.74027101319315,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
0.704136133194,12.6620661871774,12.026716102163,6.89391293375462e-06,0.0063097371265197,4.41678231298211,"LG3BP_HUMAN",20,12.6687812543919,2.47950824367924e-06,0.00223541443213481,0.0813587506612077,"Non-significant",2.65064194953243,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.611220200856529,16.4365716661726,-10.5179728775164,1.66890146968185e-05,0.00967247608928464,3.64992519784045,"ALDOC_HUMAN",31,-12.0451352535556,3.56359810507311e-06,0.00289150350245632,-0.185708324114479,"Non-significant",2.53887627730245,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.757183869679755,11.4826201030186,9.9385533937863,2.4166325101274e-05,0.0115344448159845,3.31605609316151,"CO5_HUMAN",67,11.513654044331,4.92177206840541e-06,0.00343366715553876,-0.135193109512318,"Non-significant",2.46424180571522,"C5","Complement C5","CO5_HUMAN"
0.498228391011558,15.813780103411,9.80796706914447,2.63385752306987e-05,0.0118728444123272,3.23743879772358,"APOE_HUMAN",29,11.4310905985963,5.18120640179452e-06,0.00343366715553876,0.103196382522583,"Non-significant",2.46424180571522,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.405467987060529,12.2562371662685,-8.01606436949118,9.60900464231661e-05,0.0251507947315345,2.01539043983212,"TENS1_HUMAN",76,-11.3354132991154,5.5013153835351e-06,0.00343366715553876,0.108181715011597,"Non-significant",2.46424180571522,"TNS1","Tensin-1","TENS1_HUMAN"
