"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.874503135681199,16.7700834274292,-37.7316852494119,8.18736686714223e-10,5.67219194854167e-07,13.4180300159637,"AL1L1_HUMAN",79,-60.0250869584737,5.07734595598737e-12,3.88791363954419e-08,-0.00711059570314987,"Non-significant",7.41028339042425,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.819598674774173,14.8217740058899,-36.4082777585823,1.0681650442363e-09,5.77806077928891e-07,13.1768871730956,"ACOHC_HUMAN",48,-53.2085713599617,1.34497002775034e-11,3.88791363954419e-08,-0.200432300567602,"Non-significant",7.41028339042425,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.82867026329042,12.752317070961,48.8208900996176,1.19863103675679e-10,5.67219194854167e-07,15.0478499836129,"ANXA1_HUMAN",23,51.8118191959949,1.66741191603023e-11,3.88791363954419e-08,-0.0362985134125005,"Non-significant",7.41028339042425,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.1296010017395,13.4611828327179,41.0449287189274,4.37255841600184e-10,5.67219194854167e-07,13.9727403138788,"K2C7_HUMAN",37,49.9115131894742,2.25486549502988e-11,3.88791363954419e-08,-0.0340373516082995,"Non-significant",7.41028339042425,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
1.38043355941773,11.3545908927918,47.2474944294288,1.53059482416863e-10,5.67219194854167e-07,14.8524574220605,"ANXA3_HUMAN",21,49.5382211103851,2.3958057921766e-11,3.88791363954419e-08,0.572133302688576,"Up in BDM",7.41028339042425,"ANXA3","Annexin A3","ANXA3_HUMAN"
-1.01732373237611,15.5818818807602,-37.909701422977,7.90525263508523e-10,5.67219194854167e-07,13.4495692604694,"TKFC_HUMAN",40,-47.2638986493493,3.50159449931246e-11,3.96992568060719e-08,0.14511847496035,"Non-significant",7.40121762341429,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.844737529754617,16.8423058986664,-35.3420981297436,1.33274893976065e-09,6.36113229248113e-07,12.9736678084157,"SBP1_HUMAN",39,-46.4798460243589,4.00789595704953e-11,3.96992568060719e-08,0.0494213104248011,"Non-significant",7.40121762341429,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-1.2778353691101,15.9912502765655,-40.5232750424574,4.8100075560332e-10,5.67219194854167e-07,13.8897415103086,"ALDOC_HUMAN",31,-46.0327093693262,4.33317113460599e-11,3.96992568060719e-08,-0.204818606376648,"Non-significant",7.40121762341429,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.953539133071946,14.8131941556931,35.7976795841577,1.21152926214637e-09,6.14396777065977e-07,13.0615142085365,"VIME_HUMAN",46,45.9410942516428,4.40341768862025e-11,3.96992568060719e-08,-0.165796756744401,"Non-significant",7.40121762341429,"VIM","Vimentin","VIME_HUMAN"
1.09821581840515,11.1369041204452,37.3461403202543,8.83835383190454e-10,5.67219194854167e-07,13.3490046713967,"TRFM_HUMAN",39,44.780249048972,5.41379529843754e-11,4.32385115012768e-08,0.106932163238525,"Non-significant",7.36412926517915,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.39998960494998,11.2120695114136,-38.1311708241467,7.56952485887327e-10,5.67219194854167e-07,13.4885186043067,"DPYD_HUMAN",55,-44.3412877255951,5.86176517764413e-11,4.32385115012768e-08,-0.0986309051513263,"Non-significant",7.36412926517915,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.0099697113037,14.0764625072479,-37.2068509346348,9.08781061511483e-10,5.67219194854167e-07,13.3238227364449,"AL8A1_HUMAN",26,-41.7661273232555,9.49889827410764e-11,6.04215598541694e-08,0.0166738033295015,"Non-significant",7.21880806709131,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.27302622795105,10.8615304231644,39.3746394428154,5.95967679289799e-10,5.67219194854167e-07,13.7014245342594,"ANGL3_HUMAN",22,41.6681545062636,9.68055555957853e-11,6.04215598541694e-08,0.0808162689208949,"Non-significant",7.21880806709131,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-1.07859420776367,12.2044212818146,-34.6686519363048,1.53796106866704e-09,6.9216223007106e-07,12.8409641320916,"PURA1_HUMAN",29,-39.0160006244132,1.6451835255352e-10,9.53501366156616e-08,-0.0012145042419256,"Non-significant",7.02067868036957,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.758013010025,15.8474410772324,-30.4798629990507,4.00749769896109e-09,1.13579365021177e-06,11.9312493640815,"FTCD_HUMAN",36,-38.4193476565468,1.86278691882387e-10,9.97069695244424e-08,-0.0343368053436244,"Non-significant",7.00127448341135,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
-1.325236082077,14.6117728948593,-34.4251749211653,1.62078905242176e-09,6.9216223007106e-07,12.7921294542909,"CP2C8_HUMAN",33,-38.1628547059332,1.96612214985344e-10,9.97069695244424e-08,0.174443960189851,"Non-significant",7.00127448341135,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
1.95674395561221,10.2717484235764,43.6056315287184,2.78452035746762e-10,5.67219194854167e-07,14.3587649369147,"SYUG_HUMAN",9,37.4774993206839,2.27528607778087e-10,1.08409038975761e-07,0.293594121932983,"Non-significant",6.96493450549471,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.826833963394147,15.076543211937,-34.0708961598491,1.75049585196721e-09,7.04605023639807e-07,12.720238987175,"PBLD_HUMAN",23,-37.2206398308408,2.4049330805567e-10,1.08409038975761e-07,-0.737563848495475,"Up in BM2",6.96493450549471,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-0.859787464141824,17.5713374614715,-31.4448990305745,3.17874141171221e-09,1.03169231258531e-06,12.1546933661455,"BHMT1_HUMAN",31,-36.9108930654741,2.57243797795109e-10,1.09856640805764e-07,-0.20000326633453,"Non-significant",6.95917368495989,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-0.954278469085702,13.2854385375976,-33.884082632244,1.82360186054177e-09,7.04605023639807e-07,12.6819277515007,"BUP1_HUMAN",23,-36.5363251285782,2.79275196869732e-10,1.1330194737005e-07,0.188752412796015,"Non-significant",6.94576262566353,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.21906423568725,13.2590992450714,-37.5943165101507,8.41287183054661e-10,5.67219194854167e-07,13.3935497249524,"GNMT_HUMAN",15,-35.7314931798189,3.34159574735665e-10,1.26177911356316e-07,-0.584515333175625,"Up in BM2",6.8990166658184,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
1.36207532882689,10.4808809757233,40.5389632853281,4.79614930248212e-10,5.67219194854167e-07,13.8922601990362,"AMY1B_HUMAN",12,35.6272718126215,3.42114129879093e-10,1.26177911356316e-07,-0.0100388526916255,"Non-significant",6.8990166658184,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
1.04919791221618,12.0988894701004,32.7804313644144,2.33303916461042e-09,8.23055642680388e-07,12.4497401144804,"PEG10_HUMAN",23,35.0533485234877,3.89914168136665e-10,1.37554937402648e-07,0.0615298748016357,"Non-significant",6.86152381641032,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
1.64373612403868,9.53377854824066,33.1057852712009,2.16778175325622e-09,7.9951732481459e-07,12.519248211708,"ITA3_HUMAN",23,34.8297924433836,4.10527457499341e-10,1.38792491256236e-07,-0.0232017040253254,"Non-significant",6.85763402879609,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.72314953804015,14.9587873220444,-27.0422518513169,9.74340048540911e-09,2.02712696252845e-06,11.0566729668013,"KPYR_HUMAN",45,-34.5033979679147,4.4285693115467e-10,1.4373364557556e-07,-0.443415999412538,"Non-significant",6.84244155909296,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-0.782386779785149,10.5605676174164,-26.5351066261459,1.12119388689464e-08,2.06756264858546e-06,10.916105602934,"AKA12_HUMAN",66,-33.8282491637651,5.19216766765418e-10,1.620355709821e-07,-0.150649189949033,"Non-significant",6.79038963616434,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-0.523235082626373,15.0340222120285,-21.5439564046073,5.23740844951126e-08,4.94143397201562e-06,9.33724847148508,"GDE_HUMAN",104,-33.6076970812208,5.47283350397394e-10,1.64468781671276e-07,0.813107967376727,"Up in BDM",6.78391652467179,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.627109050750727,14.9757940769195,-26.7563140979076,1.0542587814748e-08,2.06756264858546e-06,10.9778142633479,"CBS_HUMAN",31,-33.0807180657909,6.21508183778532e-10,1.74531969112054e-07,0.150312185287465,"Non-significant",6.75812501147094,"CBS","Cystathionine beta-synthase","CBS_HUMAN"
1.04611825942992,13.3171935081482,28.5851440814243,6.45502899862289e-09,1.6425379531895e-06,11.4653239901971,"TSP1_HUMAN",50,33.0656589666944,6.23789389234601e-10,1.74531969112054e-07,0.0525832176208478,"Non-significant",6.75812501147094,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.899563550949077,10.3836444616318,-26.2554290830552,1.21281685420368e-08,2.13134230045222e-06,10.8371934837082,"SYNE2_HUMAN",160,-32.5769845275133,7.03173912057366e-10,1.84987726135512e-07,0.02001953125,"Non-significant",6.73285708591295,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.620079278945923,11.676790356636,26.1657526032167,1.24396821526344e-08,2.13134230045222e-06,10.8116769857309,"S12A7_HUMAN",32,32.5564135731999,7.06756163446002e-10,1.84987726135512e-07,-0.210263252258301,"Non-significant",6.73285708591295,"SLC12A7","Solute carrier family 12 member 7","S12A7_HUMAN"
0.833028078079224,12.3782612085342,26.529567469332,1.12293067523283e-08,2.06756264858546e-06,10.9145524329588,"HKDC1_HUMAN",55,32.368639383387,7.40419511380001e-10,1.87742622354292e-07,0.0972063541412496,"Non-significant",6.72643712028264,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.859659194946262,10.2890076637268,30.6727239793237,3.82398440433859e-09,1.13579365021177e-06,11.9766208201997,"DREB_HUMAN",21,32.1819041893412,7.75691920634841e-10,1.90726189213064e-07,0.652232646942174,"Up in BDM",6.71958966851773,"DBN1","Drebrin","DREB_HUMAN"
0.826935052871697,14.8179131746292,31.9075013248982,2.85166087318267e-09,9.64099013541842e-07,12.2587036573754,"VNN1_HUMAN",18,31.5524797368403,9.09237800763236e-10,2.16986926923321e-07,-0.334686756134023,"Non-significant",6.66356643083392,"VNN1","Pantetheinase","VNN1_HUMAN"
0.653746366500846,11.1368020772934,25.6986837793239,1.42160790295706e-08,2.22821279147763e-06,10.6770647499243,"ITA7_HUMAN",33,31.3630621682115,9.54342624198606e-10,2.21243887221357e-07,-0.155575275421175,"Non-significant",6.65512871964802,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
0.731573104858402,12.9412834644318,28.9471053654612,5.87928730702196e-09,1.59015124030587e-06,11.5572673648715,"MFGM_HUMAN",22,30.9783566871601,1.05389540797837e-09,2.3585638643972e-07,0.269317030906675,"Non-significant",6.62735235957949,"MFGE8","Lactadherin","MFGM_HUMAN"
-0.787898778915427,12.3842548131943,-25.5450731114789,1.48617918647847e-08,2.27525621114835e-06,10.632154580256,"XDH_HUMAN",47,-30.8786287027543,1.08157013934748e-09,2.3585638643972e-07,0.333230972290037,"Non-significant",6.62735235957949,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.967714548110949,11.0987039804459,-28.1006616868845,7.32830885020171e-09,1.69720023371552e-06,11.3399775795049,"ACO12_HUMAN",27,-30.7978759091253,1.10457760472139e-09,2.3585638643972e-07,-0.427926063537624,"Non-significant",6.62735235957949,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.759389162063606,11.7587057352066,-26.1182428596451,1.26083843260669e-08,2.13134230045222e-06,10.7981160826144,"UAP1_HUMAN",31,-30.185321012829,1.29813044333899e-09,2.70077703006475e-07,0.255897045135526,"Non-significant",6.56851126868542,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
0.59652137756348,11.9943306446076,22.9255280286324,3.30961998055872e-08,3.68783132403988e-06,9.81358910594835,"ITA6_HUMAN",48,30.0290805201194,1.35340608691004e-09,2.74538424729702e-07,0.0557973384856734,"Non-significant",6.56139686257924,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.871350049972527,11.097997546196,28.1773284714103,7.18160745079707e-09,1.69720023371552e-06,11.3599898044478,"CCN1_HUMAN",22,29.8670435822618,1.41353960609509e-09,2.77893926749831e-07,-0.287774801254249,"Non-significant",6.55612094443478,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.85488176345825,12.7381086349487,-27.8037175770575,7.92943371501759e-09,1.69720023371552e-06,11.2618284709371,"AK1D1_HUMAN",23,-29.8021844960542,1.43844527033435e-09,2.77893926749831e-07,-0.316264867782575,"Non-significant",6.55612094443478,"AKR1D1","Aldo-keto reductase family 1 member D1","AK1D1_HUMAN"
-0.86749744415285,11.3595480918884,-28.329045235645,6.90099488632562e-09,1.69680825780746e-06,11.3993951791407,"VTDB_HUMAN",21,-29.6815229270243,1.48610053047233e-09,2.80268082736671e-07,0.191717863082875,"Non-significant",6.55242635739702,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.911830425262478,11.9510896205902,-26.7984559771722,1.04202677740968e-08,2.06756264858546e-06,10.9895004563022,"ATTY_HUMAN",28,-29.5845575076814,1.52568301383821e-09,2.80268082736671e-07,-0.300653219223022,"Non-significant",6.55242635739702,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-1.11788988113405,13.8053774833679,-30.4909391242276,3.99669239914261e-09,1.13579365021177e-06,11.9338649496445,"NDRG1_HUMAN",15,-29.5160586594035,1.55435835878114e-09,2.80268082736671e-07,-0.0954320430755509,"Non-significant",6.55242635739702,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.488815307617148,13.3094027042389,20.362578408594,7.93745915766576e-08,6.19274457743269e-06,8.90186945952522,"ITAV_HUMAN",58,29.3391329802997,1.63126440169793e-09,2.87740855551673e-07,-0.00442576408384987,"Non-significant",6.54099846942381,"ITGAV","Integrin alpha-V","ITAV_HUMAN"
-0.842882156372028,11.8386225700378,-25.6831540545312,1.42798946459005e-08,2.22821279147763e-06,10.6725389507464,"GYS2_HUMAN",33,-29.2261699293209,1.68259821160187e-09,2.90480891253991e-07,-0.14268636703491,"Non-significant",6.53688243159001,"GYS2","Glycogen [starch] synthase, liver","GYS2_HUMAN"
