"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.14009459813437,10.1400826317923,-30.8525743170383,2.02231112223099e-08,0.000164090324457823,8.47233446095599,"TSP1_HUMAN",50,-44.0863704741551,5.01758098568572e-10,4.07126521178539e-06,-0.0913297335307064,"Non-significant",5.39027060573573,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.817181428273487,11.6433853421893,-18.9079993677668,5.05058836021348e-07,0.0013660157984924,6.64226922519342,"FLNC_HUMAN",102,-26.3613898493622,1.99205603435426e-08,8.08177133137522e-05,-0.0317338307698378,"Non-significant",4.0924934418081,"FLNC","Filamin-C","FLNC_HUMAN"
-0.667548974355014,12.4943314961025,-16.2695410978556,1.34476371628016e-06,0.00272785319847431,5.91415924827649,"LIMC1_HUMAN",62,-22.3085378354505,6.54075149580511e-08,0.000176905525456542,-0.144708553950016,"Non-significant",3.75225860215071,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
1.01249345143637,12.1775072642735,19.7244270505417,3.83102701462253e-07,0.0013660157984924,6.83391269258999,"APOA5_HUMAN",23,21.188320772278,9.43123694049626e-08,0.000191312641337967,-0.0638127326964995,"Non-significant",3.71825633221036,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-0.709998210271207,12.6271401814052,-15.6037034426375,1.76375686034341e-06,0.00286222463296529,5.69960510669715,"K2C7_HUMAN",37,-18.6790524281525,2.30363809712193e-07,0.000373834390400946,-0.214627901713051,"Non-significant",3.42732074877219,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-0.74568676948549,10.2748047964914,-14.0976564363267,3.40063871164811e-06,0.00306586472292364,5.15877688339482,"TRFM_HUMAN",39,-16.3097983471946,5.99490747717934e-07,0.000729443602885882,-0.1560273170471,"Non-significant",3.13700828005877,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.386679410934455,14.0015707015991,-9.97558892311185,3.07986720186164e-05,0.00742439218735142,3.1542305545942,"FINC_HUMAN",120,-15.777290801267,7.56935638056316e-07,0.000729443602885882,-0.197850386301674,"Non-significant",3.13700828005877,"FN1","Fibronectin","FINC_HUMAN"
-0.729547739028929,10.5044384002686,-14.7848389746349,2.50064716563096e-06,0.00306586472292364,5.41570195800771,"ANXA3_HUMAN",21,-15.6326765418809,8.07465623219441e-07,0.000729443602885882,-0.241990844408669,"Non-significant",3.13700828005877,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.356804052988693,15.1681961332049,9.4736015587177,4.25379579103711e-05,0.0078443861473807,2.84048746643217,"CO3_HUMAN",111,15.4429752970036,8.79660390979128e-07,0.000729443602885882,0.0705419381459578,"Non-significant",3.13700828005877,"C3","Complement C3","CO3_HUMAN"
-1.31604170799259,10.2381094523839,-14.4614250269133,2.88495233380795e-06,0.00306586472292364,5.29701030864048,"K1C19_HUMAN",26,-15.3090767399132,9.35034297033202e-07,0.000729443602885882,-0.3627134958903,"Non-significant",3.13700828005877,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
