"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
3.30946993827819,11.3062056303024,87.1380510849619,9.02698320211505e-13,7.32449417019615e-09,15.7324651063265,"TSP1_HUMAN",50,108.750181502562,3.01038756122553e-14,2.44262846717839e-10,0.0935454368591486,"Non-significant",9.61214258579978,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.03048610687257,14.8510940074921,60.4890195338363,1.47869655430572e-11,5.9990719208183e-08,14.8603340479016,"FINC_HUMAN",120,92.148873938262,1.16974999487135e-13,4.74567572919309e-10,0.0210270881652725,"Non-significant",9.32370194033557,"FN1","Fibronectin","FINC_HUMAN"
1.88838887214662,14.8832455873489,50.4728873559813,5.9092204864704e-11,1.59824716757403e-07,14.2426330006434,"FIBA_HUMAN",43,61.9939808170863,3.00450088375851e-12,8.12617339027219e-09,0.146620035171525,"Non-significant",8.09011391525659,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.85329055786133,15.3429441452026,47.6911256571711,9.11664697260911e-11,1.84931183839376e-07,14.021127064612,"FIBG_HUMAN",29,53.9803152054566,9.32433241030504e-12,1.89144082943038e-08,0.0273954868316508,"Non-significant",7.72320724033678,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
2.0768299102783,13.6261994838715,39.735717139491,3.67733893648975e-10,5.96758562613556e-07,13.2151375728068,"FGL1_HUMAN",17,40.2635643465638,1.02347660843247e-10,1.66089784016421e-07,0.108715057373075,"Non-significant",6.77965707966024,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.69964718818665,10.1734451055527,-35.0993923121697,9.47937210674145e-10,1.28192708790167e-06,12.5874065723038,"PLIN2_HUMAN",25,-37.6760156704451,1.75985682575109e-10,2.37991304735739e-07,0.142856359481799,"Non-significant",6.62343891006228,"PLIN2","Perilipin-2","PLIN2_HUMAN"
1.72219848632813,14.5639779567719,32.0831367485633,1.88049111521233e-09,1.90728811360411e-06,12.0943338864612,"FIBB_HUMAN",38,35.4998588744797,2.85881774563015e-10,3.31377816972043e-07,0.142362117767323,"Non-significant",6.47967656739853,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.645336389541622,11.9980524778366,-20.7383137975302,5.15789556943427e-08,2.98936890359926e-05,9.31108585503751,"TENS1_HUMAN",76,-32.3964763901999,6.02392738564973e-10,6.10976835089524e-07,0.0499325990676871,"Non-significant",6.21397525552424,"TNS1","Tensin-1","TENS1_HUMAN"
-0.952143907546999,10.2820528745651,-23.2922377197976,2.143102644572e-08,1.58083044164157e-05,10.1061449415853,"VLDLR_HUMAN",32,-26.5482452534441,3.03940580493263e-09,2.51442522797523e-06,-0.0182938575744735,"Non-significant",5.59956127456307,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-2.39910626411439,10.6385713815689,-32.0904021291521,1.87724964148833e-09,1.90728811360411e-06,12.0956153973057,"NUA4L_HUMAN",5,-26.4849290008796,3.09887260041315e-09,2.51442522797523e-06,0.0066691637039229,"Non-significant",5.59956127456307,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.99742102622986,8.6090897321701,23.3555137528359,2.09951324619181e-08,1.58083044164157e-05,10.1243097778095,"PGBM_HUMAN",106,25.1920700897144,4.65026315233085e-09,3.4302032016375e-06,-0.130575418472276,"Non-significant",5.46468015204588,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.82958245277404,10.5888828039169,23.4012102279517,2.06865615183575e-08,1.58083044164157e-05,10.1373851890985,"K1C19_HUMAN",26,24.5854313984246,5.66577805061903e-09,3.83101025856023e-06,0.0588293075561506,"Non-significant",5.4166866850751,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.822482109069796,16.5872507095337,-21.1459960949817,4.45270236746579e-08,2.83881644011919e-05,9.44661782494272,"ALDOC_HUMAN",31,-24.236177776805,6.36191568765552e-09,3.97081414535668e-06,0.00562310218811035,"Non-significant",5.40112043968881,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.585385560989348,10.8381301164627,-15.4540318252886,4.69217730986557e-07,0.000126907755640831,7.17682922934252,"SYNE2_HUMAN",160,-21.4016880385273,1.7389438690692e-08,1.00784218240197e-05,0.0132765769958247,"Non-significant",4.99660746856308,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.828748464584297,11.7075389623642,17.2199172422773,2.08946108523805e-07,7.70631238437342e-05,7.97827928524832,"FLNC_HUMAN",102,20.6146863418081,2.35241075468437e-08,1.20605762908633e-05,-0.128566026687622,"Non-significant",4.91863193979436,"FLNC","Filamin-C","FLNC_HUMAN"
-0.952853679657027,14.2290761470795,-21.0866362461928,4.54826395385131e-08,2.83881644011919e-05,9.42710052509338,"NDRG1_HUMAN",15,-20.5867902117951,2.37822554416825e-08,1.20605762908633e-05,0.0437390804290239,"Non-significant",4.91863193979436,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.5142719745636,13.2876235246658,14.187709871942,8.86170721556989e-07,0.000189220769334563,6.53396267619928,"FAT1_HUMAN",153,20.3519040976489,2.60861940490868e-08,1.22838177126778e-05,0.286629676818844,"Non-significant",4.91066663695101,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
3.2520135641098,7.53167682886124,20.3198978627596,6.01560517450487e-08,3.25404135906217e-05,9.16828236175806,"MIME_HUMAN",7,20.241905364733,2.72502734567662e-08,1.22838177126778e-05,-0.570715904235824,"Up in CM",4.91066663695101,"OGN","Mimecan","MIME_HUMAN"
-0.780805826187102,11.8207188844681,-18.3662601268041,1.28798953161793e-07,5.95677411116091e-05,8.44749127795368,"VTDB_HUMAN",21,-19.2996343074312,3.99926143189482e-08,1.70789511886287e-05,0.0883338451385498,"Non-significant",4.76753880267375,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.733625888824475,11.293821811676,18.1381192400511,1.41484519641797e-07,6.04213364407126e-05,8.35703118805037,"IGSF8_HUMAN",21,19.0928097948564,4.36109808441228e-08,1.71678542221641e-05,-0.0509834289550799,"Non-significant",4.76528398309821,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.558013916015677,10.7501864433289,-15.0477480094754,5.72239369561577e-07,0.000149779040149117,6.97728061134906,"KANK1_HUMAN",51,-19.0485286624228,4.44324548515464e-08,1.71678542221641e-05,-0.0335459709167001,"Non-significant",4.76528398309821,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.668341398239129,11.491937994957,-17.0017025246134,2.29902427988125e-07,7.77261791956521e-05,7.88464916130371,"ACO12_HUMAN",27,-18.9325703370445,4.66669404836616e-08,1.72116161402014e-05,-0.223574161529552,"Non-significant",4.76417834827687,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.663126707077028,12.723904967308,-16.607422274204,2.74062282190259e-07,8.89496543076705e-05,7.71176360884838,"PURA1_HUMAN",29,-18.6997586260762,5.15433491425307e-08,1.78514015631484e-05,-0.352639317512512,"Non-significant",4.74832768054642,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.461052656173697,11.8099952936173,14.2566826092036,8.54854556938791e-07,0.000187467293918955,6.57061196595896,"FPRP_HUMAN",40,18.5262014405411,5.55503364839671e-08,1.78514015631484e-05,-0.0618593692779257,"Non-significant",4.74832768054642,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
0.629653930664077,12.44118475914,17.0891441786745,2.21232798939759e-07,7.77261791956521e-05,7.92234084222435,"RIR2B_HUMAN",23,18.4822259952245,5.66201945616215e-08,1.78514015631484e-05,-0.0546239614486721,"Non-significant",4.74832768054642,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.555723428726225,10.1215769052506,14.4600884248098,7.69521499503769e-07,0.000178397069913531,6.67755471638788,"AGRIN_HUMAN",63,18.4587030719162,5.72019276117647e-08,1.78514015631484e-05,-0.0738601684570277,"Non-significant",4.74832768054642,"AGRN","Agrin","AGRIN_HUMAN"
-0.727515935897825,10.432608962059,-17.6188599023343,1.75966102323692e-07,6.79899502025922e-05,8.14580045325702,"T23O_HUMAN",17,-17.6437688872694,8.21573900482278e-08,2.45744314115551e-05,0.336123466491699,"Non-significant",4.60951652182465,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
