"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.36257028579711,11.2739839553833,-68.6187303013507,8.31997316738325e-12,6.75082622801477e-08,14.0081639093638,"TSP1_HUMAN",50,-76.2680835709895,7.319964246518e-13,5.9394189896247e-09,-0.00758838653564808,"Non-significant",8.22625603682711,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.88537549972533,14.7397513389588,-47.6998284685081,1.27859126266054e-10,3.45816316840921e-07,13.0725452512636,"FINC_HUMAN",120,-57.4333614946284,7.25394193763002e-12,2.9429242440965e-08,0.081532478332548,"Non-significant",7.53122091723927,"FN1","Fibronectin","FINC_HUMAN"
-2.0346693992615,13.4160726070404,-51.0848050675505,7.64116191925006e-11,3.10001939063975e-07,13.2858236182773,"FGL1_HUMAN",17,-51.5461803129315,1.738103736006e-11,4.70099123798423e-08,-0.0575282573699738,"Non-significant",7.32781055827753,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.80486178398135,15.1949974298477,-40.0150317415145,4.77700619856023e-10,9.69015707377943e-07,12.4396649951662,"FIBG_HUMAN",29,-43.5031425953143,6.83763007918386e-11,1.38701326156245e-07,0.0627877712250005,"Non-significant",6.85791938651442,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.05735421180728,14.7685996294022,-34.0447184010182,1.60294011037752e-09,2.60125121112064e-06,11.7445555280756,"FIBA_HUMAN",43,-36.7629802794694,2.65701806330264e-10,3.64656458580403e-07,-0.0514721870422505,"Non-significant",6.43811609006481,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.7848916053772,8.53971982002258,-32.918160270377,2.06204283072287e-09,2.78856925474757e-06,11.5861878961842,"PGBM_HUMAN",106,-36.6957369752238,2.69649833803601e-10,3.64656458580403e-07,-0.104855537414576,"Non-significant",6.43811609006481,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-1.9184339046478,14.4776748418808,-29.5249820894237,4.65140368179558e-09,5.39164135344134e-06,11.0429671984729,"FIBB_HUMAN",38,-31.5980011096507,8.98758048894988e-10,1.04178897267628e-06,-0.0854725837707733,"Non-significant",5.98222024388085,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.634821176528975,14.11703145504,-22.3442931183543,3.71114862249726e-08,3.34580665810476e-05,9.45060241805935,"VIME_HUMAN",46,-29.1123600772541,1.7361576681217e-09,1.76089791489243e-06,-0.21516418457031,"Non-significant",5.7542658207982,"VIM","Vimentin","VIME_HUMAN"
-0.937072992324801,12.5355850458145,-26.9484416738641,9.19740826485478e-09,9.32847133262896e-06,10.5515284878794,"LG3BP_HUMAN",20,-28.1755283947838,2.25755521456963e-09,2.03531144566866e-06,0.0733468532562238,"Non-significant",5.69136912511884,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.778384923934915,10.0290855169296,-20.0467009328487,8.29976468210539e-08,6.73442906306031e-05,8.76284858209709,"AGRIN_HUMAN",63,-23.6697420925805,9.11954753327786e-09,7.39960086850165e-06,-0.0329875946044895,"Non-significant",5.13079170530715,"AGRN","Agrin","AGRIN_HUMAN"
-0.483962059020975,11.5319366455078,-16.5244817058726,3.45349556609537e-07,0.000164833311901752,7.46479770938114,"CO5_HUMAN",67,-22.3191632949594,1.45826189110963e-08,1.07566699858759e-05,0.0592339038849232,"Non-significant",4.96832215530454,"C5","Complement C5","CO5_HUMAN"
-1.04514455795289,9.53953242301942,-19.234228096891,1.12729230860149e-07,7.03603830153267e-05,8.49219724013565,"PTPRF_HUMAN",57,-21.1700366907701,2.22308394542459e-08,1.40087032146551e-05,-0.0575547218322239,"Non-significant",4.85360206548409,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-1.14661288261413,8.68856012821198,-19.2651110468579,1.11399659467632e-07,7.03603830153267e-05,8.50277282198698,"LAMA5_HUMAN",58,-20.9930206041613,2.37693573794877e-08,1.40087032146551e-05,-0.0506937503814697,"Non-significant",4.85360206548409,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.778254985809326,11.3367834091186,-19.2882513932442,1.10415036223872e-07,7.03603830153267e-05,8.51068175362459,"K1C19_HUMAN",26,-20.9489416428655,2.41707967716505e-08,1.40087032146551e-05,-0.0388653278351256,"Non-significant",4.85360206548409,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.586858272552497,10.0569167137146,-17.9338610411535,1.89042519668576e-07,0.000102259400306055,8.02480394284807,"CDHR2_HUMAN",30,-20.5519260239075,2.8149983181819e-08,1.52272642358186e-05,0.107351779937748,"Non-significant",4.81737811596876,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.564688682556175,11.0881931781769,-16.896098043594,2.9325454221381e-07,0.000148716709720179,7.61829061701774,"MX1_HUMAN",43,-20.278546996294,3.13166869437657e-08,1.58814748663572e-05,-0.0524425506591744,"Non-significant",4.79910916837129,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.321319580078153,16.4438242912292,12.2032660647683,3.14149095897587e-06,0.000740753865806242,5.29880093761423,"FAS_HUMAN",149,19.9547447765195,3.55957843070542e-08,1.67051755783595e-05,-0.138484954833983,"Non-significant",4.7771489553858,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.364344358444221,13.2790292501449,-13.0639195765005,1.91995507599462e-06,0.000556375553093585,5.79505355251189,"FAT1_HUMAN",153,-19.8539631712408,3.70585605632822e-08,1.67051755783595e-05,0.0156011581420739,"Non-significant",4.7771489553858,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.569860696792574,14.2686632871628,-18.2708762859417,1.64779652228857e-07,9.5501578441782e-05,8.15021755052603,"VNN1_HUMAN",18,-18.5100866075222,6.4661605357076e-08,2.76139087298587e-05,0.21239113807678,"Non-significant",4.5588721149232,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.520514965057348,12.1088356971741,-16.230898036552,3.93953478896325e-07,0.00017758547376471,7.34040121207919,"PAI1_HUMAN",22,-17.4281789417413,1.04191791892909e-07,4.22706099709532e-05,-0.0792930126190168,"Non-significant",4.37396148519422,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.413734912872298,14.2207264900208,16.1094898312933,4.16276114300156e-07,0.00017777181007534,7.28812688531609,"GLNA_HUMAN",20,16.9575256432095,1.29366751419671e-07,4.99848486199625e-05,0.124975681304953,"Non-significant",4.30116161882258,"GLUL","Glutamine synthetase","GLNA_HUMAN"
-0.749763488769499,10.5409300327301,-14.5798253555722,8.64056665392987e-07,0.000333855037285652,6.5847082953968,"LAMC1_HUMAN",52,-16.1178655391709,1.93121647890748e-07,6.91590038260452e-05,0.134463787078875,"Non-significant",4.16015127097891,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.518129110336302,13.4101589918137,-13.1829737157882,1.79778900613234e-06,0.00054026888873177,5.86080769322788,"APOB_HUMAN",239,-16.0872268199399,1.96038586147281e-07,6.91590038260452e-05,0.0541466474533081,"Non-significant",4.16015127097891,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.357760429382351,11.4330484867096,11.8143971287101,3.96574945511847e-06,0.000831941363249794,5.06179368720687,"CGNL1_HUMAN",84,15.9530922674514,2.09403185160022e-07,7.07957268495173e-05,-0.0970911979675506,"Non-significant",4.14999295504584,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
3.00081300735476,9.43773412704469,15.5071895462997,5.50452164568883e-07,0.000223318443165596,7.02133155322315,"Q15194_HBV",5,15.4829413471603,2.64972750396004e-07,8.59995558685271e-05,0.082606434822079,"Non-significant",4.06550379159766,"PreC-C","Capsid protein","Q15194_HBV"
-0.537098407745347,10.4763221740723,-13.533569638883,1.4860155876401e-06,0.00048230121912447,6.05058430247829,"TRFM_HUMAN",39,-15.3757621183383,2.7984178565894e-07,8.73321634167939e-05,-0.0348417758941677,"Non-significant",4.05882578124382,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.531794548034673,13.4172396659851,-12.5188682658203,2.6130922672459e-06,0.000683955827626879,5.48516524908597,"ITIH2_HUMAN",47,-14.2181080573755,5.16884428042467e-07,0.000155333342560614,-0.236388444900525,"Non-significant",3.80873531223123,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.347938537597678,17.6885871887207,11.3565751492792,5.26513151285053e-06,0.000970938115801572,4.77176406866984,"SCP2_HUMAN",39,13.8767236610803,6.24953851580227e-07,0.000181102698275784,-0.0952122211456441,"Non-significant",3.74207507902027,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.589061021804813,8.6554092168808,12.5591559714386,2.55316162752414e-06,0.000683955827626879,5.50858156478181,"C163A_HUMAN",29,13.6035404987452,7.29787809347398e-07,0.000204189596036027,-0.0837974548340004,"Non-significant",3.68996639006132,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN"
-0.467249870300252,10.9754979610443,-12.9535988900033,2.04157095986161e-06,0.000571217474769556,5.73351535351076,"PRS23_HUMAN",19,-13.3785688058708,8.31008322234406e-07,0.000224760050886999,-0.0221552848815758,"Non-significant",3.6482808782503,"PRSS23","Serine protease 23","PRS23_HUMAN"
2.6524748802185,9.9285340309143,14.0699135892923,1.12011627371352e-06,0.000413119247495976,6.33020716540321,"Q6VBP1_HBV",1,13.3052212870884,8.67332514400977e-07,0.000227017291027404,0.094409227371214,"Non-significant",3.64394106301921,"S","Large envelope protein","Q6VBP1_HBV"
-0.382642984390259,9.16983354091644,-11.7357174023455,4.16070586802784e-06,0.000833614965833384,5.01281432705378,"FLRT3_HUMAN",27,-13.1900442092328,9.2801150625051e-07,0.000235308917553645,-0.0708751678466992,"Non-significant",3.6283616139589,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.441627979278598,10.5515174865723,-13.7661167288516,1.31295636135212e-06,0.000443888663167129,6.17337395715845,"TAGL_HUMAN",15,-13.0477444136381,1.0096349218208e-06,0.000248247810777394,-0.459355592727675,"Non-significant",3.60511457272781,"TAGLN","Transgelin","TAGL_HUMAN"
-0.82081127166748,9.08822989463806,-13.9360854092842,1.2008263578124e-06,0.000423630655099556,6.26161059172151,"LBP_HUMAN",10,-12.9697580611498,1.05775391809321e-06,0.000252429861512009,0.0663425922393515,"Non-significant",3.59785927096997,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.459355592727674,11.1387110948563,-12.1090564132298,3.32183250138746e-06,0.000740753865806242,5.24214343147349,"5NTD_HUMAN",22,-12.8711662282826,1.12229686395971e-06,0.000260180478690544,0.0241384506225764,"Non-significant",3.58472529161386,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.298560380935676,14.8111256361008,-11.0351439072447,6.46441419871033e-06,0.00111600546400714,4.56064448523258,"APOA1_HUMAN",25,-12.5931827968124,1.32928652424203e-06,0.000283860698609311,-0.623880028724668,"Up in BM1",3.54689473272472,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
-0.529394149780275,12.0826687812805,-11.8007837876173,3.99873221182425e-06,0.000831941363249794,5.05334431525006,"MA1A1_HUMAN",24,-12.5869735969291,1.33437363911039e-06,0.000283860698609311,-0.0895817279815692,"Non-significant",3.54689473272472,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.482750177383423,11.9677618741989,12.1654400618537,3.21254000762103e-06,0.000740753865806242,5.27611003093851,"KNG1_HUMAN",19,12.5737691009131,1.34526441732884e-06,0.000283860698609311,-0.205783128738375,"Non-significant",3.54689473272472,"KNG1","Kininogen-1","KNG1_HUMAN"
0.309061050415025,16.6838593482971,10.5348745082318,8.99429161163036e-06,0.00145959364273537,4.2190099266152,"ALDOC_HUMAN",31,12.5064202804148,1.40238107070864e-06,0.000283860698609311,0.00518584251399901,"Non-significant",3.54689473272472,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.489885330200192,10.0548462867737,-13.2029501114981,1.77816167739202e-06,0.00054026888873177,5.87177475649559,"SIL1_HUMAN",14,-12.4924133630599,1.41459748547682e-06,0.000283860698609311,-0.03561568260195,"Non-significant",3.54689473272472,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
-0.322213649749703,12.596275806427,-9.89465482897868,1.40152735482424e-05,0.00195123708307082,3.75693898650743,"LIMC1_HUMAN",62,-12.4700532033435,1.43434664074214e-06,0.000283860698609311,0.00831484794614923,"Non-significant",3.54689473272472,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.541416168212876,10.4955804347992,-11.7109253733748,4.22435634947965e-06,0.000833614965833384,4.99730778109227,"CCN1_HUMAN",22,-12.3470125823296,1.54868816303383e-06,0.000298442165388928,0.0785901546478236,"Non-significant",3.52513981758657,"CCN1","CCN family member 1","CCN1_HUMAN"
0.645103931426975,10.5975160598755,11.623952571738,4.45647848260509e-06,0.000840927125764133,4.94262987291559,"PLIN2_HUMAN",25,12.3134826832247,1.58158899577568e-06,0.000298442165388928,-0.039509534835851,"Non-significant",3.52513981758657,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.505409717559822,9.64083623886108,-11.6763401787967,4.31498996364335e-06,0.000833614965833384,4.97561705242201,"DREB_HUMAN",21,-12.260444569695,1.63523926134887e-06,0.000301552985604199,0.292952299118038,"Non-significant",3.52063636732564,"DBN1","Drebrin","DREB_HUMAN"
-0.378386497497548,12.9155943393708,-9.9705343411728,1.32803014124849e-05,0.00195123708307082,3.81323907730721,"CO4B_HUMAN",83,-12.023720380597,1.9008386876832e-06,0.000342742335819144,0.0609009265899747,"Non-significant",3.46503224784018,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.398797035217274,10.6467833518982,-11.2520669579929,5.62514210879201e-06,0.00101427562379419,4.70381780048141,"ANXA3_HUMAN",21,-11.8879208445813,2.07476910605607e-06,0.000365971228837803,-0.103201866149899,"Non-significant",3.43655305572069,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.274836778640747,9.80300390720367,-8.99045861174463,2.74172655264074e-05,0.00300626611461175,3.05174400452143,"FA5_HUMAN",56,-11.5752211169474,2.54705697860199e-06,0.000439719581369713,0.0261409282684344,"Non-significant",3.35682419416774,"F5","Coagulation factor V","FA5_HUMAN"
0.301276683807373,14.7315776348114,10.7609537112858,7.73409764747391e-06,0.00128070343493068,4.37542359410471,"PUR6_HUMAN",21,11.500069344459,2.67773073754373e-06,0.000452648066758955,-0.09078097343445,"Non-significant",3.34423933014317,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.305532217025746,14.769601225853,9.91969312281666,1.37678143697348e-05,0.00195123708307082,3.77556359450565,"SERA_HUMAN",27,11.2679881114499,3.13097369782922e-06,0.000508659721613404,-0.254591703414924,"Non-significant",3.29357265075788,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-0.391542911529552,10.2238435745239,-10.0298171326735,1.27361784981913e-05,0.00191372874693193,3.85693057891489,"ITA2_HUMAN",32,-11.2159194620887,3.24404929201399e-06,0.000508659721613404,-0.231985092163086,"Non-significant",3.29357265075788,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.404080867767334,9.14923024177551,-12.0809606259684,3.37785223500505e-06,0.000740753865806242,5.22515355964551,"INGR1_HUMAN",14,-11.2158902187268,3.24411406638589e-06,0.000508659721613404,0.0178389549254998,"Non-significant",3.29357265075788,"IFNGR1","Interferon gamma receptor 1","INGR1_HUMAN"
0.331004381179824,15.8680552244186,12.2101895763617,3.12867906994781e-06,0.000740753865806242,5.30294585790885,"BAAT_HUMAN",15,11.2088117399543,3.25983553412583e-06,0.000508659721613404,-0.0426321029663068,"Non-significant",3.29357265075788,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-0.20503306388855,12.4067786931992,-7.29699378984101,0.000114061416871342,0.00728735698026829,1.53509229286899,"MPRI_HUMAN",111,-10.7484861747074,4.49087454813714e-06,0.000687527473275184,-0.115042209625249,"Non-significant",3.16270994294727,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
-0.259161233901978,14.0939005613327,-8.67223695330554,3.52014151524943e-05,0.00348322295789437,2.78746946598559,"PLOD2_HUMAN",38,-10.6541061537964,4.8029436533304e-06,0.000721686755613387,-0.198180437088,"Non-significant",3.14165126479617,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.198725461959828,16.0507584810257,7.37344963125523,0.000106367494018596,0.00696020843924909,1.60983130031217,"C1TC_HUMAN",59,10.425382699587,5.66459967115111e-06,0.00083568294057673,0.0742554664611497,"Non-significant",3.07795846332165,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
-0.294682264328003,13.4644182920456,-9.04307551948793,2.63264361315303e-05,0.00300626611461175,3.094598568896,"MUC18_HUMAN",27,-10.1647266461785,6.86330538845379e-06,0.000994443927177036,0.305110692977907,"Non-significant",3.00241970002486,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
0.392757892608651,10.6194176673889,9.93964139978026,1.35741731714607e-05,0.00195123708307082,3.79036882018244,"T23O_HUMAN",17,10.0251156629686,7.61995770749667e-06,0.00107044531141749,-0.0343077182769775,"Non-significant",2.9704355157178,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.239708423614498,15.1244843006134,-7.89195009684787,6.72105216950985e-05,0.00529462303916534,2.10015777296907,"AMPN_HUMAN",49,-10.0196022026102,7.65169189822705e-06,0.00107044531141749,-0.0614693164825511,"Non-significant",2.9704355157178,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-0.230452537536625,10.6776044368744,-7.60038205545529,8.67399618786004e-05,0.00606521708311947,1.82792268471088,"CEIP2_HUMAN",61,-9.93067365176506,8.18443972942317e-06,0.00111405936831629,0.0623426437378001,"Non-significant",2.95309166495659,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.415831327438351,11.1600672006607,-9.45311582831656,1.93155933372727e-05,0.00248772578315287,3.42069316596067,"IGSF8_HUMAN",21,-9.92208347995084,8.23805300702212e-06,0.00111405936831629,0.0975229740142503,"Non-significant",2.95309166495659,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.465969085693349,11.132435798645,-9.58476889347731,1.75303798899209e-05,0.00237069170711363,3.52252368178642,"FSTL1_HUMAN",17,-9.75763782036599,9.34373917335751e-06,0.00121120928903194,0.122175455093384,"Non-significant",2.91678080713079,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.460369586944575,10.5468561649323,-9.16090408883159,2.40559083714127e-05,0.00295741879584307,3.18972024274816,"EPHA2_HUMAN",25,-9.75060629581739,9.39457414593406e-06,0.00121120928903194,0.011380195617674,"Non-significant",2.91678080713079,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.437326669692975,13.1867452859879,-10.3289271099559,1.03462209313679e-05,0.00164606346347292,4.07351991050167,"SDCB1_HUMAN",13,-9.74927101883873,9.40426241175893e-06,0.00121120928903194,-0.0730667114257244,"Non-significant",2.91678080713079,"SDCBP","Syntenin-1","SDCB1_HUMAN"
-0.642206192016602,9.34525156021118,-11.0943198109638,6.22226410345041e-06,0.00109755328120427,4.599991742383,"CAH12_HUMAN",8,-9.67248433555871,9.98058102282069e-06,0.00126535053779949,0.0985121726989746,"Non-significant",2.89778914599556,"CA12","Carbonic anhydrase 12","CAH12_HUMAN"
-0.756772041320795,9.55126333236694,-9.17640304426164,2.37739518156064e-05,0.00295741879584307,3.202146211514,"PERM_HUMAN",27,-9.63001534530411,1.03161591625503e-05,0.00128777408376821,-0.0169637203216553,"Non-significant",2.89016031925765,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.438712596893323,13.5680477619171,-9.87745179817098,1.41881917551366e-05,0.00195123708307082,3.74411563306738,"IL18_HUMAN",14,-9.59217511700861,1.06257755486168e-05,0.00130632640608298,-0.0674207210541002,"Non-significant",2.88394829423307,"IL18","Interleukin-18","IL18_HUMAN"
-0.885212421417236,10.5555737018585,-9.05288881056624,2.61284266780284e-05,0.00300626611461175,3.10256520599285,"TRFL_HUMAN",33,-9.50026618670559,1.14218077429653e-05,0.00138323206009583,-0.0535531044006241,"Non-significant",2.85910495368342,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.255395174026496,11.9527574777603,-9.12621923716959,2.47005950148792e-05,0.00299135265598105,3.16184010767687,"BIEA_HUMAN",19,-9.39943917843385,1.23723541354334e-05,0.00147631296257216,0.066007614135799,"Non-significant",2.83082156696383,"BLVRA","Biliverdin reductase A","BIEA_HUMAN"
-0.282563447952274,13.2215391397476,-8.16111172928763,5.34646150579885e-05,0.00461502007000551,2.34383246910049,"BGH3_HUMAN",32,-9.33418684200615,1.3034356212818e-05,0.00153276472914211,0.0887908935546982,"Non-significant",2.81452450181668,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-2.22190308570862,7.9562064409256,-9.07023188412641,2.57825568197755e-05,0.00300626611461175,3.11662482516881,"MIME_HUMAN",7,-9.27036247392291,1.37202360614497e-05,0.00159037136289432,0.0126266479492205,"Non-significant",2.79850145302281,"OGN","Mimecan","MIME_HUMAN"
