"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.793078899383543,9.72499489784241,-26.7680440208501,9.85180643879954e-09,3.90812098863668e-05,10.1365496757337,"FIL1L_HUMAN",39,-33.2890296588441,5.90894379516946e-10,3.18799014924351e-06,0.132906436920148,"Non-significant",5.49648302922567,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.701472520828249,12.0261205434799,-23.4314672285584,2.65244171180553e-08,4.30438240991801e-05,9.44842089600417,"TENS1_HUMAN",76,-32.1301447016728,7.85799888894136e-10,3.18799014924351e-06,0.0791583061218475,"Non-significant",5.49648302922567,"TNS1","Tensin-1","TENS1_HUMAN"
-0.851147413253798,13.8114975690842,-25.425936494288,1.44495476533276e-08,3.90812098863668e-05,9.87871111191978,"PLOD2_HUMAN",38,-30.1077396671264,1.32525425373303e-09,3.58437100492994e-06,0.0946025848388494,"Non-significant",5.44558704447453,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.675700187683073,10.6139109134674,-20.6408737754695,6.79301992783563e-08,7.87408052777976e-05,8.73285390959597,"AKA12_HUMAN",66,-26.3838140293072,3.82402901783624e-09,7.30347645503541e-06,-0.00365591049194869,"Non-significant",5.13647036647574,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
4.30962419509887,10.8239221572876,28.6262482158913,5.97376626583489e-09,3.90812098863668e-05,10.4572004554281,"Q6VBP1_HBV",1,25.8529708753606,4.50054008814112e-09,7.30347645503541e-06,0.083088636398351,"Non-significant",5.13647036647574,"S","Large envelope protein","Q6VBP1_HBV"
-0.785503387451193,10.1987326145172,-21.2914189891907,5.39825111434333e-08,7.3002349236303e-05,8.91305325331711,"VLDLR_HUMAN",32,-24.0217708610335,8.10396541976749e-09,9.64923719493466e-06,0.0778467655181991,"Non-significant",5.01550701775722,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
4.74329018592832,10.623900771141,23.8717782783452,2.30978126539472e-08,4.30438240991801e-05,9.54867875269493,"Q15194_HBV",5,23.9412853606993,8.32445900475013e-09,9.64923719493466e-06,0.103877544403076,"Non-significant",5.01550701775722,"PreC-C","Capsid protein","Q15194_HBV"
-0.560927867889424,10.7516434192657,-17.829059130126,2.00306678334526e-07,0.000181397309133723,7.84197334411938,"KANK1_HUMAN",51,-22.5683242856849,1.33456332770949e-08,1.35358085512935e-05,-0.00521445274353027,"Non-significant",4.86851579686599,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.999406099319476,9.82332456111909,-17.818230701154,2.01204804313964e-07,0.000181397309133723,7.83814822888285,"PLIN2_HUMAN",25,-18.8276222820062,5.64984639070111e-08,5.09365040157209e-05,-0.0292713642120503,"Non-significant",4.29297086578746,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.340115547180172,14.0502631664276,-12.7570915931981,2.30668995805594e-06,0.000717429264168636,5.60880170577479,"VILI_HUMAN",46,-17.5076229041159,1.00509596854478e-07,8.15534868877234e-05,-0.110380887985225,"Non-significant",4.08855746560196,"VIL1","Villin-1","VILI_HUMAN"
0.724922657012975,11.7813754081726,16.9942131176296,2.85042077037042e-07,0.000231283141307856,7.53703220937444,"ASM3A_HUMAN",18,17.2530909578695,1.12852959423259e-07,8.32444466145746e-05,-0.312573194503775,"Non-significant",4.07964472941434,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.436646223068259,16.2207285165787,-14.5248112997491,8.99580981310158e-07,0.000417043315181807,6.5006283234118,"ALDOA_HUMAN",29,-16.7786159116156,1.40670527796404e-07,9.47627279155907e-05,-0.0898377895355242,"Non-significant",4.02336244582141,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.452603340148951,11.6857626438141,-13.4241998999807,1.59516742103676e-06,0.000647159422714613,5.96223110528055,"DPYD_HUMAN",55,-16.6171899029004,1.51825913594119e-07,9.47627279155907e-05,-0.0963590145111102,"Non-significant",4.02336244582141,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.783625602722147,11.6198110580444,15.8544715880668,4.74350877092329e-07,0.00032074025139393,7.08549172676786,"DDB2_HUMAN",18,16.1853826265486,1.86863753564055e-07,0.000103671772615778,-0.0214486122131259,"Non-significant",3.98433947568399,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.47480130195615,12.4805918931961,-13.2171997821698,1.78528165521465e-06,0.000658444334109621,5.85487212219197,"LIMC1_HUMAN",62,-16.1233986583095,1.92600070134938e-07,0.000103671772615778,-0.221372127532955,"Non-significant",3.98433947568399,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.619923591613777,9.92705035209656,-15.2073594707226,6.43428016027491e-07,0.000401598070926697,6.80920196450851,"LX15B_HUMAN",22,-16.0018514841029,2.04430411862516e-07,0.000103671772615778,0.0765974521636998,"Non-significant",3.98433947568399,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-0.374377489089975,10.4006074666977,-12.6277789737617,2.48274170052151e-06,0.000717429264168636,5.53773332452768,"TRFM_HUMAN",39,-15.6995887721336,2.37541973474238e-07,0.000113377386633528,0.396392822265623,"Non-significant",3.94547355778533,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.640696525573752,12.4356634616852,14.4690231680435,9.25163873955205e-07,0.000417043315181807,6.47458579379275,"RIR2B_HUMAN",23,15.2880368762256,2.92708990989133e-07,0.000130394410639613,-0.520681858062725,"Up in BM2",3.88474102425133,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.638709545135475,13.0586130619049,-13.9054083726493,1.23533012422944e-06,0.00052755098042093,6.20415619966191,"BGH3_HUMAN",32,-15.2060513934595,3.05335691662884e-07,0.000130394410639613,-0.0282728672027552,"Non-significant",3.88474102425133,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-0.424793958663924,11.3701642751694,-13.2353002390414,1.76767562211145e-06,0.000658444334109621,5.86434098260217,"ACO12_HUMAN",27,-14.8222605913905,3.73156628629448e-07,0.000150113704989333,-0.0576517581939715,"Non-significant",3.82357965599435,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-1.5762507915497,10.2271436452866,-16.1124358558836,4.21446234704576e-07,0.000310874068035721,7.19147849195306,"NUA4L_HUMAN",5,-14.7080686118225,3.96477686003966e-07,0.000150113704989333,0.0979192256927988,"Non-significant",3.82357965599435,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.365089416503899,12.8674492835998,-12.2891183313218,3.02017853516107e-06,0.00076580401982178,5.34747552106032,"P4HA2_HUMAN",32,-14.6028982347932,4.19407316097164e-07,0.000150113704989333,-0.114796638488748,"Non-significant",3.82357965599435,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.796933174133304,10.3425776958465,-14.593097451527,8.69347074581877e-07,0.000417043315181807,6.53233205672806,"TAGL_HUMAN",15,-14.5665062625051,4.27684344271126e-07,0.000150113704989333,-0.276912331581117,"Non-significant",3.82357965599435,"TAGLN","Transgelin","TAGL_HUMAN"
-0.611673116683995,14.0584858655929,-14.8869730039651,7.51681053436448e-07,0.000417043315181807,6.66663396325801,"NDRG1_HUMAN",15,-14.4500011346857,4.55437200377803e-07,0.000150113704989333,-0.00501418113710095,"Non-significant",3.82357965599435,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.536576747894298,16.2758228778839,14.473086529129,9.23273049787084e-07,0.000417043315181807,6.47648692892642,"STOM_HUMAN",17,14.3719610956171,4.75153297857947e-07,0.000150113704989333,0.1661639213562,"Non-significant",3.82357965599435,"STOM","Stomatin","STOM_HUMAN"
-0.381930351257299,13.4691109657288,-12.6714077608437,2.42170370471799e-06,0.000717429264168636,5.56180700572777,"MUC18_HUMAN",27,-14.3494562264478,4.81015076376961e-07,0.000150113704989333,-0.23785591125488,"Non-significant",3.82357965599435,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.532512664794924,15.0081346035004,-12.7656775400496,2.29550860813614e-06,0.000717429264168636,5.61349016402944,"CP2C8_HUMAN",33,-14.1721059711832,5.30147052344412e-07,0.000153827954491063,0.013209819793726,"Non-significant",3.81296473489852,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.454158306121801,16.4030888080597,-12.571441216477,2.56414205828081e-06,0.000717429264168636,5.50650136382302,"ALDOC_HUMAN",31,-14.1697602663064,5.30833463858732e-07,0.000153827954491063,-0.102096319198616,"Non-significant",3.81296473489852,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.433587074279774,11.7027711868286,-12.3315270800421,2.94617734854431e-06,0.00076580401982178,5.37163442916254,"BCAP_HUMAN",31,-13.9692620696522,5.93352276541633e-07,0.000166015874891683,0.170926570892325,"Non-significant",3.77985038154899,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
0.206768989562974,11.8883454799652,7.86054115358135,6.95598646206642e-05,0.00447166657453276,2.16093973309014,"GOGB1_HUMAN",194,13.8146757592521,6.47196722297499e-07,0.000175045140157397,-0.115742921829225,"Non-significant",3.756849942209,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
-0.330075025558475,9.77820122241974,-11.2175993751174,5.80949240526825e-06,0.00109214479148491,4.70327777526183,"NGEF_HUMAN",33,-13.4725215578611,7.8694105997089e-07,0.00020597547614851,-0.303460359573362,"Non-significant",3.6861844845211,"NGEF","Ephexin-1","NGEF_HUMAN"
0.24265861511225,15.284547328949,9.27325959916936,2.2285264240801e-05,0.00240702197825209,3.34248148575604,"AMPN_HUMAN",49,13.1310159501595,9.60939209871901e-07,0.000243658148403144,-0.00541591644284978,"Non-significant",3.61321906038632,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-0.352532148361199,12.1029068231583,-12.0528817546072,3.47277720726616e-06,0.000853882250295685,5.21110501474225,"ABI1_HUMAN",22,-12.8524303639667,1.13505379014332e-06,0.000268558969527838,0.22537565231325,"Non-significant",3.5709603381632,"ABI1","Abl interactor 1","ABI1_HUMAN"
-0.302094697952279,9.81754124164582,-9.78126385812658,1.53392036330939e-05,0.00200745642385361,3.72487200893747,"LAMB2_HUMAN",62,-12.8263220341049,1.15310173343305e-06,0.000268558969527838,-0.00865459442139915,"Non-significant",3.5709603381632,"LAMB2","Laminin subunit beta-2","LAMB2_HUMAN"
-0.287988901138277,10.6894317865372,-9.17461021258214,2.40105351107858e-05,0.00244514771576967,3.26579259387595,"SYNE2_HUMAN",160,-12.8186903211227,1.15843775369415e-06,0.000268558969527838,-0.111633300781275,"Non-significant",3.5709603381632,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.334674835205078,14.5717830657959,12.5839643909035,2.54579091921631e-06,0.000717429264168636,5.5134580814743,"VNN1_HUMAN",18,12.3628649139059,1.5334001055241e-06,0.000345611346006181,-0.147322297096252,"Non-significant",3.46141200859189,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.53778862953186,8.66183364391327,-11.4600160929111,4.98625640790622e-06,0.00106469696036187,4.85493520640049,"BICC1_HUMAN",25,-12.2050169150351,1.69349002886023e-06,0.000371377786328971,0.173914909362795,"Non-significant",3.4301840768032,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.398078918457053,13.4555237293243,-10.5809006986669,8.80583624758729e-06,0.00145817459822292,4.28713393584534,"PFKAP_HUMAN",34,-11.9921605691481,1.93975734067755e-06,0.000414189238480465,-0.139311790466325,"Non-significant",3.38280118919261,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.623274087905875,10.7872031927109,-11.7034398513402,4.28942831914696e-06,0.000994412039473097,5.00364900011423,"RCN2_HUMAN",17,-11.8836169916584,2.08056493490564e-06,0.00043286420209806,-0.0646619796753001,"Non-significant",3.36364832888798,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.403783321380597,14.5027284622193,-11.1949315677045,5.89399214966187e-06,0.00109214479148491,4.68891079408878,"GBP1_HUMAN",22,-11.8255783816358,2.16051602770316e-06,0.000438260676219587,0.0691368579864484,"Non-significant",3.35826749550393,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.687924265861513,7.32921761274338,-12.9166913159764,2.10850324034276e-06,0.000717429264168636,5.69534471518251,"CNN1_HUMAN",10,-11.7672019520938,2.24441054249046e-06,0.000444174320530918,-0.01555347442625,"Non-significant",3.35244655333842,"CNN1","Calponin-1","CNN1_HUMAN"
0.367322683334351,12.7027200460434,10.2309750212474,1.117388130613e-05,0.00164845223487162,4.0467743058846,"FMO5_HUMAN",32,11.6020404666799,2.50216049470674e-06,0.000478076004074639,-0.0265948772430509,"Non-significant",3.32050305416973,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
