"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.84070372581483,13.7030920301165,-33.1803590634903,1.25716867687808e-08,3.99632554148402e-05,9.03461551761021,"FGL1_HUMAN",17,-33.6142532611772,2.84345904009465e-09,1.14798559172015e-05,0.158697764078781,"Non-significant",4.94006356270085,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.47890893618265,8.79572350638253,-32.3784020071898,1.47756675184275e-08,3.99632554148402e-05,8.96142361704079,"AMY1B_HUMAN",12,-31.5493992384118,4.50407961289551e-09,1.14798559172015e-05,0.127037366231313,"Non-significant",4.94006356270085,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-2.73180866241454,10.5310070855277,-30.0369207232325,2.42469940172687e-08,4.91850273640296e-05,8.72341969656074,"TSP4_HUMAN",21,-31.5434302857767,4.51026465972201e-09,1.14798559172015e-05,0.157017866770417,"Non-significant",4.94006356270085,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-2.53562800089519,7.90574823107038,-35.6736336317372,7.7900686853889e-09,3.99632554148402e-05,9.23898427679611,"CLC11_HUMAN",7,-29.7244381698353,6.93758284704156e-09,1.14798559172015e-05,0.0941627025603999,"Non-significant",4.94006356270085,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-2.07992593447367,11.9800943647112,-27.0027202481779,4.89168242152347e-08,7.93822223364828e-05,8.35044165066869,"TSP1_HUMAN",50,-29.6446098469906,7.0741039667251e-09,1.14798559172015e-05,0.0512961546580009,"Non-significant",4.94006356270085,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.619732220967572,10.7637316840036,-17.8323244696734,7.42838165194682e-07,0.0008914564514606,6.51073626523766,"LAMC1_HUMAN",52,-24.9979961883732,2.429063526084e-08,3.2849035751076e-05,0.0849800109863246,"Non-significant",4.48347737417522,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.752048492431676,12.6894446781703,-17.1005586212415,9.7593018481443e-07,0.000989837189948035,6.29370465731097,"LG3BP_HUMAN",20,-17.8241484726911,2.76738222083022e-07,0.000320779133425948,0.168612639109323,"Non-significant",3.49379389017811,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.475456078847245,15.8007673536028,-14.1069267732364,3.3963687124069e-06,0.00211985659480535,5.23711436768305,"APOE_HUMAN",29,-17.00752702744,3.86927852648914e-07,0.000392441574549161,0.272325674692792,"Non-significant",3.40622499048458,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.343307574590026,13.3770369121007,-9.88892336730657,3.26034039720826e-05,0.0073240357382929,3.10015271378185,"FAT1_HUMAN",153,-16.3952510688863,5.02597320136661e-07,0.000453119406176541,-0.00304087003073406,"Non-significant",3.34378733747893,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.529891570409125,11.5950179781233,13.2390885782803,5.1109189036059e-06,0.0023038886657699,4.86987255380356,"EHD2_HUMAN",32,15.6037292229763,7.14836886499813e-07,0.000508779312865724,-0.0759390195210781,"Non-significant",3.29347055555719,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-0.572370767593393,10.246540750776,-12.5715871492732,7.12170523109391e-06,0.00275169124976648,4.5649620268442,"AGRIN_HUMAN",63,-15.5581636187736,7.29855322481094e-07,0.000508779312865724,0.0545771121978422,"Non-significant",3.29347055555719,"AGRN","Agrin","AGRIN_HUMAN"
-0.946772893269866,12.1399526596069,-14.5888345629042,2.73433516394556e-06,0.00211985659480535,5.42798394535663,"APOA5_HUMAN",23,-15.4915864034938,7.52446605174844e-07,0.000508779312865724,-0.0457386970519824,"Non-significant",3.29347055555719,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
