"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.54775047302247,12.892776966095,27.9247155727606,3.41977313192452e-09,2.77480391924355e-05,11.4906684189184,"ANXA1_HUMAN",23,29.6758337620697,6.96705955030803e-10,5.65307211911993e-06,-0.0290188789367747,"Non-significant",5.24771547398866,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.30106782913208,10.8475096225739,23.4141414360703,1.35842533146235e-08,3.67408771316184e-05,10.3940292491996,"ANGL3_HUMAN",22,24.746863679617,3.21050734135032e-09,7.56992431264508e-06,-0.136410713195776,"Non-significant",5.120908462741,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.664620399475076,13.9155175685883,15.9913888814296,2.62266208470949e-07,7.34875821931337e-05,7.71717603743413,"APOB_HUMAN",239,23.5733367497696,4.82596722497025e-09,7.56992431264508e-06,-0.0459589958191255,"Non-significant",5.120908462741,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-1.04920291900638,11.0366761684418,-19.8077131706861,5.0038035597443e-08,4.73068264687666e-05,9.26271624245415,"DPYD_HUMAN",55,-23.0624396629647,5.79884987266614e-09,7.56992431264508e-06,0.112336397170999,"Non-significant",5.120908462741,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.852147579193124,12.2325274944305,20.5808138480634,3.71485791926157e-08,4.73068264687666e-05,9.52844989629169,"K1C19_HUMAN",26,22.9673628241694,6.0030765453557e-09,7.56992431264508e-06,0.379068613052349,"Non-significant",5.120908462741,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.788883924484228,11.9427682161331,19.3675491802866,5.95859569857124e-08,4.73068264687666e-05,9.10504869928418,"TFR1_HUMAN",34,22.90112655941,6.15009544649414e-09,7.56992431264508e-06,0.152085304260275,"Non-significant",5.120908462741,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
1.30212640762327,10.5108554363251,24.4799975423035,9.59153379102193e-09,3.67408771316184e-05,10.6811011608027,"AMY1B_HUMAN",12,22.7375791877532,6.53062240430312e-09,7.56992431264508e-06,0.0482637882232773,"Non-significant",5.120908462741,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
0.961920499801652,12.1425281763077,20.1188708574288,4.43261177709316e-08,4.73068264687666e-05,9.37134464865302,"PEG10_HUMAN",23,21.5728532752816,1.01408033209487e-08,9.61930174335857e-06,0.0446581840515146,"Non-significant",5.01685645187199,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
1.82170927524566,8.39175933599472,21.473625357202,2.66855938417809e-08,4.73068264687666e-05,9.81867553119938,"KCRB_HUMAN",12,21.2537434749303,1.14862813616247e-08,9.61930174335857e-06,-0.165636062622074,"Non-significant",5.01685645187199,"CKB","Creatine kinase B-type","KCRB_HUMAN"
-0.676968574523924,14.7504589557648,-16.753839313995,1.83134278821142e-07,6.48125247469678e-05,8.06112173658927,"ACOHC_HUMAN",48,-21.1735015926965,1.18551907115585e-08,9.61930174335857e-06,0.0469770431518519,"Non-significant",5.01685645187199,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
