"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.14466071128845,13.9428678750992,186.605995056666,5.10872247879259e-15,4.14521741929231e-11,22.0439492312235,"MX1_HUMAN",43,234.597991529399,8.20032785778662e-17,6.65374602380806e-13,0.0286750793457031,"Non-significant",12.1769337803478,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
4.23581790924075,12.0172214508057,165.546888789208,1.25306449685974e-14,5.08368266375997e-11,21.7397099309282,"OAS2_HUMAN",31,200.662713621035,2.90664706994596e-16,1.17922671627707e-12,0.0210700035095499,"Non-significant",11.9284026901022,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
3.64266920089725,12.7744860649109,139.74697614656,4.45907123495913e-14,1.20603013334861e-10,21.2172803552321,"IFIT2_HUMAN",29,165.295738874433,1.39733974079815e-15,3.7793382189454e-12,0.00733208656315121,"Non-significant",11.4225842406448,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
4.1500623226166,12.8367317914963,121.204088796712,1.29540696812507e-13,2.62773303484171e-10,20.6883791008858,"IFIT1_HUMAN",34,138.035034249149,6.01317817294352e-15,1.21977319238159e-11,-0.000185489654500159,"Non-significant",10.9137209155993,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
2.52407598495485,14.6528098583222,98.0424234017777,6.34274987644178e-13,1.02930144994897e-09,19.7421630478324,"STAT1_HUMAN",41,126.460476643062,1.22195361168229e-14,1.98298632103803e-11,0.103937625884999,"Non-significant",10.7026802816183,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
-2.2886106967926,11.8109637498856,-76.4706409296439,4.07702990935426e-12,3.6756689649445e-09,18.3999959175693,"TSP1_HUMAN",50,-94.5988926302969,1.2810922007889e-13,1.46508791823364e-10,-0.0182585716247754,"Non-significant",9.83413631301768,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.29722857475285,13.0929037332535,75.169793083747,4.63578017848827e-12,3.76147203682538e-09,18.2986903192246,"RIGI_HUMAN",56,93.2291871171637,1.44159950292562e-13,1.46508791823364e-10,0.0529932975768759,"Non-significant",9.83413631301768,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
2.49970388412476,10.2808964252472,77.4512850248596,3.70610097440349e-12,3.6756689649445e-09,18.4745484613088,"IFIH1_HUMAN",45,92.2240662698406,1.57378026538058e-13,1.46508791823364e-10,-0.0410200357437125,"Non-significant",9.83413631301768,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
3.70748209953307,13.0152531862259,84.5051311605783,1.92978729329204e-12,2.60971568296193e-09,18.9684288456503,"IFIT3_HUMAN",30,91.8593548584171,1.62506670743194e-13,1.46508791823364e-10,0.0752387046814249,"Non-significant",9.83413631301768,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
4.02019953727723,14.4806810617447,79.9387888077667,2.92507948456728e-12,3.39058499111128e-09,18.6569474769354,"ISG15_HUMAN",15,79.9307001490062,5.00844561555033e-13,4.06385277245754e-10,0.526615023612981,"Up in D",9.39106203430374,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
