"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
5.9125893115997,14.3268321752548,211.657993551037,1.96116153652106e-15,1.59128647073319e-11,23.6409062128651,"MX1_HUMAN",43,265.185168300542,3.03920426605815e-17,2.46601034147958e-13,0.052403926849351,"Non-significant",12.6080051064759,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
5.31357502937317,13.6099389791489,178.061805853052,7.16530166475553e-15,2.90696288539132e-11,23.0993131360687,"IFIT2_HUMAN",29,204.616650108088,2.48177701617234e-16,1.00685693546112e-12,-0.056510448455775,"Non-significant",11.9970322340678,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
4.90992450714112,12.3542747497559,158.997205572275,1.6745702400988e-14,4.52915430938722e-11,22.6786467266678,"OAS2_HUMAN",31,183.421527562949,6.01675330367555e-16,1.62733121020078e-12,0.0862872600555757,"Non-significant",11.7885240462497,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
5.22026896476747,13.3718351125717,151.308437930892,2.42806759293211e-14,4.92533511226279e-11,22.4775580153865,"IFIT1_HUMAN",34,172.475601517788,9.90297353747207e-16,2.00881818207621e-12,0.146232843399076,"Non-significant",11.6970593694212,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
3.08996868133545,14.9357562065124,119.772839916063,1.39974729477086e-13,1.8929249249618e-10,21.3896651348499,"STAT1_HUMAN",41,154.888215061514,2.3659598312996e-15,3.83947961423299e-12,0.419595241546624,"Non-significant",11.4157276339611,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
4.97750782966612,14.9593352079391,138.120125981104,4.80981773134717e-14,7.80537221443018e-11,22.080364966273,"ISG15_HUMAN",15,133.851296066848,7.71492955379102e-15,1.04331563999101e-11,0.1142528057098,"Non-significant",10.9815842822078,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
4.91665434837345,13.6198393106461,115.197613448162,1.87419162188228e-13,2.17245583142183e-10,21.1864260910837,"IFIT3_HUMAN",30,125.788721994016,1.27579917170302e-14,1.47883349702833e-11,0.111468315124476,"Non-significant",10.8300807207918,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
3.28047227859498,10.6712806224823,101.560281965671,4.817928383966e-13,3.90926709075001e-10,20.4882707310419,"IFIH1_HUMAN",45,121.073569190642,1.73826522298403e-14,1.76303550241156e-11,-0.210439682006834,"Non-significant",10.7537389421838,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
2.87685871124267,13.3827188014984,85.2063735223766,1.79532827047317e-12,1.12056104512456e-09,19.4193533898278,"RIGI_HUMAN",56,101.898540779643,7.01931746342525e-14,6.32830465535916e-11,0.257910966873174,"Non-significant",10.1987126213314,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
2.61383390426637,10.7885456085205,88.338440996531,1.36993222580573e-12,9.26302506682307e-10,19.6476202558469,"GBP4_HUMAN",27,100.226075906332,8.02546011110218e-14,6.51185833414831e-11,0.649173974990848,"Up in BD",10.1862950561175,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
2.55233454704283,11.4623795747757,81.3731262573495,2.53448722379325e-12,1.46508672252296e-09,19.1223437525448,"SLFN5_HUMAN",37,95.8287862101931,1.15392203574411e-13,8.17630591072198e-11,0.285770416259775,"Non-significant",10.0874428680835,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
4.13767981529234,11.5164285898209,109.622982903056,2.71798470360905e-13,2.45041420945376e-10,20.9188716117373,"ISG20_HUMAN",11,95.2762130217893,1.20921457885955e-13,8.17630591072198e-11,0.174060821533226,"Non-significant",10.0874428680835,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
2.86611700057985,13.2984549999237,111.414068499981,2.40714697408264e-13,2.44144881846332e-10,21.0073512848165,"UB2L6_HUMAN",12,88.6319530836402,2.17058290427285e-13,1.35477766809768e-10,0.0534512996673584,"Non-significant",9.86813197079762,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.9478707313538,12.1804883480072,78.0713261351577,3.45645488765471e-12,1.7528546849019e-09,18.8496249708038,"5NT3A_HUMAN",23,87.0777217667196,2.50467859900906e-13,1.45042818664944e-10,0.173818826675376,"Non-significant",9.8385037690426,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
3.81325697898864,10.5535351037979,80.6551429158814,2.70844230192808e-12,1.46508672252296e-09,19.0644194083401,"CMPK2_HUMAN",26,86.3473732976576,2.68134370221118e-13,1.45042818664944e-10,-0.0626852512359619,"Non-significant",9.8385037690426,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
2.20899677276613,11.6942100524902,75.3122588374947,4.52541794063512e-12,2.15995536295961e-09,18.6087384579056,"TAP1_HUMAN",24,83.2193873487628,3.61426648019184e-13,1.83288488876729e-10,0.469954490661651,"Non-significant",9.73686480931109,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
1.7973313331604,12.3678238391876,62.6476832076625,1.79613906319236e-11,6.81351720878701e-09,17.3237073108134,"PML_HUMAN",44,77.8227625496319,6.21740667661509e-13,2.96753163376793e-10,0.0657668113708461,"Non-significant",9.52760464278698,"PML","Protein PML","PML_HUMAN"
3.47511887550355,11.9664310216904,69.3790026936209,8.36610123175254e-12,3.77125252191334e-09,18.0462963728919,"OAS1_HUMAN",20,72.3545444811765,1.12090291416866e-12,5.05278124753584e-10,-0.854700088500975,"Up in BM1",9.29646950347255,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
2.25434398651123,12.1603655815124,62.4126399934749,1.84739189787176e-11,6.81351720878701e-09,17.2966453467264,"SAMH1_HUMAN",38,71.2242225545064,1.27314613843605e-12,5.21364808051557e-10,0.182181954383847,"Non-significant",9.2828582869092,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
3.72856068611148,14.6250351667404,65.7312231635708,1.25353948783793e-11,5.35327337069314e-09,17.6668885027541,"OAS3_HUMAN",45,71.1419807705714,1.2850993543297e-12,5.21364808051557e-10,-0.202255725860594,"Non-significant",9.2828582869092,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
2.29224276542665,12.2565213441849,64.5260260528947,1.43979933377704e-11,5.84126589713346e-09,17.5353225747624,"TAP2_HUMAN",22,68.8007435912555,1.68452433317358e-12,6.30734570963505e-10,-0.453324794769248,"Non-significant",9.20015336439718,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.3553898334503,12.2583876848221,57.1949119435117,3.55066208422406e-11,1.20041967297475e-08,16.6599463104608,"RO52_HUMAN",27,68.6724232531005,1.710150426571e-12,6.30734570963505e-10,0.049024105072025,"Non-significant",9.20015336439718,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
2.24761223793027,10.2602926492691,53.9590009465455,5.48966701319099e-11,1.59082707660827e-08,16.2271232634085,"HELZ2_HUMAN",117,62.4355454519303,3.69320278724191e-12,1.26223520592658e-09,-0.0869442224502572,"Non-significant",8.89885971076684,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.55652618408205,12.8619201183319,56.6420650674227,3.81832177037171e-11,1.23927451379184e-08,16.5881891309611,"ANXA1_HUMAN",23,62.3517894038773,3.73350319721937e-12,1.26223520592658e-09,-0.2005422115326,"Non-significant",8.89885971076684,"ANXA1","Annexin A1","ANXA1_HUMAN"
2.32508111000062,11.7508946657181,54.7053301167682,4.95355343953454e-11,1.48863454105123e-08,16.3297526753797,"STAT2_HUMAN",35,60.4203227511548,4.81499836669254e-12,1.56275586989373e-09,-0.319400668144233,"Non-significant",8.80610886116125,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.37513732910157,12.5490229129791,48.4181000926802,1.2344209435982e-10,3.33869717878527e-08,15.4068616799986,"AMPE_HUMAN",38,59.1322191938457,5.73123764697693e-12,1.73278021416168e-09,-0.190642714500433,"Non-significant",8.7612565197039,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
