"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.54775047302247,12.892776966095,-27.9247155727606,3.4197731319245e-09,2.77480391924354e-05,11.4906684189184,"ANXA1_HUMAN",23,-29.6758337620697,6.96705955030803e-10,5.65307211911993e-06,0.0290188789367747,"Non-significant",5.24771547398866,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.30106782913208,10.8475096225739,-23.4141414360703,1.35842533146233e-08,3.67408771316178e-05,10.3940292491996,"ANGL3_HUMAN",22,-24.746863679617,3.21050734135027e-09,7.56992431264486e-06,0.136410713195776,"Non-significant",5.12090846274101,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.664620399475075,13.9155175685883,-15.9913888814293,2.62266208470981e-07,7.34875821931297e-05,7.71717603743401,"APOB_HUMAN",239,-23.5733367497688,4.8259672249715e-09,7.56992431264486e-06,0.0459589958191255,"Non-significant",5.12090846274101,"APOB","Apolipoprotein B-100","APOB_HUMAN"
1.04920291900638,11.0366761684418,19.8077131706862,5.00380355974408e-08,4.73068264687671e-05,9.26271624245419,"DPYD_HUMAN",55,23.0624396629649,5.79884987266579e-09,7.56992431264486e-06,-0.112336397170999,"Non-significant",5.12090846274101,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-0.852147579193122,12.2325274944305,-20.5808138480635,3.7148579192615e-08,4.73068264687671e-05,9.5284498962917,"K1C19_HUMAN",26,-22.9673628241695,6.00307654535559e-09,7.56992431264486e-06,-0.379068613052349,"Non-significant",5.12090846274101,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.788883924484223,11.9427682161331,-19.3675491802865,5.95859569857165e-08,4.73068264687671e-05,9.10504869928412,"TFR1_HUMAN",34,-22.9011265594098,6.1500954464946e-09,7.56992431264486e-06,-0.152085304260275,"Non-significant",5.12090846274101,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-1.30212640762328,10.5108554363251,-24.4799975423036,9.59153379102159e-09,3.67408771316178e-05,10.6811011608027,"AMY1B_HUMAN",12,-22.7375791877533,6.53062240430294e-09,7.56992431264486e-06,-0.0482637882232773,"Non-significant",5.12090846274101,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.961920499801648,12.1425281763077,-20.1188708574287,4.43261177709332e-08,4.73068264687671e-05,9.37134464865299,"PEG10_HUMAN",23,-21.5728532752815,1.01408033209493e-08,9.61930174335906e-06,-0.0446581840515146,"Non-significant",5.01685645187197,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-1.82170927524566,8.39175933599472,-21.473625357202,2.6685593841781e-08,4.73068264687671e-05,9.81867553119938,"KCRB_HUMAN",12,-21.2537434749303,1.14862813616248e-08,9.61930174335906e-06,0.165636062622074,"Non-significant",5.01685645187197,"CKB","Creatine kinase B-type","KCRB_HUMAN"
0.676968574523922,14.7504589557648,16.7538393139949,1.8313427882115e-07,6.48125247469706e-05,8.06112173658923,"ACOHC_HUMAN",48,21.1735015926964,1.18551907115591e-08,9.61930174335906e-06,-0.0469770431518519,"Non-significant",5.01685645187197,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
